evaluation,wait_input_min,demand_monthly,wait_observed_min,service_rate,residual_min,demand_spread_pct,wait_spread_min,service_spread_pp
1,0.0,3724018.226686236,1.0791142917718048,0.9652316524569079,1.0791142917718048,0.08019117365395691,0.03361370774655792,0.060969756662621055
2,2.0,3438899.549246228,0.8107582541505544,0.9730720853988858,-1.1892417458494458,0.15887598109310885,0.029207818592047907,0.09617708380548207
3,1.0,3578757.0816839733,0.9459274935824448,0.9676945358229901,-0.05407250641755523,0.15993738327657825,0.045891451041754516,0.1335167623911837
4,0.5,3651100.118038039,1.0356381185040116,0.9648858822905035,0.5356381185040116,0.16024542539076397,0.08032164035433875,0.35640664093379293
5,0.75,3614730.2288967357,1.0210116496924713,0.9657032130101125,0.27101164969247127,0.16010994206010065,0.10615234746426117,0.396634061943657
6,0.875,3596693.832730415,0.9691245713153296,0.9673060974099448,0.09412457131532959,0.16002830066755463,0.09104140399496874,0.3257168209631178
7,0.9375,3587712.973739399,1.011480908722204,0.9653518248654724,0.07398090872220409,0.1599840018081339,0.06332779889017881,0.24088659492079723
8,0.96875,3583231.903422432,0.9722428749857496,0.9671489917678961,0.0034928749857495722,0.15996098253650695,0.051413574395802186,0.27633309861259114
