time_step,met_demand,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,real_unmet_demand,real_assignment_ratio
206,1822,26.14374550444151,0.0,0.0,26.14374550444151,0.985854051900435
207,1868,0.0,0.0,0.0,0.0,1.0
208,2533,55.49140457099918,0.0,0.0,55.49140457099918,0.9785622604452124
209,2605,21.86530489255559,0.0,0.0,21.86530489255559,0.9916762748162872
210,2849,40.15064659295523,0.0,0.0,40.15064659295523,0.9861029584454853
211,2867,23.02370097889536,18.744052486255598,0.0,41.76775346515096,0.9856407396515606
212,2929,65.58037073507074,26.38929614480089,0.0,91.96966687987164,0.9695562428553413
213,2914,115.02971227266414,39.87012699325428,0.0,154.89983926591842,0.9495259384864869
214,3093,111.28052677049143,29.298359489310783,0.0,140.57888625980223,0.9565252955920904
215,3093,71.7551031694289,22.42720549389237,0.0,94.18230866332128,0.9704496638277273
216,3178,104.98679815287484,46.06105934927403,0.0,151.04785750214887,0.9546273096790254
217,3195,139.07792550641324,42.44118666644039,0.0,181.51911217285362,0.9462407567845684
218,3353,228.36543327936968,25.49321239987937,0.0,253.85864567924904,0.9296178002474943
219,3436,173.45326223690776,53.71536356732355,0.0,227.1686258042313,0.9379857579571954
220,3465,127.177773689934,17.45226109397328,0.0,144.6300347839073,0.959932172164407
221,3351,83.60052032467961,86.78393177739616,0.0,170.38445210207578,0.9516143566771401
222,3321,110.62046523467896,6.096445387865904,0.0,116.71691062254486,0.9660481320431332
223,3234,121.63553767828904,3.1906723802068484,0.0,124.82621005849589,0.9628363594148797
224,3304,53.21035799697451,0.0,0.0,53.21035799697451,0.9841504248102221
225,3250,23.7965215814795,2.824782988834759,0.0,26.62130457031426,0.9918753795157279
226,3266,45.29195942120333,6.607503730609402,0.0,51.89946315181273,0.9843577348475439
227,3235,78.17988319063996,30.40221816942324,0.0,108.58210136006319,0.9675252175456092
228,3127,37.23153432149271,3.538570845318226,0.0,40.770105166810936,0.9871297146531206
229,3033,79.63183362466458,6.115630064802257,0.0,85.74746368946684,0.9725058009063589
230,3068,146.27032164823615,11.455808685330188,0.0,157.72613033356635,0.9511036820980038
231,3076,165.51441908115748,10.475638661926215,0.0,175.9900577430837,0.945882350616649
232,3065,305.175568863298,14.41984207795917,0.0,319.59541094125717,0.9055735258908308
233,3158,370.5806607016282,5.566444056766139,0.0,376.14710475839433,0.8935677849255488
234,3205,216.72710536647176,7.027144457709511,0.0,223.75424982418127,0.9347418235542384
235,3004,260.4819751912044,5.199412256632181,0.0,265.6813874478366,0.918743952096441
236,2786,218.6043436106089,6.313645333733895,2.8396096340295145,227.75759857837232,0.9244273664591312
237,2694,282.9422112387992,0.0,0.0,282.9422112387992,0.9049554236657291
238,2441,28.34865278436681,0.0,0.0,28.34865278436681,0.9885197852670979
239,2234,38.90550360485013,0.0,1.376761779432708,40.28226538428284,0.9822879217776092
240,2286,0.4740281147051832,0.0,0.0,0.4740281147051832,0.9997926816098165
241,2203,63.35994025430156,0.0,0.0,63.35994025430156,0.9720433020682532
242,1530,11.28349771785425,0.0,0.0,11.28349771785425,0.9926791549156521
243,1483,17.44304122349074,0.0,0.0,17.44304122349074,0.9883747394974305
244,915,0.0,0.0,0.0,0.0,1.0
245,892,0.0,0.0,0.0,0.0,1.0
246,489,0.0,0.0,0.0,0.0,1.0
247,508,0.0,0.0,0.0,0.0,1.0
248,390,0.0,0.0,0.0,0.0,1.0
249,414,0.0,0.0,0.0,0.0,1.0
250,868,0.0,0.0,0.0,0.0,1.0
251,846,0.0,0.0,0.0,0.0,1.0
252,1327,0.0,0.0,0.0,0.0,1.0
253,1338,0.0,0.0,0.0,0.0,1.0
254,1832,26.158444306464915,0.0,0.0,26.158444306464915,0.9859223822453805
255,1862,0.0,0.0,0.0,0.0,1.0
256,2511,67.93779460727743,0.0,0.0,67.93779460727743,0.9736566757254326
257,2614,21.007647523862826,0.0,0.0,21.007647523862826,0.9920274813837432
258,2872,12.00662109946181,0.0,0.0,12.00662109946181,0.9958368260975473
259,2873,13.608932832788753,1.1710341561424005,0.0,14.779966988931154,0.9948818929565669
260,2867,92.23025090778748,34.869187481901534,0.0,127.09943838968901,0.9575500276443568
261,2917,141.948988437603,44.6259105642898,0.0,186.5748990018928,0.9398838742181169
262,3148,72.13578368294971,28.074220759207737,0.0,100.21000444215744,0.9691491608285446
263,3077,83.94137301239938,21.69187269769908,0.0,105.63324571009846,0.9668094821002443
264,3123,126.16533291524884,56.15875726633725,0.0,182.3240901815861,0.9448392698546031
265,3228,145.81842923900325,54.13011419679462,0.0,199.9485434357979,0.9416710779341537
266,3400,183.8257147174585,29.52906688623853,0.0,213.35478160369703,0.9409538242162302
267,3416,133.8999481872873,70.38117226683612,0.0,204.28112045412342,0.9435731332299138
268,3495,69.07013572466677,23.30990370968408,1.0,93.38003943435085,0.9739771043177827
269,3298,78.82234186987301,89.00488927856503,0.0,167.82723114843805,0.9515765732232341
270,3289,126.84324611513406,25.3105457197682,0.0,152.15379183490228,0.9557840767838015
271,3274,107.28648661356512,14.492140453782287,0.0,121.7786270673474,0.9641382314805022
272,3252,61.50833872686356,31.35633499879797,0.0,92.86467372566153,0.9722366425000314
273,3205,122.1598863507646,12.120328886888393,0.0,134.28021523765298,0.9597876768098371
274,3274,129.30608820843457,39.58175518997904,0.0,168.88784339841362,0.9509458771007459
275,3344,78.03914742192062,14.262572857033373,0.0,92.301720278954,0.9731392270549919
276,3126,32.55172177973697,0.0,0.0,32.55172177973697,0.9896940988633249
277,3065,27.346742338787557,0.0,0.0,27.346742338787557,0.9911566377843822
278,3104,29.91401042046196,0.0,0.0,29.91401042046196,0.9904547443481231
279,3104,40.46912842588775,0.0,0.0,40.46912842588775,0.9871300601872511
280,3190,43.94279583277448,0.0,0.0,43.94279583277448,0.9864120058371475
281,3214,59.04555266456503,0.4856499240527876,0.0,59.531202588617816,0.9818143775316569
282,2976,139.9548293991387,0.0,0.0,139.9548293991387,0.9550844485681691
283,3113,79.4973968866945,9.783687585057304,0.0,89.28108447175181,0.9721195353822353
284,2756,80.41469363492268,0.0,0.0,80.41469363492268,0.9716491760477134
285,2747,73.12221388194146,0.0,0.0,73.12221388194146,0.9740712606276422
286,2294,13.355798706966764,0.0,0.289458733047208,13.645257440013973,0.9940869345511314
287,2194,21.37942794056384,0.0,0.0,21.37942794056384,0.9903495411797525
288,1914,1.2961713319079702,0.0,0.0,1.2961713319079702,0.9993232527943673
289,1888,22.50271087948138,0.0,0.0,22.50271087948138,0.988221576053602
290,1199,1.6727132091496246,0.0,0.0,1.6727132091496246,0.998606853315856
291,1170,0.0,0.0,0.0,0.0,1.0
292,636,0.0,0.0,0.0,0.0,1.0
293,608,0.0,0.0,0.0,0.0,1.0
294,332,0.0,0.0,0.0,0.0,1.0
295,341,0.0,0.0,0.0,0.0,1.0
296,295,0.0,0.0,0.0,0.0,1.0
297,285,0.0,0.0,0.0,0.0,1.0
298,809,0.0,0.0,0.0,0.0,1.0
299,821,0.0,0.0,0.0,0.0,1.0
300,1841,57.48097814676545,0.0,0.0,57.48097814676545,0.9697226473120228
301,1911,12.0422290111756,0.0,0.0,12.0422290111756,0.993737927940684
302,2660,29.589517942664152,0.0,0.0,29.589517942664152,0.9889985004234779
303,2674,12.402209834936295,0.0,0.0,12.402209834936295,0.9953833384332652
304,3031,0.0,1.3746940588697676,0.0,1.3746940588697676,0.9995466608854232
305,2956,16.16569460914202,67.89747631564238,0.0,84.0631709247844,0.9723482157447364
306,3320,128.15813120949676,138.50914617801357,0.0,266.66727738751035,0.9256504000053922
307,3586,95.93042991362138,53.00972701474139,0.0,148.94015692836277,0.9601224783609781
308,3465,78.95389841943125,36.927572591876114,0.0,115.88147101130737,0.9676388420143434
309,3416,64.5532911952902,57.12655276624663,0.0,121.67984396153683,0.9656046196013944
310,3350,47.31448817038587,7.098324588875661,2.0,56.412812759261534,0.9834392318664495
311,3249,53.43074548583459,24.123307708776984,4.838860005320795,82.39291319993238,0.9752677287408915
312,3293,103.33920705705884,50.4958948767851,0.0,153.83510193384393,0.9553691727673498
313,3362,109.65043207860133,42.20742014575543,0.0,151.85785222435675,0.956783154410123
314,3581,204.39125084191264,89.37400316373666,0.0,293.7652540056493,0.9241850190274208
315,3692,175.16603048345215,132.4948858673092,0.0,307.66091635076134,0.9230782501854013
316,3839,35.5610606143627,83.6081537957026,0.0,119.16921441006531,0.9698928449101623
317,3612,88.96620634585251,102.27059429274978,0.0,191.2368006386023,0.9497173563827286
318,3613,95.74332794824755,57.721960940419656,0.0,153.4652888886672,0.9592548245854275
319,3560,99.50442046690203,45.82647568253976,0.0,145.3308961494418,0.9607778899583654
320,3453,10.485892934413387,53.17074547995644,1.0,64.65663841436982,0.9816194003393365
321,3303,43.880670025126605,97.1284673532818,0.0,141.0091373784084,0.9590566889477694
322,3193,11.452921594957877,32.951374299455026,0.0,44.404295894412904,0.9862839819077509
323,3088,9.26409458625696,56.36027528281448,8.761683963435527,74.38605383250697,0.976477870643795
324,3035,15.939713204148005,33.81675021694412,0.0,49.75646342109213,0.9838702134151911
325,2991,40.86952228607126,56.414065304727934,2.8164269904293637,100.10001458122855,0.9676167014625731
326,3074,206.0763122395903,75.25845511192631,0.0,281.3347673515166,0.9161529960917778
327,3302,182.2850558621357,13.274376515552204,0.0,195.5594323776879,0.944086887968979
328,3360,235.545769460826,31.867218429144515,0.0,267.4129878899705,0.9262799717642513
329,3331,323.6622367292574,43.39342385402546,0.0,367.0556605832829,0.900743608460077
330,3328,372.55267728050376,43.83118494669039,2.0,418.38386222719413,0.8883232798311094
331,3358,421.83067932688647,22.15190121242665,5.0,448.9825805393131,0.8820634003332612
332,3088,402.1655865928061,17.217841589928014,0.0,419.3834281827341,0.880428405741762
333,3071,396.6066901144951,1.822160080932328,0.0,398.42885019542746,0.8851601034640083
334,2625,267.2779020718698,0.0,0.0,267.2779020718698,0.907589135234755
335,2678,84.1022422738458,0.0,2.35463872601769,86.4568809998635,0.968725545479084
336,1965,0.0,0.0,3.225307162879357,3.225307162879357,0.9983613120148687
337,1886,13.894647865396475,0.0,0.0,13.894647865396475,0.99268662192348
338,1203,0.0,0.0,0.0,0.0,1.0
339,1185,0.0,0.0,0.0,0.0,1.0
340,608,0.0,0.0,0.0,0.0,1.0
341,612,0.0,0.0,0.0,0.0,1.0
342,328,0.0,0.0,0.0,0.0,1.0
343,339,0.0,0.0,0.0,0.0,1.0
344,295,0.0,0.0,0.0,0.0,1.0
345,299,0.0,0.0,0.0,0.0,1.0
346,802,3.688711608954363,0.0,0.0,3.688711608954363,0.995421666512383
347,830,1.4968090023640026,0.0,0.0,1.4968090023640026,0.9981998620004809
348,1825,61.79053589718399,0.0,0.0,61.79053589718399,0.9672509827023262
349,1898,16.128097280172998,0.0,0.0,16.128097280172998,0.9915741807964212
350,2662,46.23449430234323,0.0,0.0,46.23449430234323,0.9829281790776934
351,2688,13.182183944364002,10.895222546227163,0.0,24.077406490591166,0.991122153654992
352,2999,8.586606953105063,35.81868028978676,0.0,44.40528724289182,0.9854093414935479
353,2975,37.88568117614903,53.78873402596835,0.0,91.67441520211739,0.970106244488274
354,3297,203.98133938308803,104.9497115875831,0.0,308.9310509706711,0.9143269667101619
355,3635,71.47444231201219,75.80786041607314,0.0,147.2823027280853,0.9610599392272086
356,3453,84.52001296136851,44.2711127683969,0.0,128.7911257297654,0.9640428151143166
357,3440,43.78432448785442,35.64719114326885,0.0,79.43151563112326,0.9774305835251126
358,3338,50.41021502503398,8.674741269469406,0.0,59.084956294503385,0.982607159651682
359,3274,44.0695354812139,30.84050346179007,0.0,74.91003894300397,0.9776315165018146
360,3269,95.46018502161203,55.37620899203915,0.0,150.8363940136512,0.9558936812656632
361,3322,129.43821677842337,51.78293840794458,0.2806655882473334,181.50182077461528,0.9481941697023335
362,3535,299.1609780340252,86.77010361600247,1.0,386.9310816500277,0.9013416927542646
363,3749,178.9479149631723,142.9194146912932,0.0,321.8673296544655,0.9209339672384298
364,3817,108.51903975549504,58.95649348884557,0.0,167.47553324434062,0.9579679855361104
365,3583,82.80001321287214,198.3912987924329,0.0,281.19131200530506,0.9272315241919578
366,3726,71.34837073885146,18.68645518219133,4.0,94.0348259210428,0.975383777843342
367,3488,109.94679836151636,46.65227552573316,5.1234641171867565,161.72253800443627,0.9556890869592345
368,3503,6.297754342209905,16.93089646588343,16.397481654548336,39.62613246264167,0.9888144751997593
369,3250,38.63860709095523,111.26757771374118,28.545765529129767,178.45195033382618,0.9479497006465409
370,3270,2.099863816396818,10.745204121129603,0.0,12.845067937526421,0.9960872146958807
