time_step,met_demand,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,real_unmet_demand,real_assignment_ratio
371,3052,0.76714872717018,86.08493680083203,0.0,86.8520855280022,0.9723299846053777
372,3033,18.186436536119903,30.21506329491744,0.0,48.40149983103734,0.9842923748061747
373,2993,49.09280184341391,23.578114956156615,3.0,75.67091679957052,0.9753408172947752
374,3082,165.45546383709663,86.43274997453396,1.0,252.88821381163058,0.924168908341731
375,3312,179.38148241216538,9.171844283329689,0.0,188.55332669549506,0.9461361364623209
376,3279,278.0528823715438,62.84654541566949,0.0,340.89942778721326,0.905826270981346
377,3389,335.73899631354465,33.950343266114864,0.0,369.68933957965953,0.9016440822371868
378,3349,353.99637419538874,50.49916802354692,0.0,404.49554221893567,0.892234974660497
379,3311,437.6666243937387,21.314564188410948,0.0,458.9811885821496,0.8782537191505808
380,3133,366.6761481622616,3.70454019535741,0.0,370.380688357619,0.8942790631950269
381,3067,382.1236697479914,7.604702547829096,0.0,389.7283722958205,0.8872551353993202
382,2590,302.80436267383675,0.0,0.0,302.80436267383675,0.8953249771809827
383,2700,54.07552958204168,0.0,22.588189516204704,76.66371909824639,0.9723899878220961
384,1945,9.493698303129795,0.0,0.0,9.493698303129795,0.9951426303848551
385,1903,16.62249355888317,0.0,0.0,16.62249355888317,0.9913407487072805
386,1187,3.6024872287127923,0.0,0.0,3.6024872287127923,0.9969742317294347
387,1185,0.0,0.0,0.0,0.0,1.0
388,608,0.0,0.0,0.0,0.0,1.0
389,618,0.0,0.0,0.0,0.0,1.0
390,330,0.0,0.0,0.0,0.0,1.0
391,340,0.0,0.0,0.0,0.0,1.0
392,308,0.0,0.0,0.0,0.0,1.0
393,305,0.0,0.0,0.0,0.0,1.0
394,801,0.0,0.0,0.0,0.0,1.0
395,806,0.954644934381468,0.0,0.0,0.954644934381468,0.9988169782027104
396,1832,57.491842414318064,0.0,0.0,57.491842414318064,0.9695728549212166
397,1895,37.371455777673376,0.0,0.0,37.371455777673376,0.9806603147309307
398,2655,59.19930369829453,0.0,0.0,59.19930369829453,0.9781890358539143
399,2712,16.202452857354096,0.0,0.0,16.202452857354096,0.994061125177721
400,3018,1.925475946418292,0.0,0.0,1.925475946418292,0.9993624094495859
401,3044,0.0,0.0,0.0,0.0,1.0
402,3466,30.07715833940316,0.0,0.0,30.07715833940316,0.9913968837136051
403,3498,0.0,8.92440278033414,0.0,8.92440278033414,0.997455205258129
404,3402,26.866518092369777,0.0,0.0,26.866518092369777,0.9921646065979504
405,3438,9.917582848957098,0.0,0.0,9.917582848957098,0.997123602113261
406,3289,0.0,0.0,0.0,0.0,1.0
407,3280,10.566299013294133,0.0,0.0,10.566299013294133,0.996788911678679
408,3349,1.316637610663551,0.0,0.0,1.316637610663551,0.9996070109923691
409,3331,0.0,0.0,0.0,0.0,1.0
410,3703,13.276578069498932,0.0,0.0,13.276578069498932,0.9964274515659446
411,3711,6.772333475641223,0.3930147705852604,0.0,7.1653482462264835,0.998072880688427
412,3681,25.46427642404018,2.391402556589327,0.0,27.855678980629506,0.9924894141504353
413,3574,41.540638712055255,115.23799009105144,0.0,156.7786288031067,0.9579769682412371
414,3572,74.28922153207675,63.91767010153344,0.0,138.20689163361018,0.9627495458689213
415,3548,135.72355157574165,34.808920164202895,0.0,170.53247173994455,0.9541398460183003
416,3438,28.93341811208368,57.81296923315004,0.0,86.74638734523373,0.9753893251279933
417,3293,71.11765630005499,123.63072130538008,0.0,194.74837760543505,0.9441621480334134
418,3244,18.817565815541744,23.197081287603197,0.0,42.01464710314494,0.9872141023046919
419,3065,0.0,73.70227995154812,0.7735078414023646,74.47578779295048,0.9762776358771326
420,3044,10.20963370716998,40.76908814523996,0.8143575396150167,51.79307939202496,0.9832698510320992
421,2985,57.64017629087284,43.03349222339873,0.0,100.67366851427157,0.9673738446351182
422,3090,181.36434917716392,75.03839460631724,1.0,257.4027437834811,0.9231037423681664
423,3290,200.32312399963843,16.152883754065822,0.0,216.47600775370424,0.9382639415541355
424,3337,283.9384830553332,26.59304436104651,1.0,311.53152741637973,0.9146145442144547
425,3305,391.82671013782505,33.76881368340189,0.0,425.59552382122695,0.8859175375342508
426,3370,375.706752864298,60.68153076506261,0.0,436.3882836293606,0.8853537129918685
427,3390,384.2252157799227,35.27137517761115,0.0,419.49659095753384,0.8898813580898647
428,3133,318.8670744631592,9.424526409821308,0.0,328.2916008729805,0.9051534401810639
429,3007,373.4976121164552,16.112744987306254,0.0,389.61035710376143,0.8852943622782872
430,2622,272.95623313776787,3.1262903383727334,0.0,276.0825234761406,0.9047361414867545
431,2484,279.4403082407202,1.8721064788047157,2.604707198717012,283.9171219182419,0.8974257142058215
432,2143,1.6428967356507769,0.0,15.365145692192488,17.008042427843264,0.9921259356012739
433,1924,9.408925120436258,0.0,4.015157541478807,13.424082661915065,0.9930711697134109
434,1169,0.0,0.0,1.5584496307777953,1.5584496307777953,0.9986686272426042
435,1175,0.0,0.0,0.0,0.0,1.0
436,621,0.0,0.0,0.0,0.0,1.0
437,626,0.0,0.0,0.0,0.0,1.0
438,323,0.0,0.0,0.0,0.0,1.0
439,337,0.0,0.0,0.0,0.0,1.0
440,299,0.0,0.0,0.0,0.0,1.0
441,304,0.0,0.0,0.0,0.0,1.0
442,809,1.98710847399638,0.0,0.0,1.98710847399638,0.9975497656457999
443,820,0.0,0.0,0.0,0.0,1.0
444,1817,52.89428791991949,0.0,0.0,52.89428791991949,0.9717126854380846
445,1894,26.61481427517371,0.0,0.0,26.61481427517371,0.9861425549374313
446,2653,47.18953732584766,0.0,0.0,47.18953732584766,0.9825236204075577
447,2714,12.349494028560654,9.449286749285502,0.0,21.798780777846154,0.9920320233596828
448,2939,54.81036804038333,45.845022691622944,0.0,100.65539073200628,0.9668859203451459
449,3007,60.02035315013197,56.49249065345826,0.0,116.51284380359023,0.9626981384005742
450,3321,190.57157268823332,123.69796324864208,0.0,314.2695359368754,0.9135498667072337
451,3678,54.38924831715302,49.3195509982927,0.0,103.70879931544572,0.9725762069955733
452,3446,61.055420865043295,17.24951820384787,0.0,78.30493906889117,0.9777814518259084
453,3418,45.285903874859976,44.271343171357785,0.0,89.55724704621775,0.9744673455802795
454,3285,47.67570000937438,8.68334088169521,0.0,56.35904089106959,0.9831328988590105
455,3277,41.064081757435616,53.5845383491002,0.0,94.64862010653582,0.9719280889645181
456,3260,121.84056861752904,64.12052470650534,1.0,186.96109332403438,0.9457606023792567
457,3375,135.3871756109339,31.718342159317448,0.0,167.10551777025134,0.9528231113014826
458,3558,219.77802677396207,99.50209165466066,0.0,319.2801184286227,0.9176535848129487
459,3736,191.36838812360065,99.71274258575224,0.0,291.0811307093529,0.9277190795860425
460,3835,43.15537186971986,83.82837988296939,0.0,126.98375175268924,0.9679494516613011
461,3584,61.0051008357915,162.30973934334435,0.0,223.31484017913584,0.9413458435791906
462,3639,84.57711653863981,45.34255278018689,2.745258470977861,132.66492778980458,0.9648258977587528
463,3557,75.75640309324996,63.23270876084634,4.0,142.9891118540963,0.9613541803688057
464,3442,41.07431511332126,34.015108859485494,5.167939054060299,80.25736302686705,0.977214225209853
465,3299,66.80312377230197,111.4823106386405,11.13969403906602,189.4251284500085,0.9456989554096652
466,3246,1.3635108040254509,10.67438839273482,6.266323139711872,18.304222336472144,0.9943926113836992
467,3038,0.0,93.38624321330992,0.0,93.38624321330992,0.9701773476792563
468,3063,21.227041120754325,11.176524154428742,0.0,32.40356527518307,0.9895317154639568
469,2955,44.56355684701616,57.82814556701034,1.0,103.3917024140265,0.966194093996391
470,3131,181.2732345172311,57.61433447940668,0.0,238.88756899663775,0.9291111159925834
471,3288,161.70818943867937,2.427379270224378,5.939193888773474,170.07476259767722,0.9508180781869741
472,3542,41.7067821593374,1.307697815851487,0.0,43.01447997518889,0.9880015882179961
473,3350,127.28029698752246,10.838239017200571,0.0,138.11853600472304,0.9604031415277179
474,3196,289.14949025364706,33.93292385966295,3.0,326.08241411331,0.9074177217413575
475,3176,516.5050318490528,23.42927675752712,0.0,539.9343086065799,0.8546975635828591
476,3213,380.8622507408353,3.809152115121705,0.0,384.671402855957,0.8930776716988128
477,3042,394.2316287710152,7.458866657451701,2.0,403.69049542846693,0.882841916311387
478,2623,281.28118495950304,0.0,0.0,281.28118495950304,0.9031494655489339
479,2687,44.38309453348485,0.0,0.0,44.38309453348485,0.9837506885715476
480,2304,14.1229477094364,0.0,0.0,14.1229477094364,0.9939075933295983
481,2234,32.64673880756529,0.0,0.0,32.64673880756529,0.9855969003688947
482,1502,5.709539612236454,0.0,0.0,5.709539612236454,0.9962131037429762
483,1479,9.582175942017914,0.0,0.0,9.582175942017914,0.9935628841343918
484,921,0.0,0.0,0.0,0.0,1.0
485,876,0.0,0.0,0.0,0.0,1.0
486,503,0.0,0.0,0.0,0.0,1.0
487,496,0.0,0.0,0.0,0.0,1.0
488,411,0.0,0.0,0.0,0.0,1.0
489,405,0.0,0.0,0.0,0.0,1.0
490,872,0.0,0.0,0.0,0.0,1.0
491,841,0.0,0.0,0.0,0.0,1.0
492,1331,6.66968242714965,0.0,0.0,6.66968242714965,0.9950139541063323
493,1348,0.0,0.0,0.0,0.0,1.0
494,1805,39.39916945984898,0.0,0.0,39.39916945984898,0.9786384801553628
495,1877,1.3855952605521205,0.0,0.0,1.3855952605521205,0.9992623478033221
496,2557,27.0799583577772,0.0,0.0,27.0799583577772,0.9895204642293705
497,2567,25.12216620206993,0.0,0.0,25.12216620206993,0.990308263040365
498,2873,21.51712419960268,0.0,0.0,21.51712419960268,0.9925662473993645
499,2869,17.760281291651072,1.3340856717752416,0.0,19.094366963426314,0.9933885931215253
