idx,Grid ID,avg_lat,avg_lon,real_origin_demand,real_dest_demand,real_total_demand
0,0,31.0189,121.2277,135.12501205725454,349.762888712908,484.88790077016256
1,1,31.0189,121.2377,81.82140573650818,149.78906860984102,231.6104743463492
2,2,31.0189,121.2477,95.51757670266205,151.83236576718605,247.3499424698481
3,3,31.0189,121.2577,83.33318724476223,120.74944202549156,204.0826292702538
4,4,31.0189,121.2677,42.633874081478204,56.193397940711634,98.82727202218985
5,5,31.0189,121.2777,41.88814236877971,69.90567040792004,111.79381277669975
6,6,31.0189,121.2877,23.205820288707095,43.12570401406034,66.33152430276743
7,7,31.0189,121.2977,34.24832838984029,62.01485273727104,96.26318112711132
8,8,31.0189,121.3077,83.8320358261738,156.59384642646805,240.42588225264183
9,9,31.0189,121.3177,11.789641656661868,24.047137500099964,35.836779156761835
10,10,31.0189,121.3277,4.96923959132987,2.975158438055883,7.944398029385754
11,11,31.0189,121.3377,6.354343197777803,4.373566891252688,10.727910089030491
12,12,31.0189,121.3477,8.241615833176157,17.734819299184363,25.97643513236052
13,13,31.0189,121.3577,3.1773938885670105,9.859894005054622,13.037287893621633
14,14,31.0189,121.3677,45.117497314878136,30.76993288860497,75.8874302034831
15,15,31.0189,121.3777,39.09951484484538,31.648198570668864,70.74771341551424
16,16,31.0189,121.3877,136.53885550697672,161.4506687803707,297.9895242873474
17,17,31.0189,121.3977,319.67202760252184,432.4938318155324,752.1658594180542
18,18,31.0189,121.4077,315.55741361269617,467.6581900391393,783.2156036518354
19,19,31.0189,121.4177,301.45576040143754,490.08310204130163,791.5388624427392
20,20,31.0189,121.4277,490.96838115717526,628.4980766507892,1119.4664578079646
21,21,31.0189,121.4377,334.3638686599536,264.8915580657985,599.2554267257522
22,22,31.0189,121.4477,428.2296700314639,346.2494773728266,774.4791474042905
23,23,31.0189,121.4577,82.07501822823873,97.59378200055174,179.66880022879047
24,24,31.0189,121.4677,3.5346060206191945,6.374896705611163,9.909502726230357
25,25,31.0189,121.4777,0.0,3.130055350913329,3.130055350913329
26,26,31.0189,121.4877,0.0,2.6314406635446774,2.6314406635446774
27,27,31.0189,121.4977,2.2441064929284034,7.89000094100643,10.134107433934833
28,28,31.0189,121.5077,30.018720532369198,27.07353064074206,57.09225117311126
29,29,31.0189,121.5177,2.5894728436678363,12.854271817712482,15.443744661380318
30,30,31.0189,121.5277,73.85027900882648,137.48549363857634,211.33577264740282
31,31,31.0189,121.5377,4.008334520176732,17.501477930321325,21.509812450498057
32,32,31.0189,121.5477,3.2631651271345046,9.895878359927199,13.159043487061703
33,33,31.0189,121.5577,3.292604243228064,7.181198524366866,10.473802767594929
34,34,31.0189,121.5677,12.995522925678095,12.099351831481982,25.094874757160078
35,35,31.0189,121.5777,2.802625155566216,12.327272709527561,15.129897865093778
36,36,31.0189,121.5877,6.76581103842364,15.737853492219804,22.503664530643444
37,37,31.0189,121.5977,6.862585212148664,26.628272974186533,33.490858186335196
38,38,31.0189,121.6077,6.920729826911664,15.652744905988909,22.57347473290057
39,39,31.0189,121.6177,0.4509387823943545,1.9911663657803096,2.4421051481746643
40,40,31.0189,121.6277,2.438050942445957,5.852103633771787,8.290154576217743
41,41,31.0189,121.6377,22.997604867155008,31.537678772981394,54.5352836401364
42,42,31.0289,121.2177,39.92076445804794,152.98830547839546,192.90906993644342
