time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,unmet_rounding_jitter,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold,mean_age_at_service_operational_bins
249,414,437.459981314963,407.2364790188834,444.22350229608037,437.4599813149635,189,54607.25458205497,27473125.01467836,655,0.0,0.0,0.0,437.4599813149635,0.7439206001933224,130,53.29189809552423,0.0
250,868,425.6687463876942,856.2087650727289,437.4599813149635,425.6687463876927,319,70930.87468362392,27544055.88936198,1249,0.0,0.0,0.0,425.6687463876927,0.6180953305232142,131,59.283798418093674,0.0
251,846,435.8775114604234,856.2087650727289,425.6687463876927,435.87751146042245,31,63380.71716913793,27607436.60653112,916,0.0,0.0,0.0,435.87751146042245,0.4521526100306873,132,73.97801379317725,0.0
252,1327,438.1424758443068,1329.2649643838843,435.87751146042245,438.14247584430535,123,77761.70279493682,27685198.309326056,1489,0.0,0.0,0.0,438.14247584430535,0.4698192028301634,133,72.22248781719273,0.0
253,1338,429.40744022818967,1329.2649643838843,438.14247584430535,429.4074402281873,329,82596.22692695845,27767794.536253016,1720,0.0,0.0,0.0,429.4074402281873,0.3603769763424499,134,75.08345342395585,0.0
254,1832,445.3988944044113,1847.9914541762216,429.4074402281873,445.39889440440976,306,95016.56116991953,27862811.097422935,2185,26.158444306464915,0.0,0.0,419.2404500979448,0.37621553112125966,135,61.879910747629296,0.0
255,1862,431.3903485806327,1847.9914541762216,445.39889440440976,431.3903485806325,69,90520.50421402251,27953331.601636957,2084,0.0,0.0,0.0,431.3903485806325,0.31271736952647605,136,53.22316063426939,0.009769837458390435
256,2511,489.80173663968435,2569.4113880590508,431.3903485806325,489.80173663968367,184,108274.85666423105,28061606.458301187,2856,67.93779460727743,0.0,0.0,421.8639420324058,0.1991478620401906,137,45.8270252709103,0.0
257,2614,445.2131246987342,2569.4113880590508,489.80173663968367,445.21312469873436,321,117324.72523149135,28178931.183532678,3225,21.007647523862822,0.0,0.0,424.2054771748714,0.21702354481422012,138,39.61623690677384,0.01745991939021746
258,2872,443.5823626511542,2870.369237952422,445.21312469873436,443.5823626511499,294,118821.41537594519,28297752.59890862,3479,12.00662109946181,0.0,0.0,431.575741551688,0.17645008081956387,139,33.47567532026419,0.004950600069440996
259,2873,440.95160060356966,2870.369237952422,443.5823626511499,440.9516006035656,64,117865.8896960759,28415618.4886047,3323,13.608932832788753,1.1710341561424003,0.0,426.1716336146346,0.17138152697583947,140,29.888639186385067,0.002903801695535024
260,2867,546.0036088090897,2972.0520082055223,440.9516006035656,546.003608809088,208,119081.72521122142,28534700.21381592,3483,92.23025090778748,34.869187481901534,0.0,418.90417041939935,0.18541117256607484,141,24.11417018558118,0.003843506531593083
261,2917,601.0556170146115,2972.0520082055223,546.003608809088,601.0556170146114,245,118772.53326868896,28653472.74708461,3592,141.948988437603,44.625910564289796,0.0,414.48071801271817,0.1859211280109572,142,20.842912470802407,0.02814873880603167
262,3148,516.9171028886713,3063.8614858740584,601.0556170146114,516.9171028886639,138,121696.86698633443,28775169.614070944,3729,72.13578368294971,28.074220759207737,0.0,416.7070984465069,0.18620886119561028,143,21.283388566374754,0.051037568174381376
263,3077,503.7785887627242,3063.8614858740584,516.9171028886639,503.7785887627182,146,119125.10470517607,28894294.71877612,3664,83.94137301239938,21.69187269769908,0.0,398.1453430526198,0.16960879655060743,144,20.524981547374058,0.032465857580717974
264,3123,595.6404488574294,3214.8618600947134,503.7785887627182,595.6404488574318,198,120207.47866528605,29014502.197441407,3770,126.16533291524884,56.15875726633725,0.0,413.31635867584487,0.1569532541752036,145,20.649136643706512,0.023808423496067908
265,3228,582.5023089521433,3214.8618600947134,595.6404488574318,582.502308952144,216,123941.45498046408,29138443.65242187,3864,145.81842923900325,54.13011419679462,0.0,382.55376551634566,0.17925712327555962,146,20.779267608176486,0.04016972705850443
266,3400,605.7381037292876,3423.2357947771447,582.502308952144,605.7381037292886,223,130083.58079569931,29268527.233217567,4015,183.82571471745854,29.529066886238535,0.0,392.38332212559186,0.21708577442731053,147,17.671248391069607,0.04315766060330515
267,3416,612.9738985064328,3423.2357947771447,605.7381037292886,612.9738985064339,224,132758.85742587422,29401286.090643443,4168,133.8999481872873,70.38117226683612,0.0,408.69277805231053,0.2011739286257591,148,16.601361309609878,0.054390426097206984
268,3495,500.9443127342274,3382.9704142277938,612.9738985064339,500.9443127342247,101,130728.94923305578,29532015.0398765,4075,69.07013572466677,23.309903709684082,1.0,407.56427329987395,0.21389580363404248,92,14.589539962117767,0.053960486368487846
269,3298,585.9147269620189,3382.9704142277938,500.9443127342247,585.9147269620171,171,127524.45369913064,29659539.49357563,4141,78.82234186987301,89.00488927856503,0.0,418.08749581357773,0.15117409577262456,93,13.754251172079611,0.01791063384139287
270,3289,553.4659880122654,3256.551261050246,585.9147269620171,553.4659880122647,150,123541.88673251096,29783081.38030814,4046,126.84324611513406,25.310545719768196,0.0,401.3121961773615,0.1667563629687305,94,15.094152814680113,0.03599259456026295
271,3274,536.0172490625123,3256.551261050246,553.4659880122647,536.0172490625125,128,121739.05807002969,29904820.43837817,4052,107.28648661356513,14.492140453782289,0.0,414.2386219951652,0.16014632365192039,95,17.778342408849234,0.04239367448359808
272,3252,515.2952392095108,3231.277990146996,536.0172490625125,515.2952392095068,104,124867.32473034518,30029687.763108514,3985,61.508338726863556,31.356334998797966,0.0,422.43056548384516,0.1831831966455867,96,15.681777979027858,0.029566501625607342
273,3205,541.5732293565047,3231.277990146996,515.2952392095068,541.5732293565004,141,123217.89946320494,30152905.66257172,3979,122.15988635076461,12.120328886888393,0.0,407.2930141188485,0.18955694905369508,97,12.662298111074362,0.032244362872087984
274,3274,557.8899089400024,3290.3166795835014,541.5732293565004,557.8899089400011,166,123074.58989928679,30275980.252471007,4066,129.30608820843455,39.581755189979035,0.0,389.00206554158797,0.17487526248066498,98,11.938528993207308,0.03425581306589719
275,3344,504.20658852350334,3290.3166795835014,557.8899089400011,504.20658852350266,91,124235.12798224176,30400215.380453248,4087,78.03914742192062,14.262572857033373,0.0,411.90486824454854,0.16256121126075168,99,12.077154184939198,0.0387744583860568
276,3126,450.61588958941365,3072.409301065913,504.20658852350266,450.61588958940854,166,120687.28559115948,30520902.666044407,3981,32.55172177973697,0.0,0.0,418.06416780967163,0.1722809424780738,100,11.880551762400652,0.026114883708877
277,3065,458.0251906553199,3072.409301065913,450.61588958940854,458.0251906553146,173,118446.00596508652,30639348.672009494,3789,27.346742338787553,0.0,0.0,430.67844831652695,0.13554953220425697,101,11.844328004220513,0.008151216477451755
278,3104,459.7397639211622,3105.7145732658482,458.0251906553146,459.73976392116583,248,121648.3837352948,30760997.05574479,3870,29.91401042046196,0.0,0.0,429.82575350070374,0.14321098035116914,102,12.656032166587348,0.007507013671558141
279,3104,461.4543371870136,3105.7145732658482,459.73976392116583,461.4543371870155,221,120114.94686224264,30881112.002607033,3751,40.46912842588775,0.0,0.0,420.9852087611277,0.12423768285258362,103,14.477185873346093,0.007829784694777792
280,3190,479.2924445297758,3207.8381073427627,461.4543371870155,479.29244452977906,225,123892.97436532582,31005004.97697236,3833,43.94279583277448,0.0,0.0,435.3496486970046,0.1732107559285483,104,11.409821595868841,0.006550960839563211
281,3214,473.13055187253985,3207.8381073427627,479.29244452977906,473.1305518725437,83,122614.66437183612,31127619.641344197,3710,59.04555266456503,0.4856499240527876,0.0,413.5993492839259,0.15927567193065167,105,9.042405961487912,0.01139232074111904
282,2976,549.7617461971704,3052.6311943246205,473.1305518725437,549.761746197166,563,129734.91658862215,31257354.55793282,3958,139.9548293991387,0.0,0.0,409.80691679802646,0.15347947032750925,106,10.404675303548629,0.012641000611864779
283,3113,489.3929405217923,3052.6311943246205,549.761746197166,489.3929405217887,134,123794.05285614952,31381148.61078897,3676,79.4973968866945,9.783687585057303,0.0,400.11185605003703,0.16962054759196396,107,13.363240703595034,0.036047436728193605
284,2756,487.756005347931,2754.3630648261405,489.3929405217887,487.7560053479333,417,121240.880991532,31502389.491780505,3593,80.41469363492268,0.0,0.0,407.3413117130102,0.18012952091317058,108,13.954835718157861,0.027038447056898278
285,2747,495.1190701740761,2754.3630648261405,487.7560053479333,495.1190701740771,316,119701.51106713238,31622091.002847638,3346,73.12221388194146,0.0,0.0,421.99685629213565,0.1692303766735524,109,14.569189877508302,0.024454195207428055
286,2294,426.8863225418436,2225.767252367766,495.1190701740771,426.8863225418436,285,104185.32194343634,31726276.324791074,2857,13.355798706966764,0.0,0.28945873304720804,413.24106510182946,0.17960864241897384,110,15.814470463063845,0.02615860419497211
287,2194,458.6535749096097,2225.767252367766,426.8863225418436,458.653574909609,200,99292.37447353081,31825568.699264605,2580,21.37942794056384,0.0,0.0,437.274146969045,0.149776010393631,111,18.795412954326583,0.004155523765239793
288,1914,442.2173417382737,1897.5637668286652,458.653574909609,442.217341738275,135,95949.00138214644,31921517.70064675,2226,1.2961713319079702,0.0,0.0,440.92117040636714,0.2842477527553856,112,19.765201281647588,0.007990855852241133
289,1888,451.78110856694,1897.5637668286652,442.217341738275,451.78110856694093,140,98364.20532576778,32019881.905972518,2205,22.50271087948138,0.0,0.0,429.27839768745946,0.23952152805628163,113,21.438453415938266,0.00019539655731368684
290,1199,433.2482520180936,1180.467143451152,451.78110856694093,433.2482520180922,115,76404.45248823566,32096286.358460754,1491,1.6727132091496246,0.0,0.0,431.5755388089426,0.24515411029505466,114,24.64141833620658,0.014724514730469467
291,1170,443.7153954692451,1180.467143451152,433.2482520180922,443.7153954692422,61,73419.0942849034,32169705.452745657,1354,0.0,0.0,0.0,443.7153954692422,0.26917929678852365,115,27.5025128963614,0.0005377965347462983
292,636,426.27024360709106,618.5548481378488,443.7153954692422,426.2702436070903,76,59670.93408893892,32229376.386834595,830,0.0,0.0,0.0,426.2702436070903,0.35486991625118663,116,31.725194450632728,0.0
293,608,436.8250917449393,618.5548481378488,426.2702436070903,436.8250917449389,48,57268.22992322997,32286644.616757825,728,0.0,0.0,0.0,436.8250917449389,0.3879214370768649,117,37.51717655892467,0.0
294,332,436.23397055464704,331.4088788097068,436.8250917449389,436.23397055464676,51,50440.51945284858,32337085.136210673,451,0.0,0.0,0.0,436.23397055464676,0.5856006591493356,118,43.52835942093867,0.0
295,341,426.6428493643549,331.4088788097068,436.23397055464676,426.64284936435297,115,51832.32777712607,32388917.463987797,519,0.0,0.0,0.0,426.64284936435297,0.7335157610789963,119,53.221700307208394,0.0
296,295,430.55155574726314,298.9087063829103,426.64284936435297,430.5515557472633,73,49654.66431624704,32438572.128304046,435,0.0,0.0,0.0,430.5515557472633,0.8748622899515353,120,55.60832995165601,0.0
297,285,444.4602621301733,298.9087063829103,430.5515557472633,444.4602621301732,146,50476.11040751548,32489048.238711562,478,0.0,0.0,0.0,444.4602621301732,0.684312648969769,121,60.43531622530462,0.0
298,809,447.4008833763992,811.9406212462277,444.4602621301732,447.40088337639975,280,69767.17707187301,32558815.415783435,1143,0.0,0.0,0.0,447.40088337639975,0.7016830950493044,122,67.51467441120523,0.0
299,821,438.3415046226255,811.9406212462277,447.40088337639975,438.3415046226258,266,71167.1976946414,32629982.613478076,1105,0.0,0.0,0.0,438.3415046226258,0.6379332058716605,123,81.81010905431584,0.0
300,1841,471.6143219502619,1874.2728173276355,438.3415046226258,471.6143219502611,165,98278.62733518217,32728261.24081326,2019,57.48097814676545,0.0,0.0,414.1333438034958,0.463329181256271,124,70.47945291789603,0.0
301,1911,434.8871392778965,1874.2728173276355,471.6143219502611,434.88713927789576,298,106615.05329461675,32834876.294107877,2306,12.0422290111756,0.0,0.0,422.8449102667203,0.41058088608632887,125,60.08194598139965,0.0185716557729899
302,2660,448.6978893462938,2673.8107500683996,434.88713927789576,448.69788934629065,682,142205.05146414298,32977081.34557202,3444,29.589517942664152,0.0,0.0,419.10837140362656,0.3102717613252648,126,38.71358201426083,0.0021717388886383433
303,2674,448.5086394146888,2673.8107500683996,448.69788934629065,448.50863941468674,412,131456.84424569807,33108538.18981772,3888,12.402209834936295,0.0,0.0,436.1064295797505,0.20593311457864388,127,31.43143181766172,0.008657563909019164
304,3031,436.59830741428596,3019.0896679996004,448.50863941468674,436.5983074142858,239,142914.32276689322,33251452.51258461,4051,0.0,1.3746940588697676,0.0,435.22361335541603,0.18929282233781364,128,23.21424454675434,0.0024800136833740007
305,2956,499.6879754138854,3019.0896679996004,436.5983074142858,499.6879754138849,192,138073.80403167466,33389526.316616286,4199,16.16569460914202,67.89747631564238,0.0,415.62480448910054,0.19580947162479018,129,16.044276746983698,0.0
306,3320,670.928790359515,3491.2408149456323,499.6879754138849,670.9287903595109,366,141681.3079798494,33531207.624596134,4716,128.15813120949676,138.50914617801357,0.0,404.26151297200056,0.13581437211691283,130,14.223860698002431,0.017500033352077775
307,3586,576.169605305141,3491.2408149456323,670.9287903595109,576.1696053051376,264,149809.63944315788,33681017.26403929,4497,95.93042991362138,53.00972701474139,0.0,427.22944837677466,0.1959326999190534,131,11.446687827172486,0.06467250225226609
308,3465,536.983916664442,3425.8143113593055,576.1696053051376,536.9839166644475,232,140496.2900818618,33821513.55412115,4374,78.95389841943125,36.927572591876114,0.0,421.1024456531397,0.18359927498325992,132,7.4656220698506175,0.03777912237013962
309,3416,546.7982280237516,3425.8143113593055,536.9839166644475,546.798228023757,209,134971.13509870318,33956484.689219855,4185,64.5532911952902,57.12655276624663,0.0,425.1183840622203,0.1464878831209947,133,7.336115150383239,0.030690517014596592
310,3350,479.10839925457867,3282.310171230824,546.798228023757,479.1083992545767,128,130457.3182810077,34086942.007500865,3999,47.31448817038587,7.098324588875661,2.0,422.6955864953151,0.16063476458366358,134,6.794166133465055,0.029375572111508808
311,3249,512.4185704853994,3282.310171230824,479.1083992545767,512.4185704853968,154,127949.04561110059,34214891.05311196,3879,53.43074548583459,24.123307708776984,4.838860005320795,430.0256572854644,0.15343620126501697,135,5.44277490214341,0.011266528568648796
312,3293,562.2140222817684,3342.7954517963713,512.4185704853968,562.214022281769,181,130231.02226877975,34345122.07538074,3921,103.33920705705884,50.4958948767851,0.0,408.37892034792503,0.1591565874026776,136,6.293821190144172,0.016280682456537816
313,3362,543.0094740781401,3342.7954517963713,562.214022281769,543.0094740781408,207,133252.37187782658,34478374.44725857,4027,109.65043207860131,42.20742014575543,0.0,391.1516218537835,0.17579171879968894,137,6.502422956779939,0.037244556242542526
314,3581,668.5655460062662,3706.5560719281266,543.0094740781408,668.5655460062684,305,137725.03064623597,34616099.477904804,4361,204.39125084191264,89.37400316373666,0.0,374.8002920006196,0.13735441282490884,138,6.642416165084917,0.024007878875512045
315,3692,683.1216179343919,3706.5560719281266,668.5655460062684,683.1216179343979,304,143306.48995072336,34759405.96785553,4590,175.16603048345215,132.4948858673092,0.0,375.46070158363614,0.18034446054678843,139,7.685228641405419,0.06225598635089053
316,3839,532.0883776564051,3687.9667597220046,683.1216179343979,532.0883776564,120,148922.5258326026,34908328.49368813,4569,35.5610606143627,83.6081537957026,0.0,412.91916324633445,0.20322644511286114,140,7.517528054481432,0.07636765822640737
317,3612,608.0551373784056,3687.9667597220046,532.0883776564,608.0551373784019,188,140686.77626232564,35049015.26995046,4626,88.96620634585251,102.27059429274978,0.0,416.8183367398,0.15238730957359498,141,6.610821120579767,0.027029705207279688
318,3613,551.9310089657829,3556.8758715873805,608.0551373784019,551.9310089657774,151,139197.29079457233,35188212.56074503,4577,95.74332794824757,57.721960940419656,0.0,398.4657200771106,0.17486697352301336,142,5.189134203369512,0.04141190640255239
319,3560,548.8068805531602,3556.8758715873805,551.9310089657774,548.8068805531526,143,137615.11795381777,35325827.678698845,4543,99.50442046690203,45.82647568253976,0.0,403.47598440371075,0.1508978691738881,143,5.332692058807861,0.03137873929546606
320,3453,484.39750872168315,3388.59062816853,548.8068805531526,484.3975087216805,68,137243.10294961336,35463070.78164846,4338,10.485892934413389,53.17074547995644,1.0,419.7408703073108,0.18221791832109155,55,4.386628949101697,0.03588750471710539
321,3303,569.9881368902115,3388.59062816853,484.3975087216805,569.9881368902097,143,133210.0683596091,35596280.85000806,4399,43.880670025126605,97.12846735328179,0.0,428.97899951180074,0.13406508043817544,56,4.5644339278220265,0.009467926595398305
322,3193,485.02033207504564,3108.0321951848355,569.9881368902097,485.0203320750453,43,130888.71950183825,35727169.5695099,4167,11.452921594957877,32.951374299455026,0.0,440.6160361806327,0.1916877292474058,57,4.35438328423753,0.04815771663297596
323,3088,505.0525272598816,3108.0321951848355,485.0203320750453,505.0525272598837,75,127752.6020086466,35854922.17151855,4361,9.26409458625696,56.360275282814484,8.761683963435527,430.66647342737645,0.1632797772996012,58,4.26671516083633,0.014647715833068979
324,3035,477.23029573739177,3007.177768477511,505.0525272598837,477.23029573739393,51,122918.89193391167,35977841.06345246,4254,15.939713204148005,33.81675021694412,0.0,427.4738323163017,0.16267914362992628,59,5.1038291200034935,0.025092073576605013
325,2991,493.40806421490197,3007.177768477511,477.23029573739393,493.4080642149053,100,122655.58925325755,36100496.652705714,4112,40.86952228607126,56.414065304727934,2.8164269904293633,393.3080496336769,0.15741498235579612,60,5.21156303753342,0.014842767648881358
326,3074,668.8456947896898,3249.4376305747865,493.4080642149053,668.845694789686,290,125450.3568869242,36225947.00959264,4366,206.07631223959027,75.25845511192631,0.0,387.5109274381699,0.13883190708595483,61,5.44942226610174,0.024035453717878172
327,3302,616.2833253644699,3249.4376305747865,668.845694789686,616.2833253644676,205,130755.42620097852,36356702.435793616,4164,182.2850558621357,13.274376515552204,0.0,420.72389298678036,0.18627641463921557,62,6.093013807523766,0.06145340241311448
328,3360,677.9022310080231,3421.618905643554,616.2833253644676,677.9022310080226,267,135981.83463501802,36492684.270428635,4286,235.545769460826,31.867218429144515,0.0,410.4892431180525,0.1981967166487176,63,6.299024887913403,0.056090021793064306
329,3331,768.5211366515778,3421.618905643554,677.9022310080226,768.5211366515787,367,133879.391044568,36626563.6614732,4241,323.6622367292574,43.39342385402546,0.0,401.4654760682963,0.18797670111708617,64,7.056989880841192,0.06488389543929064
330,3328,814.6987242060159,3374.1775875544354,768.5211366515787,814.6987242060145,421,143293.54949319363,36769857.21096639,4300,372.55267728050376,43.83118494669039,2.0,396.31486197882117,0.2199593154444446,65,7.597157266796726,0.08543085120522662
331,3358,830.8763117604503,3374.1775875544354,814.6987242060145,830.8763117604522,480,147118.54016647371,36916975.75113287,4288,421.83067932688647,22.151901212426655,5.0,381.89373122113756,0.24407897888713562,66,8.673999677173207,0.11210305394088838
332,3088,810.013706961096,3067.1373952006456,830.8763117604522,810.0137069610972,472,137214.78138957263,37054190.53252244,4045,402.1655865928061,17.217841589928014,0.0,390.63027877836277,0.2554888034299176,67,9.48110532141086,0.12871616298654148
333,3071,806.1511021617412,3067.1373952006456,810.0137069610972,806.1511021617424,440,139231.00820410476,37193421.54072654,3819,396.60669011449505,1.8221600809323282,0.0,407.7222519663152,0.27272439155474293,68,8.060603523820054,0.12136835577042686
334,2625,680.8603021709314,2499.7092000091907,806.1511021617424,680.8603021709347,583,121802.09342686085,37315223.6341534,3513,267.2779020718698,0.0,0.0,413.5824000990644,0.28497894127675666,69,8.195335712488074,0.13918739963803564
335,2678,502.569502180123,2499.7092000091907,680.8603021709347,502.56950218012713,250,117458.9161939495,37432682.55034735,3121,84.1022422738458,0.0,2.35463872601769,416.1126211802635,0.25487850822955005,70,10.165066059747494,0.11534411626437131
336,1965,435.13326900879247,1897.5637668286652,502.56950218012713,435.1332690087922,150,99638.7251089639,37532321.27545632,2302,0.0,0.0,3.225307162879357,431.9079618459129,0.256504653404188,71,10.672955537882753,0.03753586209225928
337,1886,446.69703583745695,1897.5637668286652,435.1332690087922,446.6970358374593,98,95035.16562234113,37627356.441078655,2170,13.894647865396477,0.0,0.0,432.8023879720627,0.23186274702386497,72,10.710589331207652,0.001870868048767574
338,1203,424.1641792886121,1180.467143451152,446.6970358374593,424.16417928861017,118,76220.8486294045,37703577.28970806,1496,0.0,0.0,0.0,424.16417928861017,0.25671865921171,73,12.509964862009214,0.008535824751300852
339,1185,419.63132273976294,1180.467143451152,424.16417928861017,419.63132273976044,47,72966.91380922818,37776544.20351729,1356,0.0,0.0,0.0,419.63132273976044,0.2809879892029158,74,16.31157212775582,0.0
340,608,430.1861708776096,618.5548481378488,419.63132273976044,430.18617087760947,61,56520.66216123369,37833064.86567852,792,0.0,0.0,0.0,430.18617087760947,0.33972168951161996,75,19.693849671905483,0.0
341,612,436.74101901545873,618.5548481378488,430.18617087760947,436.74101901545714,30,55841.13373940098,37888905.99941792,711,0.0,0.0,0.0,436.74101901545714,0.4098606853663653,76,26.16740606841481,0.0
342,328,440.14989782516534,331.4088788097068,436.74101901545714,440.14989782516426,32,48244.82144937632,37937150.8208673,422,0.0,0.0,0.0,440.14989782516426,0.49379144206863157,77,32.5400016320037,0.0
343,339,432.5587766348725,331.4088788097068,440.14989782516426,432.55877663487166,6,47749.815732025,37984900.636599325,407,0.0,0.0,0.0,432.55877663487166,0.6461072590685515,78,43.19272046106597,0.0
344,295,436.4674830177818,298.9087063829103,432.55877663487166,436.46748301778126,22,47299.312468972625,38032199.9490683,382,0.0,0.0,0.0,436.46748301778126,0.8503323224906053,79,48.19011379321828,0.0
345,299,436.3761894006914,298.9087063829103,436.46748301778126,436.37618940069143,181,51273.01014373283,38083472.959212035,528,0.0,0.0,0.0,436.37618940069143,0.8082054606655895,80,56.48197406082686,0.0
346,802,446.31681064691725,811.9406212462277,436.37618940069143,446.31681064691793,275,68778.19093989661,38152251.15015193,1130,3.688711608954363,0.0,0.0,442.62809903796347,0.6941535756564323,81,64.74344552326885,0.0
347,830,428.2574318931438,811.9406212462277,446.31681064691793,428.2574318931436,176,67807.30743181716,38220058.45758375,1026,1.4968090023640026,0.0,0.0,426.7606228907796,0.5764339992825541,82,82.38837586397297,0.00297235928099393
348,1825,477.53024922078066,1874.2728173276355,428.2574318931436,477.53024922077907,257,101226.44291932296,38321284.90050307,2097,61.79053589718399,0.0,0.0,415.73971332359463,0.4377415430056157,83,70.1889889472741,0.00030053866365538384
349,1898,453.80306654841434,1874.2728173276355,477.53024922077907,453.80306654841326,593,113069.0046456399,38434353.90514871,2587,16.128097280172998,0.0,0.0,437.67496926824043,0.36008607983582847,84,64.17127214626142,0.018580799899409202
350,2662,465.61381661681116,2673.8107500683996,453.80306654841326,465.6138166168089,301,130610.68157703773,38564964.58672574,3064,46.23449430234323,0.0,0.0,419.37932231446587,0.33541246233703015,85,40.47715199830553,0.004834021356191567
351,2688,451.4245666852062,2673.8107500683996,465.6138166168089,451.42456668520475,222,132506.23596748582,38697470.82269323,3710,13.182183944364002,10.895222546227163,0.0,427.3471601946134,0.22967088711470565,86,31.57471823371898,0.012547545238851997
352,2999,471.51423468480425,3019.0896679996004,451.42456668520475,471.51423468480334,274,139456.3771753697,38836927.1998686,4076,8.586606953105063,35.81868028978676,0.0,427.1089474419115,0.21344644720792993,87,19.68862965059294,0.006309981743135503
353,2975,515.6039026844037,3019.0896679996004,471.51423468480334,515.6039026844035,178,134253.3231198821,38971180.522988476,4174,37.88568117614903,53.78873402596835,0.0,423.92948748228616,0.169152056954266,88,15.827414929468704,0.013402398136691883
354,3297,709.8447176300342,3491.2408149456323,515.6039026844035,709.8447176300297,379,138816.85506753597,39109997.37805601,4717,203.98133938308803,104.9497115875831,0.0,400.9136666593584,0.1552591559819577,44,12.854340283509709,0.020325482133199235
355,3635,566.0855325756593,3491.2408149456323,709.8447176300297,566.085532575655,294,153151.337638716,39263148.715694726,4576,71.47444231201219,75.80786041607314,0.0,418.80322984757015,0.21216288101076355,45,8.783585132942138,0.0711473190417663
356,3453,538.8998439349589,3425.8143113593055,566.085532575655,538.8998439349648,248,139604.47177655876,39402753.187471285,4382,84.52001296136851,44.271112768396904,0.0,410.10871820519884,0.16516370559166899,46,6.8668840940026294,0.033352393424962684
357,3440,524.714155294269,3425.8143113593055,538.8998439349648,524.7141552942746,155,136633.25098634188,39539386.43845763,4152,43.78432448785442,35.64719114326885,0.0,445.2826396631512,0.16881885031060362,38,4.962531663859283,0.033351380451804184
358,3338,469.02432652509697,3282.310171230824,524.7141552942746,469.0243265250954,140,131129.09451502867,39670515.532972656,4014,50.41021502503398,8.674741269469406,0.0,409.9393702305917,0.1539934654209087,39,4.949163903830658,0.024443574586474125
359,3274,477.3344977559186,3282.310171230824,469.0243265250954,477.33449775591504,116,126814.83917781932,39797330.37215047,3865,44.0695354812139,30.84050346179007,0.0,402.42445881291104,0.14593629763845767,40,4.420483251948337,0.012906386228495336
360,3269,551.1299495522867,3342.7954517963713,477.33449775591504,551.1299495522868,182,128610.93093047128,39925941.303080946,3927,95.46018502161203,55.37620899203915,0.0,400.2935555386358,0.1474988336140152,41,4.469920331113512,0.01514034254336932
361,3322,571.9254013486575,3342.7954517963713,551.1299495522868,571.9254013486578,233,134669.3820552783,40060610.68513622,3992,129.43821677842337,51.78293840794458,0.28066558824733345,390.4235805740428,0.1739222387536109,42,3.625201200503763,0.03482373019995808
362,3535,743.4814732767827,3706.5560719281266,571.9254013486578,743.4814732767883,395,138176.2119086873,40198786.89704491,4403,299.16097803402516,86.77010361600247,1.0,356.55039162675894,0.15023717720644336,43,3.610248443916473,0.040484302592165115
363,3749,701.0375452049129,3706.5560719281266,743.4814732767883,701.0375452049167,321,143595.01426812477,40342381.911313035,4600,178.9479149631723,142.9194146912932,0.0,379.17021555045,0.19945228925099964,44,4.8394035290957,0.08712527613104937
364,3817,572.0043049269243,3687.9667597220046,701.0375452049167,572.0043049269175,161,147042.72455156271,40489424.6358646,4608,108.51903975549503,58.95649348884557,0.0,404.5287716825771,0.18767824635832828,45,6.274240243161989,0.0689405322328846
365,3583,676.9710646489248,3687.9667597220046,572.0043049269175,676.9710646489186,288,143745.95370295976,40633170.58956756,4708,82.80001321287214,198.39129879243293,0.0,395.7797526436145,0.1484987373113571,46,6.60671230437253,0.026997578564819574
366,3726,507.8469362363012,3556.8758715873805,676.9710646489186,507.8469362362956,94,142181.1609550457,40775351.750522606,4542,71.34837073885146,18.686455182191335,4.0,413.81211031525265,0.2109081987408199,47,4.561967132624362,0.07434227048406322
367,3488,576.7228078236767,3556.8758715873805,507.8469362362956,576.7228078236703,161,135214.18931249448,40910565.9398351,4585,109.94679836151637,46.65227552573316,5.1234641171867565,415.00026981923406,0.14908906685673204,48,3.26872102306477,0.02391066254958113
368,3503,462.31343599220145,3388.59062816853,576.7228078236703,462.3134359921988,45,138359.84584836924,41048925.78568347,4338,6.297754342209905,16.93089646588343,16.397481654548336,422.6873035295571,0.1698517101006645,49,3.5496102095293884,0.04122764381047462
369,3250,600.9040641607298,3388.59062816853,462.3134359921988,600.9040641607269,175,131704.65495475804,41180630.44063823,4392,38.63860709095523,111.26757771374118,28.545765529129767,422.45211382690115,0.13434471049188404,50,2.5928871340068165,0.002003820045867522
370,3270,438.9362593455626,3108.0321951848355,600.9040641607269,438.9362593455644,19,134295.8870106443,41314926.32764887,4144,2.0998638163968186,10.745204121129605,0.0,426.09119140803796,0.19655630808203844,51,2.4954891271379287,0.05885744283969272
371,3052,494.9684545304003,3108.0321951848355,438.9362593455644,494.9684545304013,83,125999.53452482942,41440925.8621737,4419,0.76714872717018,86.08493680083203,0.0,408.116369002399,0.128818612810368,52,3.42131558968306,0.00040548099884275677
372,3033,469.1462230079096,3007.177768477511,494.9684545304013,469.1462230079127,55,123386.59309194544,41564312.45526564,4234,18.186436536119903,30.215063294917442,0.0,420.7447231768751,0.1673660136047438,53,3.6009174555066084,0.032323987362762374
