time_step,met,lp_capacity_unmet,avail_unmet,battery_unmet
0,17,0.0,0.0,0.0
1,6,0.0,0.0,0.0
2,10,0.0,0.0,0.0
3,8,0.0,0.0,0.0
4,5,0.0,0.0,0.0
5,2,0.0,0.0,0.0
6,2,0.0,0.0,0.0
7,3,0.0,0.0,0.0
8,3,0.0,0.0,0.0
9,2,0.0,0.0,0.0
10,11,0.0,0.0,0.0
11,18,0.0,0.0,0.0
12,27,0.0,0.0,0.0
13,40,0.0,0.0,0.0
14,35,0.0,0.0,0.0
15,25,0.0,0.0,0.0
16,26,0.0,0.0,0.0
17,20,0.0,0.0,0.0
18,30,0.0,0.0,0.0
19,29,0.0,0.0,0.0
20,32,0.0,0.0,0.0
21,65,0.0,0.0,0.0
22,35,10.0,0.0,1.0
23,46,0.0,0.0,0.0
24,37,0.0,0.0,0.0
25,33,0.0,0.0,0.0
26,38,0.0,0.0,0.0
27,31,0.0,0.0,0.0
28,28,0.0,0.0,0.0
29,36,0.0,0.0,0.0
30,32,0.0,0.0,0.0
31,26,0.0,0.0,0.0
32,29,0.0,0.0,0.0
33,42,0.0,0.0,0.0
34,29,0.0,0.0,0.0
35,21,0.0,0.0,0.0
36,23,0.0,0.0,0.0
37,25,0.0,0.0,0.0
38,32,0.0,0.0,0.0
39,28,0.0,0.0,0.0
40,28,0.0,0.0,0.0
41,29,0.0,0.0,0.0
42,39,0.0,0.0,0.0
43,29,0.0,0.0,0.0
44,38,0.0,0.0,0.0
45,22,5.0,0.0,0.0
46,20,3.0,0.0,0.0
47,13,0.0,0.0,0.0
48,17,0.0,0.0,0.0
49,15,0.0,0.0,0.0
50,9,2.0,0.0,0.0
51,15,1.0,0.0,0.0
52,2,0.0,0.0,0.0
53,7,0.0,0.0,0.0
54,1,0.0,0.0,0.0
55,1,0.0,0.0,0.0
56,1,0.0,0.0,0.0
57,6,0.0,0.0,0.0
58,8,0.0,0.0,0.0
59,19,0.0,0.0,0.0
60,28,3.0,0.0,0.0
61,39,5.0,0.0,0.0
62,38,0.0,0.0,1.0
63,23,0.0,0.0,0.0
64,36,0.0,0.0,0.0
65,25,0.0,0.0,0.0
66,33,0.0,0.0,0.0
67,34,0.0,0.0,0.0
68,28,0.0,0.0,1.0
69,25,0.0,0.0,0.0
70,25,0.0,0.0,0.0
71,30,0.0,0.0,0.0
72,27,0.0,0.0,0.0
73,24,0.0,0.0,0.0
74,40,0.0,0.0,0.0
75,40,0.0,0.0,1.0
76,42,0.0,0.0,0.0
77,27,0.0,0.0,1.0
78,30,0.0,0.0,0.0
79,24,0.0,0.0,1.0
80,29,2.0,0.0,3.0
81,33,10.0,0.0,1.0
82,30,18.0,0.0,1.0
83,36,4.0,0.0,1.0
84,30,0.0,0.0,0.0
85,35,0.0,0.0,0.0
86,18,0.0,0.0,0.0
87,27,0.0,0.0,0.0
88,21,3.0,0.0,0.0
89,24,2.0,0.0,0.0
90,20,7.0,0.0,0.0
91,22,6.0,0.0,0.0
92,25,1.0,0.0,0.0
93,19,2.0,0.0,0.0
94,24,1.0,0.0,0.0
95,10,0.0,0.0,0.0
96,13,2.0,0.0,0.0
97,17,0.0,0.0,0.0
98,6,0.0,0.0,0.0
99,4,0.0,0.0,0.0
100,7,0.0,0.0,0.0
101,2,1.0,0.0,0.0
102,6,0.0,0.0,0.0
103,2,1.0,0.0,0.0
104,3,0.0,0.0,1.0
105,5,0.0,0.0,0.0
106,13,0.0,0.0,0.0
107,17,7.0,0.0,0.0
108,32,6.0,0.0,0.0
109,33,3.0,0.0,0.0
110,33,0.0,0.0,2.0
111,21,0.0,0.0,1.0
112,25,0.0,0.0,0.0
113,23,0.0,0.0,1.0
114,24,0.0,0.0,1.0
115,33,0.0,0.0,0.0
116,37,0.0,0.0,0.0
117,26,0.0,0.0,0.0
118,27,0.0,0.0,0.0
119,42,0.0,0.0,0.0
120,34,0.0,0.0,0.0
121,39,0.0,0.0,0.0
122,39,0.0,0.0,0.0
123,38,0.0,0.0,0.0
124,35,0.0,0.0,0.0
125,35,0.0,0.0,0.0
126,32,0.0,0.0,0.0
127,32,0.0,0.0,0.0
128,34,0.0,0.0,0.0
129,30,0.0,0.0,0.0
130,36,0.0,0.0,0.0
131,36,0.0,0.0,0.0
132,35,0.0,0.0,0.0
133,17,0.0,0.0,0.0
134,26,0.0,0.0,0.0
135,20,0.0,0.0,0.0
136,33,0.0,0.0,0.0
137,34,0.0,0.0,0.0
138,23,0.0,0.0,0.0
139,21,0.0,0.0,0.0
140,22,0.0,0.0,0.0
141,35,2.0,0.0,0.0
142,27,0.0,0.0,0.0
143,14,0.0,0.0,0.0
144,21,3.0,0.0,0.0
145,19,1.0,0.0,0.0
146,19,1.0,0.0,0.0
147,16,1.0,0.0,0.0
148,12,0.0,0.0,0.0
149,1,0.0,0.0,0.0
150,4,0.0,0.0,0.0
151,5,1.0,0.0,0.0
152,2,0.0,0.0,0.0
153,4,0.0,0.0,0.0
154,15,2.0,0.0,0.0
155,21,3.0,0.0,0.0
156,45,4.0,0.0,0.0
157,36,0.0,0.0,0.0
158,25,0.0,0.0,0.0
159,28,0.0,0.0,0.0
160,12,0.0,0.0,0.0
161,24,0.0,0.0,0.0
162,21,0.0,0.0,0.0
163,25,0.0,0.0,0.0
164,26,0.0,0.0,0.0
165,17,0.0,0.0,0.0
166,33,0.0,0.0,0.0
167,24,0.0,0.0,0.0
168,29,0.0,0.0,0.0
169,26,0.0,0.0,0.0
170,29,0.0,0.0,0.0
171,29,0.0,0.0,0.0
172,30,0.0,0.0,0.0
173,31,0.0,0.0,0.0
174,20,0.0,0.0,0.0
175,32,0.0,0.0,0.0
176,27,0.0,0.0,0.0
177,22,0.0,0.0,0.0
178,28,0.0,0.0,0.0
179,25,0.0,0.0,0.0
180,17,1.0,0.0,0.0
181,16,2.0,0.0,0.0
