time_step,low_battery_ratio,low_battery_count,mean_battery_pct,n_charging,charging_utilization,energy_consumed_pct_this_bin
0,9.523809523809524e-05,2,94.2518293762971,0,0.0,116219.37633952744
1,0.0005714285714285715,12,91.32444419914087,799,0.038047619047619045,129037.55171156734
2,0.0007142857142857143,15,92.63637985324233,1676,0.07980952380952382,79849.8598736085
3,0.0016190476190476191,34,92.95636880765369,1409,0.0670952380952381,80123.47177209413
4,0.001380952380952381,29,94.63524527589247,1564,0.07447619047619047,47633.7973316329
5,0.0020952380952380953,44,95.33701101033589,1245,0.05928571428571429,44855.400752451045
6,0.0008095238095238096,17,96.42166148752194,970,0.04619047619047619,27814.53483052894
7,0.0014285714285714286,30,96.77026436597255,780,0.037142857142857144,27396.997077311746
8,0.002142857142857143,45,96.85660106074619,677,0.03223809523809524,26736.05090346894
9,0.002476190476190476,52,96.89709469106629,684,0.03257142857142857,27011.58819362757
10,0.0023333333333333335,49,94.79772220374804,598,0.028476190476190478,64807.58728355222
11,0.004095238095238095,86,93.86312867424044,1148,0.05466666666666667,71308.5910831445
12,0.008952380952380953,188,89.49364871177114,1181,0.05623809523809524,123878.7030867605
13,0.020428571428571428,429,84.24724963184673,1611,0.07671428571428572,135209.82511160767
14,0.04114285714285714,864,77.82377948510722,1919,0.09138095238095238,158454.81305950537
15,0.06152380952380952,1292,71.66508533973096,1813,0.08633333333333333,160209.21454278252
16,0.08957142857142857,1881,64.6771452848311,2100,0.1,177371.53000801353
17,0.15171428571428572,3186,57.24698569543403,2175,0.10357142857142858,173551.50513722125
18,0.20452380952380952,4295,47.31987640266818,2066,0.09838095238095237,188699.18376452
19,0.2865238095238095,6017,38.05207360705219,2746,0.13076190476190477,213595.5439399943
20,0.3732857142857143,7839,30.671257822672892,3537,0.16842857142857143,191739.72295348643
21,0.4748095238095238,9971,24.196331164504954,4378,0.20847619047619048,168318.05241078633
22,0.5439047619047619,11422,19.336160746906465,5402,0.25723809523809527,153467.3346078111
23,0.5297142857142857,11124,19.319245383740338,7232,0.3443809523809524,147989.44247964662
24,0.5492380952380952,11534,18.938076788438135,6926,0.32980952380952383,156093.76906284608
25,0.5456190476190477,11458,19.442675211610645,7215,0.3435714285714286,145816.36135549203
26,0.5607142857142857,11775,19.299745216226018,7175,0.3416666666666667,161214.07286301945
27,0.5291428571428571,11112,19.9502691510368,7315,0.34833333333333333,153061.9705228462
28,0.5100476190476191,10711,21.281089125519763,7917,0.377,155989.03160023605
29,0.5113809523809524,10739,21.22897286952556,7274,0.3463809523809524,172513.38382332318
30,0.4633333333333333,9730,21.92379379722446,7716,0.36742857142857144,166970.4042425898
31,0.489952380952381,10289,21.278400463779402,7153,0.3406190476190476,179610.15627639115
32,0.49338095238095236,10361,21.890942237586575,7361,0.3505238095238095,166724.9015293614
33,0.44957142857142857,9441,22.319015457464435,7515,0.3578571428571429,176806.91490424378
34,0.44747619047619047,9397,22.79703821195593,7678,0.3656190476190476,178383.00137019015
35,0.44661904761904764,9379,21.997700534050345,6628,0.31561904761904763,182330.6738663516
36,0.45695238095238094,9596,22.381172323730365,6883,0.32776190476190475,160766.0237357763
37,0.4744761904761905,9964,22.743038900500856,7714,0.36733333333333335,181614.33941697315
