time_step,start,end,vehicle,distance
18,882,965,V102,3.616965677313317
20,885,931,V29,3.0617002345235647
20,885,931,V123,3.0617002345235647
20,885,931,V258,3.0617002345235647
24,917,834,V24,3.617203703030827
24,917,834,V26,3.617203703030827
24,917,834,V32,3.617203703030827
24,917,834,V33,3.617203703030827
24,917,834,V34,3.617203703030827
24,917,834,V35,3.617203703030827
24,917,834,V52,3.617203703030827
24,917,834,V67,3.617203703030827
24,885,882,V27,2.852794790784161
24,885,882,V54,2.852794790784161
24,965,882,V29,3.616965677313317
24,965,882,V82,3.616965677313317
26,917,834,V70,3.617203703030827
26,1013,885,V467,3.46869779664105
28,965,882,V28,3.616965677313317
28,965,882,V54,3.616965677313317
28,1013,882,V59,3.839767699909249
28,1013,882,V116,3.839767699909249
28,917,834,V72,3.617203703030827
28,917,834,V73,3.617203703030827
28,917,834,V74,3.617203703030827
28,917,834,V75,3.617203703030827
30,917,834,V23,3.617203703030827
30,917,834,V76,3.617203703030827
30,917,834,V77,3.617203703030827
30,917,834,V78,3.617203703030827
30,917,834,V79,3.617203703030827
30,917,834,V80,3.617203703030827
30,882,885,V33,2.852794790784161
30,882,885,V57,2.852794790784161
30,882,885,V75,2.852794790784161
30,882,965,V124,3.616965677313317
30,882,965,V206,3.616965677313317
30,1013,931,V478,4.405443882921528
32,917,834,V109,3.617203703030827
32,917,834,V110,3.617203703030827
32,965,882,V82,3.616965677313317
32,1013,882,V324,3.839767699909249
34,783,659,V29,5.809594285895007
34,783,659,V33,5.809594285895007
34,783,659,V45,5.809594285895007
34,783,659,V46,5.809594285895007
34,783,659,V47,5.809594285895007
34,783,659,V60,5.809594285895007
34,917,834,V119,3.617203703030827
36,885,931,V51,3.0617002345235647
38,885,931,V24,3.0617002345235647
38,885,1013,V36,3.46869779664105
40,917,834,V43,3.617203703030827
40,917,834,V189,3.617203703030827
42,917,834,V30,3.617203703030827
42,917,834,V45,3.617203703030827
42,917,834,V104,3.617203703030827
42,917,834,V196,3.617203703030827
42,1229,1276,V38,3.959637309104105
42,1229,1276,V44,3.959637309104105
42,1229,1276,V55,3.959637309104105
42,849,931,V64,4.4061387562478425
42,1102,1013,V39,3.616251246210677
44,917,834,V30,3.617203703030827
44,917,834,V197,3.617203703030827
44,917,834,V198,3.617203703030827
48,917,834,V201,3.617203703030827
48,917,834,V202,3.617203703030827
48,917,834,V204,3.617203703030827
50,917,834,V205,3.617203703030827
50,917,834,V221,3.617203703030827
50,917,834,V222,3.617203703030827
50,917,834,V223,3.617203703030827
50,917,834,V244,3.617203703030827
50,917,834,V246,3.617203703030827
50,917,834,V248,3.617203703030827
50,885,882,V39,2.852794790784161
52,885,882,V41,2.852794790784161
52,885,882,V50,2.852794790784161
52,885,882,V65,2.852794790784161
52,885,882,V70,2.852794790784161
52,885,882,V72,2.852794790784161
54,885,882,V107,2.852794790784161
60,885,882,V33,2.852794790784161
60,885,882,V41,2.852794790784161
60,885,882,V57,2.852794790784161
60,885,882,V119,2.852794790784161
60,885,882,V189,2.852794790784161
60,885,882,V202,2.852794790784161
60,885,882,V224,2.852794790784161
60,917,834,V249,3.617203703030827
60,917,834,V282,3.617203703030827
60,917,834,V304,3.617203703030827
62,708,834,V28,4.389831624444016
62,708,834,V158,4.389831624444016
62,708,834,V159,4.389831624444016
62,708,834,V160,4.389831624444016
62,708,834,V182,4.389831624444016
62,708,834,V185,4.389831624444016
62,708,834,V199,4.389831624444016
62,783,659,V21,5.809594285895007
62,783,659,V23,5.809594285895007
62,783,659,V25,5.809594285895007
62,783,659,V26,5.809594285895007
62,783,659,V27,5.809594285895007
62,708,535,V201,4.548441137468074
62,708,535,V205,4.548441137468074
62,708,535,V241,4.548441137468074
62,708,535,V242,4.548441137468074
62,882,965,V244,3.616965677313317
62,1091,965,V42,4.388654712140797
62,1091,965,V46,4.388654712140797
62,1013,931,V120,4.405443882921528
62,1013,931,V149,4.405443882921528
64,708,834,V249,4.389831624444016
64,708,834,V328,4.389831624444016
64,708,834,V421,4.389831624444016
64,708,834,V452,4.389831624444016
64,708,834,V467,4.389831624444016
64,708,834,V546,4.389831624444016
64,882,885,V120,2.852794790784161
64,1013,885,V44,3.46869779664105
64,1013,885,V198,3.46869779664105
64,1013,885,V224,3.46869779664105
64,1013,885,V269,3.46869779664105
64,783,659,V21,5.809594285895007
64,783,659,V23,5.809594285895007
64,783,659,V24,5.809594285895007
64,783,659,V25,5.809594285895007
64,708,535,V547,4.548441137468074
64,708,535,V551,4.548441137468074
64,359,535,V145,5.855067293961566
