vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,dwell_min,demand_source,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
700,21000,1.0,7.0,5.0,full_dynspeed,1,1,True,1.5,1.0,30,2207325,1392,11575069.000000002,11526861,32584804.642857086,0.2613109442142891,0.995835186814005,503915976.8315255
