vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
40,1200,1.0,7.0,4,1,7627,1392,32412.0,32403,20038.0,0.6178943956064911,0.9997223250647909,9734750.640376218
