time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service
0,968,5491.523809523805,6459.523809523805,0.0,5491.523809523807,0,45307.69906832548,45307.69906832548,968
1,844,11107.04761904762,6459.523809523805,5491.523809523807,11107.047619047611,0,39364.10297616575,84671.80204449123,1111
2,903,14370.47619047618,4166.428571428578,11107.047619047611,14370.476190476187,0,39247.304681764275,123919.1067262555,1094
3,775,17761.904761904734,4166.428571428578,14370.476190476187,17761.90476190474,0,36086.00798081967,160005.11470707518,1072
4,715,19308.11904761883,2261.214285714292,17761.90476190474,19308.11904761904,0,30869.09496457915,190874.20967165433,991
5,864,20705.33333333313,2261.214285714292,19308.11904761904,20705.3333333333,0,42531.872036840214,233406.08170849454,959
6,726,21233.809523809323,1254.47619047619,20705.3333333333,21233.80952380951,0,28140.61815988327,261546.69986837782,948
7,842,21646.285714285532,1254.47619047619,21233.80952380951,21646.28571428571,0,32225.40523282045,293772.10510119825,901
8,612,22171.666666666468,1137.3809523809502,21646.28571428571,22171.666666666635,0,25905.102413107423,319677.20751430566,877
9,733,22576.047619047393,1137.3809523809502,22171.666666666635,22576.047619047622,0,30580.720345270616,350257.9278595763,766
10,739,24733.404761904676,2896.3571428571463,22576.047619047622,24733.404761904763,0,31673.263021180544,381931.1908807568,831
11,805,26824.761904761817,2896.3571428571463,24733.404761904763,26824.761904761886,0,40108.810353114524,422040.0012338713,849
12,897,32043.452380952287,6115.690476190475,26824.761904761886,32043.45238095234,0,34902.95394309954,456942.95517697086,917
13,766,37393.14285714277,6115.690476190475,32043.45238095234,37393.142857142826,0,32198.498609379996,489141.45378635084,904
14,805,44552.14285714272,7963.999999999989,37393.142857142826,44552.1428571429,0,41576.85184812644,530718.3056344773,894
15,608,51908.14285714279,7963.999999999989,44552.1428571429,51908.14285714278,0,26031.15510448344,556749.4607389608,906
16,510,60417.30952380925,9019.166666666664,51908.14285714278,60417.3095238096,0,24115.790178587555,580865.2509175483,888
17,531,68905.47619047627,9019.166666666664,60417.3095238096,68905.47619047604,0,26152.307060347248,607017.5579778956,874
18,600,79153.26190476197,10847.785714285717,68905.47619047604,79153.26190476194,0,24930.079726554217,631947.6377044498,798
19,590,89411.04761904787,10847.785714285717,79153.26190476194,89411.04761904788,0,24610.180560882938,656557.8182653327,680
20,604,99786.11904761933,10979.071428571422,89411.04761904788,99786.11904761883,0,26693.395579110747,683251.2138444434,800
21,554,110211.19047619028,10979.071428571422,99786.11904761883,110211.19047619049,0,25855.33449644079,709106.5483408843,636
22,590,120245.66666666698,10624.476190476189,110211.19047619049,120245.66666666663,0,26311.28292769692,735417.8312685812,653
23,586,130284.14285714312,10624.476190476189,120245.66666666663,130284.14285714283,0,27098.976290710907,762516.8075592921,635
24,528,140531.04761904772,10774.904761904767,130284.14285714283,140531.04761904757,0,24250.614463202288,786767.4220224944,637
25,479,150826.95238095237,10774.904761904767,140531.04761904757,150826.95238095263,0,21369.523556104446,808136.9455785988,605
26,475,162144.09523809547,11792.142857142855,150826.95238095263,162144.09523809506,0,21205.115259823266,829342.060838422,568
27,591,173345.2380952379,11792.142857142855,162144.09523809506,173345.238095238,0,26906.22682598865,856248.2876644107,688
28,460,184426.5476190477,11541.30952380952,173345.238095238,184426.54761904778,0,20450.588038856327,876698.8757032669,577
29,508,195459.85714285748,11541.30952380952,184426.54761904778,195459.85714285736,0,23962.49406660395,900661.3697698709,684
30,474,206191.7380952385,11205.880952380967,195459.85714285736,206191.73809523837,0,22734.213905133118,923395.583675004,641
31,443,216954.61904761952,11205.880952380967,206191.73809523837,216954.61904761882,0,20606.112849054,944001.696524058,643
32,516,226983.8095238088,10545.190476190486,216954.61904761882,226983.80952380935,0,26342.877001709374,970344.5735257674,618
33,394,237134.99999999933,10545.190476190486,226983.80952380935,237134.99999999997,0,21533.285089504316,991877.8586152717,562
34,516,246261.7142857146,9642.714285714286,237134.99999999997,246261.71428571438,0,23455.703758948566,1015333.5623742203,662
35,367,255537.42857142902,9642.714285714286,246261.71428571438,255537.42857142858,0,17124.029983085056,1032457.5923573053,533
36,574,264518.19047619106,9554.761904761903,255537.42857142858,264518.19047618995,0,25378.327089709957,1057835.9194470153,663
37,539,273533.95238095184,9554.761904761903,264518.19047618995,273533.9523809522,0,22267.098919780154,1080103.0183667955,595
38,572,283702.47619047604,10740.523809523826,273533.9523809522,283702.47619047627,0,22712.858526371827,1102815.8768931674,760
39,306,294137.0000000001,10740.523809523826,283702.47619047627,294137.0000000006,0,16843.379063136985,1119659.2559563043,363
40,637,304813.7619047622,11313.761904761905,294137.0000000006,304813.76190476166,0,25588.758155050025,1145248.0141113542,682
41,522,315605.52380952326,11313.761904761905,304813.76190476166,315605.5238095241,0,26533.01404722836,1171781.0281585825,642
42,259,326491.21428571414,11144.690476190484,315605.5238095241,326491.21428571414,0,15263.803686531848,1187044.8318451145,444
43,515,337120.9047619042,11144.690476190484,326491.21428571414,337120.9047619047,0,27977.394339661194,1215022.2261847756,542
44,527,346800.9047619047,10207.000000000002,337120.9047619047,346800.90476190567,0,24210.911652645358,1239233.137837421,572
45,412,356595.90476190567,10207.000000000002,346800.90476190567,356595.9047619039,0,19589.40313109204,1258822.5409685129,528
46,489,364754.85714285634,8647.95238095239,356595.9047619039,364754.85714285774,0,27100.30016599788,1285922.8411345107,617
47,563,372839.80952381017,8647.95238095239,364754.85714285774,372839.80952380924,0,24613.984337835456,1310536.825472346,640
48,435,378864.3333333327,6459.523809523805,372839.80952380924,378864.3333333334,0,23223.175406160455,1333760.0008785066,448
49,497,384826.8571428568,6459.523809523805,378864.3333333334,384826.8571428581,0,20050.373933190585,1353810.374811697,551
50,487,388506.28571428685,4166.428571428578,384826.8571428581,388506.285714286,0,26604.01433138017,1380414.3891430772,585
51,472,392200.7142857147,4166.428571428578,388506.285714286,392200.71428571455,0,27178.91442650646,1407593.3035695837,537
52,577,393884.9285714288,2261.214285714292,392200.71428571455,393884.928571429,0,26991.383074806992,1434584.6866443907,639
53,467,395679.14285714325,2261.214285714292,393884.928571429,395679.14285714313,0,21080.165762829543,1455664.8524072203,608
54,373,396560.61904761894,1254.47619047619,395679.14285714313,396560.6190476191,0,21624.25326500158,1477289.1056722219,400
55,684,397131.0952380949,1254.47619047619,396560.6190476191,397131.09523809503,0,24251.978243649613,1501541.0839158716,780
56,441,397827.4761904758,1137.3809523809502,397131.09523809503,397827.47619047726,0,23055.589288376606,1524596.673204248,524
57,376,398588.85714285803,1137.3809523809502,397827.47619047726,398588.8571428569,0,20244.187588079032,1544840.8607923272,419
58,545,400940.2142857138,2896.3571428571463,398588.8571428569,400940.21428571444,0,29468.46321079934,1574309.3240031265,570
59,418,403418.5714285713,2896.3571428571463,400940.21428571444,403418.57142857125,0,21691.78989165168,1596001.113894778,418
60,352,409182.26190476166,6115.690476190475,403418.57142857125,409182.2619047611,0,19708.349424320797,1615709.4633190988,372
61,667,414630.9523809515,6115.690476190475,409182.2619047611,414630.95238095237,0,33805.63782510723,1649515.101144206,740
62,466,422128.952380952,7963.999999999989,414630.95238095237,422128.95238095225,0,23215.043420497725,1672730.1445647038,480
63,485,429607.9523809519,7963.999999999989,422128.95238095225,429607.9523809519,0,22625.67842774649,1695355.8229924503,690
64,497,438130.1190476188,9019.166666666664,429607.9523809519,438130.11904761917,0,23836.729986478484,1719192.552978929,672
65,480,446669.2857142861,9019.166666666664,438130.11904761917,446669.2857142853,0,22935.4335583147,1742127.9865372437,626
66,531,456986.0714285717,10847.785714285717,446669.2857142853,456986.0714285719,0,22866.565342235903,1764994.5518794795,658
67,502,467331.8571428583,10847.785714285717,456986.0714285719,467331.85714285646,0,24309.640056712415,1789304.1919361919,618
68,563,477747.9285714281,10979.071428571422,467331.85714285646,477747.9285714288,0,19721.467956965585,1809025.6598931574,627
69,440,488287.00000000047,10979.071428571422,477747.9285714288,488286.9999999996,0,20830.22349043677,1829855.8833835942,455
70,497,498414.47619047615,10624.476190476189,488286.9999999996,498414.4761904755,0,26097.640718636132,1855953.5241022303,568
71,617,508421.9523809521,10624.476190476189,498414.4761904755,508421.95238095254,0,24525.471972506286,1880478.9960747366,641
72,475,518721.8571428568,10774.904761904767,508421.95238095254,518721.85714285687,0,19576.672643857517,1900055.6687185941,592
73,419,529077.7619047619,10774.904761904767,518721.85714285687,529077.7619047607,0,23972.18076954422,1924027.8494881385,489
74,668,540201.9047619043,11792.142857142855,529077.7619047607,540201.9047619042,0,23535.381759098018,1947563.2312472365,703
75,609,551385.0476190477,11792.142857142855,540201.9047619042,551385.0476190476,0,23065.19141818561,1970628.422665422,648
76,482,562444.3571428573,11541.30952380952,551385.0476190476,562444.3571428589,0,22473.58587848175,1993102.008543904,625
77,502,573483.6666666686,11541.30952380952,562444.3571428589,573483.6666666662,0,25062.736432690195,2018164.744976594,672
78,558,584131.5476190471,11205.880952380967,573483.6666666662,584131.5476190478,0,20615.013358261713,2038779.7583348558,698
79,240,595097.4285714288,11205.880952380967,584131.5476190478,595097.4285714289,0,13447.496976491628,2052227.2553113473,434
80,544,605098.6190476206,10545.190476190486,595097.4285714289,605098.6190476188,0,28023.43956444583,2080250.694875793,642
81,361,615282.8095238105,10545.190476190486,605098.6190476188,615282.8095238098,0,23718.42913713858,2103969.1240129317,564
82,507,624418.5238095223,9642.714285714286,615282.8095238098,624418.5238095233,0,21924.556347848305,2125893.68036078,765
83,411,633650.2380952358,9642.714285714286,624418.5238095233,633650.2380952383,0,19869.342199500607,2145763.0225602807,607
84,360,642845.0000000009,9554.761904761903,633650.2380952383,642845.0000000002,0,16902.216850235243,2162665.239410516,617
85,604,651795.7619047628,9554.761904761903,642845.0000000002,651795.7619047638,0,28502.630194549845,2191167.869605066,765
86,413,662123.2857142882,10740.523809523826,651795.7619047638,662123.2857142866,0,19270.773644008113,2210438.643249074,580
87,292,672571.8095238111,10740.523809523826,662123.2857142866,672571.8095238096,0,18094.293203477515,2228532.9364525517,378
88,645,683240.5714285711,11313.761904761905,672571.8095238096,683240.5714285708,0,30020.853855946567,2258553.7903084983,693
89,422,694132.3333333323,11313.761904761905,683240.5714285708,694132.3333333335,0,19458.16336442082,2278011.953672919,474
90,432,704845.0238095248,11144.690476190484,694132.3333333335,704845.0238095246,0,19382.55831407138,2297394.5119869905,457
91,596,715393.714285716,11144.690476190484,704845.0238095246,715393.7142857128,0,27601.955089374384,2324996.467076365,745
92,480,725120.7142857119,10207.000000000002,715393.7142857128,725120.7142857148,0,25083.862627571918,2350080.329703937,501
93,489,734838.7142857139,10207.000000000002,725120.7142857148,734838.7142857155,0,22782.924904212407,2372863.254608149,618
94,504,742982.6666666663,8647.95238095239,734838.7142857155,742982.6666666657,0,25962.777400855193,2398826.032009004,517
95,575,751055.6190476165,8647.95238095239,742982.6666666657,751055.6190476185,0,27466.057951310075,2426292.0899603143,673
96,390,757125.1428571437,6459.523809523805,751055.6190476185,757125.1428571447,0,21960.148987858694,2448252.238948173,441
97,339,763245.6666666699,6459.523809523805,757125.1428571447,763245.6666666666,0,19783.2765778099,2468035.5155259827,386
98,561,766851.095238095,4166.428571428578,763245.6666666666,766851.0952380954,0,26252.65261812554,2494288.1681441083,648
99,455,770562.5238095238,4166.428571428578,766851.0952380954,770562.5238095245,0,23672.208993633947,2517960.377137742,456
100,526,772297.7380952376,2261.214285714292,770562.5238095245,772297.738095239,0,24716.092569287375,2542676.4697070294,593
101,626,773932.9523809522,2261.214285714292,772297.738095239,773932.9523809531,0,29474.68343929374,2572151.1531463233,745
102,458,774729.4285714283,1254.47619047619,773932.9523809531,774729.4285714277,0,22015.356038963004,2594166.5091852862,531
103,451,775532.9047619029,1254.47619047619,774729.4285714277,775532.9047619039,0,25108.05093223739,2619274.5601175237,517
104,510,776160.2857142828,1137.3809523809502,775532.9047619039,776160.2857142851,0,26651.227336496744,2645925.78745402,510
105,516,776781.666666664,1137.3809523809502,776160.2857142851,776781.666666667,0,22718.769232815335,2668644.5566868354,516
106,543,779135.0238095224,2896.3571428571463,776781.666666667,779135.0238095234,0,26802.65944705984,2695447.2161338953,713
107,382,781649.3809523789,2896.3571428571463,779135.0238095234,781649.3809523797,0,21355.04831466909,2716802.2644485645,382
108,334,787431.0714285721,6115.690476190475,781649.3809523797,787431.0714285705,0,22469.46882216097,2739271.7332707252,351
109,588,792958.7619047629,6115.690476190475,787431.0714285705,792958.7619047611,0,31034.9941255362,2770306.7273962614,588
110,387,800535.7619047615,7963.999999999989,792958.7619047611,800535.7619047636,0,22916.38443017575,2793223.111826437,415
111,537,807962.7619047641,7963.999999999989,800535.7619047636,807962.7619047615,0,25788.70583547158,2819011.8176619085,722
112,471,816510.928571427,9019.166666666664,807962.7619047615,816510.9285714289,0,27672.984832249018,2846684.8024941576,644
113,293,825237.0952380943,9019.166666666664,816510.9285714289,825237.0952380957,0,15254.204213722142,2861939.0067078797,618
114,274,835810.8809523821,10847.785714285717,825237.0952380957,835810.8809523805,0,14583.306000165741,2876522.3127080454,504
115,511,846147.6666666669,10847.785714285717,835810.8809523805,846147.6666666673,0,26463.761009767168,2902986.0737178125,518
116,339,856787.7380952378,10979.071428571422,846147.6666666673,856787.7380952388,0,22223.05770857042,2925209.131426383,561
117,496,867270.8095238092,10979.071428571422,856787.7380952388,867270.8095238107,0,26401.79114378303,2951610.9225701657,569
118,436,877459.2857142874,10624.476190476189,867270.8095238107,877459.2857142867,0,24624.205222404195,2976235.12779257,549
119,624,887459.7619047634,10624.476190476189,877459.2857142867,887459.7619047624,0,30629.47152988237,3006864.599322452,785
120,352,897882.666666668,10774.904761904767,887459.7619047624,897882.6666666669,0,18834.95266223554,3025699.551984688,552
121,425,908232.5714285725,10774.904761904767,897882.6666666669,908232.5714285712,0,23953.05129098464,3049652.6032756725,474
122,567,919457.7142857148,11792.142857142855,908232.5714285712,919457.7142857139,0,25705.36534758725,3075357.9686232596,659
123,399,930850.8571428574,11792.142857142855,919457.7142857139,930850.8571428556,0,17424.44255860355,3092782.411181863,477
124,413,941979.1666666653,11541.30952380952,930850.8571428556,941979.1666666676,0,22769.676589323208,3115552.087771186,468
125,429,953091.4761904773,11541.30952380952,941979.1666666676,953091.4761904767,0,29262.444209815298,3144814.5319810016,542
126,607,963690.3571428576,11205.880952380967,953091.4761904767,963690.3571428582,0,20350.119359423064,3165164.6513404245,827
127,703,974193.2380952392,11205.880952380967,963690.3571428582,974193.2380952382,0,26996.20103397708,3192160.8523744014,715
128,514,984224.4285714299,10545.190476190486,974193.2380952382,984224.428571428,0,22072.601091248234,3214233.45346565,564
129,608,994161.6190476198,10545.190476190486,984224.428571428,994161.6190476188,0,24546.070767736728,3238779.5242333864,688
130,344,1003460.3333333313,9642.714285714286,994161.6190476188,1003460.3333333333,0,15495.90220397747,3254275.426437364,617
131,416,1012687.0476190457,9642.714285714286,1003460.3333333333,1012687.0476190468,0,19750.148226549773,3274025.574663914,552
132,560,1021681.8095238094,9554.761904761903,1012687.0476190468,1021681.8095238083,0,25205.68844861786,3299231.2631125315,690
133,380,1030856.5714285709,9554.761904761903,1021681.8095238083,1030856.5714285703,0,20022.25277703446,3319253.515889566,678
134,319,1041278.0952380948,10740.523809523826,1030856.5714285703,1041278.0952380967,0,17348.1077755456,3336601.6236651116,415
135,397,1051621.6190476192,10740.523809523826,1041278.0952380967,1051621.619047617,0,20465.236212388212,3357066.8598774998,467
136,581,1062354.3809523804,11313.761904761905,1051621.619047617,1062354.380952379,0,28504.791144075545,3385571.651021575,626
137,322,1073346.1428571423,11313.761904761905,1062354.380952379,1073346.1428571432,0,19728.302091906844,3405299.953113482,786
138,427,1084063.8333333347,11144.690476190484,1073346.1428571432,1084063.8333333335,0,22821.36582740261,3428121.3189408844,512
139,515,1094693.523809525,11144.690476190484,1084063.8333333335,1094693.5238095266,0,38088.579646046725,3466209.898586931,623
140,330,1104570.5238095256,10207.000000000002,1094693.5238095266,1104570.5238095256,0,18054.57151528909,3484264.4701022203,531
141,342,1114435.5238095247,10207.000000000002,1104570.5238095256,1114435.523809525,0,25897.381750220997,3510161.851852441,456
142,377,1122706.4761904741,8647.95238095239,1114435.523809525,1122706.4761904776,0,20962.766296487367,3531124.6181489285,397
143,548,1130806.4285714268,8647.95238095239,1122706.4761904776,1130806.428571431,0,30494.391025563895,3561619.009174492,698
144,241,1138203.928571431,7638.5,1130806.428571431,1138203.9285714307,0,18009.439134589386,3579628.4483090816,375
145,562,1145280.4285714307,7638.5,1138203.9285714307,1145280.428571431,0,27160.419883030358,3606788.868192112,578
146,487,1150000.928571431,5207.5,1145280.428571431,1150000.928571431,0,22025.431126096435,3628814.2993182084,626
147,658,1154550.428571431,5207.5,1150000.928571431,1154550.4285714312,0,29893.483116946638,3658707.782435155,708
148,402,1157329.0535714312,3180.625,1154550.4285714312,1157329.053571431,0,22428.911887030932,3681136.694322186,531
149,505,1160004.678571431,3180.625,1157329.053571431,1160004.6785714307,0,24656.079695248176,3705792.774017434,553
150,291,1161522.9910714307,1809.3125,1160004.6785714307,1161522.9910714307,0,14312.423386195658,3720105.19740363,370
151,434,1162898.3035714307,1809.3125,1161522.9910714307,1162898.3035714305,0,22396.241399257586,3742501.438802887,434
152,491,1163874.3660714305,1467.0625,1162898.3035714305,1163874.3660714303,0,27838.93103442993,3770340.369837317,491
153,559,1164782.4285714303,1467.0625,1163874.3660714303,1164782.4285714307,0,29273.045289474263,3799613.415126791,593
154,597,1167210.3035714307,3024.875,1164782.4285714307,1167210.303571431,0,23022.468030841326,3822635.883157633,597
155,498,1169737.178571431,3024.875,1167210.303571431,1169737.178571431,0,25551.594080448598,3848187.4772380814,574
156,454,1173896.616071431,4613.4375,1169737.178571431,1173896.6160714303,0,29869.07761778794,3878056.554855869,498
157,304,1178206.0535714303,4613.4375,1173896.6160714303,1178206.0535714312,0,16262.45493028149,3894319.0097861504,333
158,538,1183999.6160714312,6331.5625,1178206.0535714312,1183999.6160714307,0,27710.338299689047,3922029.3480858393,538
159,564,1189767.1785714307,6331.5625,1183999.6160714307,1189767.1785714307,0,32804.546001276576,3954833.894087116,603
160,241,1198239.1785714307,8713.0,1189767.1785714307,1198239.178571431,0,15923.091609161185,3970756.985696277,242
161,630,1206322.178571431,8713.0,1198239.178571431,1206322.1785714307,0,29831.64914192745,4000588.6348382044,690
162,503,1215410.0535714307,9590.875,1206322.1785714307,1215410.0535714305,0,27438.729390128738,4028027.364228333,532
163,561,1224439.9285714305,9590.875,1215410.0535714305,1224439.9285714307,0,32152.458347374366,4060179.8225757075,663
164,463,1233916.3035714307,9939.375,1224439.9285714307,1233916.3035714305,0,22416.920551152492,4082596.74312686,739
165,379,1243476.6785714305,9939.375,1233916.3035714305,1243476.6785714303,0,21303.348746314405,4103900.091873174,439
166,398,1253288.3035714303,10209.625,1243476.6785714303,1253288.30357143,0,20391.46643898433,4124291.5583121586,404
167,439,1263058.92857143,10209.625,1253288.30357143,1263058.9285714298,0,22828.400917234507,4147119.959229393,473
168,535,1273208.1785714298,10684.25,1263058.9285714298,1273208.1785714303,0,22576.806404950297,4169696.765634343,658
169,755,1283137.4285714303,10684.25,1273208.1785714303,1283137.4285714298,0,24979.656146790487,4194676.421781134,834
170,488,1293853.2410714298,11203.8125,1283137.4285714298,1293853.2410714296,0,20834.82570098398,4215511.247482118,488
171,786,1304271.0535714296,11203.8125,1293853.2410714296,1304271.05357143,0,36053.824234734835,4251565.071716853,892
172,236,1315074.24107143,11039.1875,1304271.05357143,1315074.2410714303,0,19234.37459966076,4270799.446316514,330
173,513,1325600.4285714303,11039.1875,1315074.2410714303,1325600.42857143,0,16771.7180879196,4287571.164404434,708
174,549,1335815.05357143,10763.625,1325600.42857143,1335815.05357143,0,24738.147813027797,4312309.312217462,549
175,430,1346148.67857143,10763.625,1335815.05357143,1346148.678571429,0,20913.52667636344,4333222.838893825,439
176,447,1356339.303571429,10637.625,1346148.678571429,1356339.3035714293,0,25935.97316640422,4359158.8120602295,580
177,556,1366420.9285714293,10637.625,1356339.3035714293,1366420.9285714293,0,24728.465988221335,4383887.278048451,733
178,277,1377094.6160714293,10950.6875,1366420.9285714293,1377094.616071429,0,15683.860500378494,4399571.13854883,348
179,766,1387279.303571429,10950.6875,1377094.616071429,1387279.3035714293,0,42208.33644469309,4441779.474993522,843
180,219,1397380.4285714293,10320.125,1387279.3035714293,1397380.4285714289,0,15859.6492460533,4457639.124239575,500
181,433,1407267.5535714289,10320.125,1397380.4285714289,1407267.5535714293,0,17733.371724589066,4475372.495964164,518
182,542,1417280.4910714293,10554.9375,1407267.5535714293,1417280.4910714296,0,21277.730137664836,4496650.226101829,556
