vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,5.0,7.0,1,1,True,1.5,1.0,30,66521,1392,32412.0,30491,1569641.0,0.019055302937507654,0.9407318277181291,6320406.44414792
