time_step,start,end,vehicle,distance
32,917,834,V53,3.617203703030827
40,917,834,V44,3.617203703030827
40,917,834,V92,3.617203703030827
40,917,834,V127,3.617203703030827
44,917,834,V63,3.617203703030827
44,917,834,V67,3.617203703030827
44,917,834,V69,3.617203703030827
44,917,834,V73,3.617203703030827
44,917,834,V82,3.617203703030827
44,917,834,V128,3.617203703030827
44,917,834,V129,3.617203703030827
48,917,834,V130,3.617203703030827
48,917,834,V131,3.617203703030827
48,917,834,V132,3.617203703030827
52,917,834,V133,3.617203703030827
52,917,834,V134,3.617203703030827
52,917,834,V135,3.617203703030827
52,917,834,V136,3.617203703030827
52,917,834,V137,3.617203703030827
52,917,834,V138,3.617203703030827
60,917,834,V139,3.617203703030827
60,917,834,V140,3.617203703030827
60,917,834,V141,3.617203703030827
60,917,834,V142,3.617203703030827
64,917,834,V145,3.617203703030827
64,917,834,V146,3.617203703030827
64,917,834,V147,3.617203703030827
64,917,834,V148,3.617203703030827
64,917,834,V149,3.617203703030827
64,917,834,V150,3.617203703030827
64,917,834,V151,3.617203703030827
64,917,834,V152,3.617203703030827
64,917,834,V153,3.617203703030827
64,917,834,V154,3.617203703030827
64,917,834,V155,3.617203703030827
64,917,834,V156,3.617203703030827
68,917,834,V49,3.617203703030827
68,917,834,V121,3.617203703030827
68,917,834,V158,3.617203703030827
68,783,659,V43,5.809594285895007
68,783,659,V52,5.809594285895007
68,783,659,V53,5.809594285895007
68,885,931,V48,3.0617002345235647
68,885,931,V117,3.0617002345235647
72,917,834,V213,3.617203703030827
72,917,834,V216,3.617203703030827
72,917,834,V219,3.617203703030827
72,917,834,V283,3.617203703030827
72,917,834,V366,3.617203703030827
72,917,834,V369,3.617203703030827
72,885,931,V56,3.0617002345235647
72,885,931,V171,3.0617002345235647
72,885,931,V264,3.0617002345235647
72,885,931,V265,3.0617002345235647
72,885,931,V300,3.0617002345235647
72,783,659,V42,5.809594285895007
76,917,834,V376,3.617203703030827
76,917,834,V377,3.617203703030827
76,917,834,V378,3.617203703030827
76,917,834,V401,3.617203703030827
76,917,834,V402,3.617203703030827
76,917,834,V404,3.617203703030827
76,917,834,V405,3.617203703030827
76,917,834,V441,3.617203703030827
76,917,834,V442,3.617203703030827
76,917,834,V443,3.617203703030827
76,917,834,V484,3.617203703030827
76,917,834,V486,3.617203703030827
76,917,834,V556,3.617203703030827
76,917,834,V562,3.617203703030827
76,917,834,V924,3.617203703030827
76,965,834,V55,3.83986736177262
76,965,834,V122,3.83986736177262
76,965,834,V309,3.83986736177262
80,917,834,V53,3.617203703030827
80,965,834,V82,3.83986736177262
80,965,834,V95,3.83986736177262
80,965,834,V96,3.83986736177262
80,965,834,V376,3.83986736177262
80,965,834,V524,3.83986736177262
80,965,834,V1115,3.83986736177262
80,965,834,V1116,3.83986736177262
80,965,834,V1117,3.83986736177262
80,965,834,V1118,3.83986736177262
80,965,834,V1119,3.83986736177262
80,708,834,V55,4.389831624444016
80,708,834,V103,4.389831624444016
80,708,834,V309,4.389831624444016
80,708,834,V310,4.389831624444016
80,708,834,V316,4.389831624444016
80,708,834,V317,4.389831624444016
80,708,834,V318,4.389831624444016
80,708,834,V319,4.389831624444016
84,965,834,V97,3.83986736177262
84,965,834,V1115,3.83986736177262
84,965,834,V1116,3.83986736177262
84,965,834,V1117,3.83986736177262
