time_step,low_battery_ratio,low_battery_count,mean_battery_pct,n_charging,charging_utilization,energy_consumed_pct_this_bin
0,0.0,0,99.31559361029217,0,0.0,13084.823042270607
1,0.0,0,99.0175572279315,3,0.00014285714285714287,16498.270633842527
2,0.0,0,99.25529466259685,9,0.00042857142857142855,10126.037981495809
3,0.0,0,99.23503141938203,5,0.0002380952380952381,10359.023862608461
4,0.0,0,99.4402509970435,17,0.0008095238095238096,5549.904355747253
5,0.0,0,99.46174262389711,25,0.0011904761904761906,5521.150684161005
6,0.0,0,99.55234355011312,4,0.00019047619047619048,3323.903974332119
7,0.0,0,99.55703574551187,15,0.0007142857142857143,3257.4733252572105
8,0.0,0,99.55664410541692,8,0.00038095238095238096,3073.0971442474943
9,0.0,0,99.54919212954334,17,0.0008095238095238096,3158.060909448442
10,0.0,0,99.2668044397467,14,0.0006666666666666666,8826.693206888307
11,0.00028571428571428574,6,99.26964664247141,28,0.0013333333333333333,8533.144155380687
12,0.00038095238095238096,8,98.77524738207508,19,0.0009047619047619047,18199.96558698348
13,0.0004761904761904762,10,98.52717704991625,32,0.0015238095238095239,18512.11206319073
14,0.00028571428571428574,6,97.98521650780786,66,0.003142857142857143,23660.66459772711
15,0.0005714285714285715,12,97.58677528160973,111,0.005285714285714286,23619.98375056614
16,0.0008095238095238096,17,97.38018805505986,185,0.008809523809523809,26519.60269821887
17,0.0007619047619047619,16,97.23158277117052,148,0.007047619047619047,26577.615048177453
18,0.0006666666666666666,14,97.05407335758825,181,0.008619047619047618,29583.475296430763
19,0.0010476190476190477,22,97.2015731403784,183,0.008714285714285714,29546.69568435849
20,0.0011904761904761906,25,97.33414368862287,155,0.007380952380952381,27668.369284736567
21,0.0008571428571428571,18,97.48585077306787,157,0.0074761904761904766,28002.45409889674
22,0.0008571428571428571,18,97.60909482936738,116,0.005523809523809524,25919.00296367875
23,0.001238095238095238,26,97.67173192030492,119,0.005666666666666667,26798.657026212764
24,0.0015238095238095239,32,97.62544163121538,113,0.005380952380952381,27280.021370374056
25,0.001380952380952381,29,97.56940927428025,82,0.003904761904761905,27752.87443741784
26,0.0010952380952380953,23,97.38550798051762,92,0.004380952380952381,29657.290023943246
27,0.0011904761904761906,25,97.17516636026706,109,0.005190476190476191,29563.085084839364
28,0.0016666666666666668,35,97.121678773625,129,0.006142857142857143,30215.169154449424
