vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
5,150,1.0,7.0,4,1,8541,1392,32412.0,32401,22375.0,0.5915181831459033,0.9996606195236333,2483492.2017797455
