time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,unmet_rounding_jitter,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold
0,2394,345.8405166347993,2739.8405166347993,0.0,345.840516634799,332,168599.54085415776,168599.54085415776,2726,0.0,0.0,0.0,345.840516634799,0.0,1,0.0
1,2710,375.68103326959726,2739.8405166347993,345.840516634799,375.6810332695978,364,183833.1198552872,352432.66070944496,3313,0.0,0.0,0.0,375.6810332695978,0.10613489455228747,2,0.0
2,1749,368.6795439601624,1741.9985106905635,375.6810332695978,368.6795439601636,362,157144.47034437204,509577.131053817,2383,0.0,0.0,0.0,368.6795439601636,0.1502182353844691,3,0.0
3,1716,394.678054650728,1741.9985106905635,368.6795439601636,394.6780546507298,390,156601.3770216272,666178.5080754443,2314,0.0,0.0,0.0,394.6780546507298,0.15639381965560464,4,0.0
4,933,390.6240602092744,928.9460055585457,394.6780546507298,390.6240602092752,384,136865.12460513297,803043.6326805772,1521,0.0,0.0,0.0,390.6240602092752,0.25750165535702035,5,0.0
5,925,394.57006576781987,928.9460055585457,390.6240602092752,394.57006576782067,386,136509.8369042131,939553.4695847903,1458,0.0,0.0,0.0,394.57006576782067,0.2906915163498228,6,0.0
6,513,387.017356084864,505.44729031704264,394.57006576782067,387.0173560848628,380,126969.96808848753,1066523.437673278,1043,0.0,0.0,0.0,387.0173560848628,0.3924654126670583,7,0.0
7,504,388.4646464019062,505.44729031704264,387.0173560848628,388.4646464019059,385,126547.3524308758,1193070.7901041538,1010,0.0,0.0,0.0,388.4646464019059,0.4386517927081181,8,0.0
8,477,371.5992868713897,460.1346404694832,388.4646464019059,371.5992868713886,365,126562.6473523741,1319633.437456528,958,0.0,0.0,0.0,371.5992868713886,0.6161803173141511,9,0.0
9,450,381.7339273408729,460.1346404694832,371.5992868713886,381.73392734087133,372,125795.07049129487,1445428.5079478228,900,0.0,0.0,0.0,381.73392734087133,0.4526760034117536,10,0.0
10,1209,393.4556157355091,1220.7216883946387,381.73392734087133,393.455615735511,388,150130.8598069452,1595559.367754768,1678,0.0,0.0,0.0,393.455615735511,0.42963252223477755,11,24.085601061431372
11,1213,401.17730413014897,1220.7216883946387,393.455615735511,401.17730413014954,396,150690.90474251576,1746250.2724972838,1652,0.0,0.0,0.0,401.17730413014954,0.29521057803192946,12,45.208878452285795
12,2626,415.09654811050814,2639.9192439803587,401.17730413014954,415.09654811050933,408,191690.5290316396,1937940.8015289234,3073,0.0,0.0,0.0,415.09654811050933,0.2653822877764487,13,39.6981350913608
13,2647,408.0157920908682,2639.9192439803587,415.09654811050933,408.01579209086884,577,207413.38269153796,2145354.184220461,3376,0.0,0.0,0.0,408.01579209086884,0.2045036303992767,14,36.43782796265868
14,3449,424.4928925929262,3465.477100502056,408.01579209086884,424.4928925929251,796,235499.56696419156,2380853.7511846526,4401,0.0,0.0,0.0,424.4928925929251,0.17465360054233944,15,24.956569265033995
15,3458,431.9699930949828,3465.477100502056,424.4928925929251,431.9699930949823,651,229017.26309976747,2609871.01428442,5190,0.0,0.0,0.0,431.9699930949823,0.13617954253697379,16,20.307226480325625
16,3902,433.8773845824853,3903.9073914875034,431.9699930949823,433.87738458248924,666,238044.2895842564,2847915.303868676,5652,0.0,0.0,0.0,433.87738458248924,0.13010791176979128,17,13.888072111151123
17,3915,422.7847760699924,3903.9073914875034,433.87738458248924,422.7847760699962,580,235282.85467478185,3083198.1585434577,5956,0.0,0.0,0.0,422.7847760699962,0.11941583350524998,18,10.145312511225638
18,4681,422.56730125627655,4680.782525186282,422.7847760699962,422.56730125628314,559,247359.92161603074,3330558.0801594886,6726,0.0,0.0,0.0,422.56730125628314,0.09464641239220588,19,7.634065628304196
19,4672,431.3498264425634,4680.782525186282,422.56730125628314,431.349826442571,572,247664.1285779542,3578222.2087374427,6307,0.0,0.0,0.0,431.349826442571,0.09027351032688055,20,6.238172954225063
20,4697,445.4422194707695,4711.092393028192,431.349826442571,445.4422194707597,567,238822.58716998916,3817044.7959074317,6308,0.0,0.0,0.0,445.4422194707597,0.08876426851651588,21,5.042983677578174
21,4737,419.5346124989601,4711.092393028192,445.4422194707597,419.5346124989493,526,239264.2253762089,4056309.0212836405,6133,0.0,0.0,0.0,419.5346124989493,0.08846078632993164,22,4.810182856860814
22,4552,420.97628604776764,4553.441673548824,419.5346124989493,420.9762860477743,501,231225.68104323605,4287534.702326877,5913,0.0,0.0,0.0,420.9762860477743,0.08361197143954456,23,5.18187435576211
23,4537,437.4179595965925,4553.441673548824,420.9762860477743,437.4179595965985,494,229336.29362629727,4516870.995953174,5742,0.0,0.0,0.0,437.4179595965985,0.08132009093301214,24,5.874335095934383
24,4629,432.23857340683753,4623.820613810241,437.4179595965985,432.2385734068384,486,235160.40112429508,4752031.397077469,5809,0.0,0.0,0.0,432.2385734068384,0.09737563058425187,25,7.026670653370834
25,4611,445.0591872170771,4623.820613810241,432.2385734068384,445.0591872170777,510,234605.2655650395,4986636.662642509,5828,0.0,0.0,0.0,445.0591872170777,0.09327922300667775,26,8.54552875374025
26,5077,435.8878000961513,5067.828612879069,445.0591872170777,435.8878000961453,483,244781.9431968145,5231418.605839323,6256,7.5132652342028,0.0,0.0,428.37453486194255,0.09220946314351143,27,9.593863390299232
27,5090,413.7164129752191,5067.828612879069,435.8878000961453,413.7164129752127,451,245689.72361892567,5477108.329458249,6580,0.0,0.0,0.0,413.7164129752127,0.09063345058323682,28,10.8906499008835
28,4942,442.8391060325948,4971.12269305738,413.7164129752127,442.8391060325938,466,241354.57657650945,5718462.906034758,6468,0.0,0.0,0.0,442.8391060325938,0.07305093943844601,29,12.577536596675843
29,4971,442.961799089976,4971.12269305738,442.8391060325938,442.9617990899741,462,243529.23321339278,5961992.139248151,6682,0.32307921704112497,3.815777392118597,0.0,438.8229424808144,0.08316362503370565,30,13.858769064813648
