vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,dwell_min,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
10,300,1.0,7.0,5.0,0,1,False,1.5,1.0,30,0,1392,109287.0,26174,52394258.0,0.0004993091243505967,0.23949783597317156,2960656.998831762
