grid_id,total_orders,total_unmet,total_met,assignment_ratio
172,67.0,0.0,67.0,1.0
925,17464.0,2585.0,14879.0,0.8519812185066422
1232,5427.0,721.0,4706.0,0.8671457527178921
873,4128.0,1287.0,2841.0,0.6882267441860465
856,371.0,9.0,362.0,0.9757412398921833
973,9703.0,1952.0,7751.0,0.7988251056374317
1140,3304.0,280.0,3024.0,0.9152542372881356
794,5269.0,453.0,4816.0,0.9140254317707345
464,296.0,0.0,296.0,1.0
834,9590.0,2301.0,7289.0,0.7600625651720542
402,928.0,3.0,925.0,0.9967672413793104
1478,220.0,0.0,220.0,1.0
928,11486.0,1271.0,10215.0,0.8893435486679436
702,3088.0,531.0,2557.0,0.8280440414507773
1004,1963.0,192.0,1771.0,0.9021905247070809
1399,1425.0,540.0,885.0,0.6210526315789474
1058,6159.0,1249.0,4910.0,0.79720733885371
525,507.0,0.0,507.0,1.0
850,3201.0,659.0,2542.0,0.7941268353639488
1213,417.0,1.0,416.0,0.9976019184652278
200,31.0,0.0,31.0,1.0
1105,2017.0,55.0,1962.0,0.9727317798710957
579,2094.0,268.0,1826.0,0.8720152817574021
1011,13485.0,2122.0,11363.0,0.8426399703374119
783,10555.0,2783.0,7772.0,0.7363334912363808
714,1456.0,29.0,1427.0,0.9800824175824175
1412,339.0,0.0,339.0,1.0
967,10863.0,2118.0,8745.0,0.8050262358464513
1067,856.0,16.0,840.0,0.9813084112149533
1187,4542.0,540.0,4002.0,0.8811096433289299
