vertiport,low_battery_count
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,1
217,1
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,1
217,1
217,1
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,1
217,2
217,2
217,1
217,0
217,0
217,0
217,0
217,0
217,1
217,2
217,2
217,2
217,1
217,1
217,0
217,0
217,0
217,0
217,1
217,1
217,2
217,1
217,1
217,0
217,0
217,0
217,1
217,0
217,1
217,1
217,1
217,1
217,1
217,1
217,0
217,0
217,0
217,0
217,1
217,1
217,1
217,0
217,0
217,0
217,0
217,0
217,0
217,1
217,1
217,1
217,0
217,0
217,1
217,0
217,0
217,0
217,1
217,0
217,1
217,0
217,0
217,0
217,2
217,2
217,2
217,2
217,1
217,1
217,1
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,0
217,1
217,2
217,2
217,0
217,0
217,0
217,0
217,0
217,0
217,1
217,1
217,1
217,0
217,0
217,0
217,0
217,1
217,2
217,1
217,0
217,0
217,0
217,0
217,1
217,1
217,0
217,0
217,0
217,1
217,2
217,3
217,4
217,3
217,0
217,0
217,0
217,0
217,0
217,1
217,1
217,1
217,1
217,1
217,1
217,0
217,0
217,0
217,1
217,1
217,1
217,2
217,2
217,1
217,0
217,0
217,0
217,0
217,1
217,2
217,2
217,0
217,0
217,0
217,0
217,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,1
882,0
882,0
882,0
882,0
882,1
882,0
882,0
882,0
882,0
882,0
882,2
882,4
882,4
882,7
882,9
882,8
882,14
882,8
882,10
882,12
882,18
882,16
882,17
882,17
882,16
882,20
882,21
882,25
882,28
882,35
882,35
882,42
882,47
882,54
882,60
882,61
882,63
882,60
882,60
882,62
882,63
882,60
882,60
882,54
882,58
882,56
882,57
882,63
882,70
882,74
882,78
882,82
882,76
882,71
882,79
882,80
882,97
882,101
882,103
882,104
882,108
882,116
882,126
882,120
882,141
882,131
882,111
882,121
882,158
882,143
882,110
882,81
882,75
882,86
882,128
882,134
882,120
882,96
882,85
882,102
882,120
882,130
882,136
882,114
882,105
882,99
882,111
882,115
882,133
882,121
882,120
882,129
882,139
882,147
882,136
882,137
882,142
882,146
882,134
882,147
882,148
882,153
882,149
882,145
882,145
882,158
882,150
882,153
882,161
882,162
882,154
882,153
882,155
882,156
882,153
882,148
882,164
882,166
882,170
882,177
882,174
882,165
882,178
882,179
882,187
882,192
882,185
882,186
882,191
882,194
882,196
882,198
882,194
882,200
882,191
882,202
882,208
882,214
882,210
882,206
882,193
882,202
882,208
882,217
882,214
882,211
882,189
882,199
882,211
882,217
882,213
882,204
882,186
882,195
882,195
882,200
882,210
882,207
882,191
882,197
882,196
882,197
882,201
882,210
882,198
882,202
882,197
882,202
882,194
882,210
882,208
882,196
882,195
882,203
882,195
882,218
882,214
882,193
882,193
882,201
882,199
882,214
882,203
882,197
882,198
882,213
882,214
882,223
882,209
882,203
882,200
882,209
882,218
882,222
882,203
882,207
882,205
882,206
882,217
882,218
882,206
882,206
882,204
882,211
882,221
882,218
882,214
882,202
882,200
882,212
882,222
882,219
882,212
882,200
882,208
882,217
882,229
882,222
882,211
882,206
882,224
882,229
882,232
882,224
882,213
882,206
882,225
882,233
882,230
882,220
882,208
882,203
882,227
882,232
882,227
882,215
882,206
882,205
882,234
882,235
882,226
882,219
882,207
882,209
882,230
882,230
882,230
882,210
882,209
882,216
882,224
882,223
882,234
882,204
882,215
882,218
882,220
882,230
882,233
882,204
882,225
882,222
882,232
882,232
882,231
882,214
882,238
882,229
882,242
882,232
882,231
882,220
882,233
882,221
882,244
882,230
882,232
882,227
882,233
882,221
882,238
882,227
882,237
882,233
882,241
882,237
882,241
882,230
882,241
882,234
882,238
882,239
882,237
882,237
882,240
882,235
882,235
882,237
882,244
882,234
882,228
882,211
882,207
882,190
882,170
882,130
882,103
882,58
882,34
882,14
882,18
882,20
882,20
882,12
882,9
882,9
882,9
882,9
882,11
882,15
882,17
882,13
882,8
882,12
882,14
882,21
882,20
882,19
882,9
882,7
882,9
882,7
882,9
882,6
882,15
882,14
882,5
882,3
882,2
882,7
882,18
882,15
882,2
882,7
882,16
882,17
882,8
882,5
882,4
882,2
882,10
882,12
882,18
882,15
882,10
882,15
882,13
882,21
882,15
882,11
882,6
882,4
882,4
882,1
882,1
882,1
882,0
882,0
882,1
882,1
882,1
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,1
882,2
882,3
882,3
882,3
882,4
882,3
882,4
882,4
882,6
882,8
882,10
882,8
882,8
882,4
882,4
882,3
882,5
882,5
882,8
882,7
882,5
882,5
882,7
882,5
882,0
882,2
882,2
882,1
882,0
882,0
882,4
882,4
882,1
882,1
882,6
882,1
882,0
882,5
882,6
882,1
882,1
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,0
882,1
882,1
882,1
882,0
882,0
882,1
882,0
882,0
882,0
882,1
882,0
882,1
882,0
882,0
882,0
882,0
882,2
882,3
882,1
882,1
882,1
882,0
882,0
882,0
882,0
882,1
882,1
882,2
882,3
882,2
882,1
882,1
882,0
882,1
882,1
882,0
882,0
882,0
882,1
882,1
882,4
882,4
882,1
882,2
882,3
882,1
882,0
882,3
882,2
882,2
882,2
882,3
882,3
882,2
882,3
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
1276,0
