vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,5.0,7.0,1,1,True,0.3,2.0,30,206569,1392,32412.0,22636,8716661.0,0.0025901396874371016,0.6983833148216709,7343981.155988563
