vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,1.0,7.0,4,1,8217,1392,32412.0,32403,21470.0,0.601470124180944,0.9997223250647909,5592919.347866878
