vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,dwell_min,demand_source,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,1.0,7.0,5.0,full_dynspeed,16,1,False,1.5,1.0,30,54,1392,11575069.000000002,308708,7790313584.642869,3.962558938218975e-05,0.02667007859737164,17094758.96308894
