time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service
0,17,0.0,17.0,0.0,0.0,0,6532.749382525457,6532.749382525457,17
1,6,0.0,6.0,0.0,0.0,0,6122.19608953731,12654.945472062767,6
2,10,0.0,10.0,0.0,0.0,0,6399.693198361526,19054.638670424294,10
3,8,0.0,8.0,0.0,0.0,0,6200.819253823028,25255.457924247323,8
4,5,0.0,5.0,0.0,0.0,0,6123.220172758906,31378.67809700623,5
5,2,0.0,2.0,0.0,0.0,0,6034.705538063673,37413.3836350699,2
6,2,0.0,2.0,0.0,0.0,0,6025.87904187239,43439.262676942286,2
7,3,0.0,3.0,0.0,0.0,0,6077.148926951109,49516.41160389339,3
8,3,0.0,3.0,0.0,0.0,0,6149.990824030615,55666.40242792401,3
9,2,0.0,2.0,0.0,0.0,0,6075.702812182064,61742.10524010607,2
10,11,0.0,11.0,0.0,0.0,0,6616.278127585454,68358.38336769152,11
11,18,0.0,18.0,0.0,0.0,0,6890.2167952182,75248.60016290973,18
12,27,0.0,27.0,0.0,0.0,0,7185.936489245252,82434.53665215499,27
13,40,0.0,40.0,0.0,0.0,0,7945.657817226122,90380.19446938111,40
14,35,0.0,35.0,0.0,0.0,0,7490.892786126383,97871.08725550749,35
15,25,0.0,25.0,0.0,0.0,0,6976.680189856205,104847.7674453637,25
16,26,0.0,26.0,0.0,0.0,0,6940.009573417957,111787.77701878166,26
17,20,0.0,20.0,0.0,0.0,0,6808.330930222595,118596.10794900426,20
18,30,0.0,30.0,0.0,0.0,0,7070.868206085062,125666.97615508933,30
19,29,0.0,29.0,0.0,0.0,0,7069.062230588322,132736.03838567765,29
20,32,0.0,32.0,0.0,0.0,0,6954.400619185856,139690.4390048635,32
21,65,0.0,65.0,0.0,0.0,0,8335.176491214319,148025.6154960778,65
22,46,0.0,46.0,0.0,0.0,0,7455.45386831867,155481.06936439648,46
23,35,0.0,35.0,0.0,0.0,0,7218.699187351689,162699.76855174816,35
24,37,0.0,37.0,0.0,0.0,0,7192.670259535748,169892.4388112839,37
25,33,0.0,33.0,0.0,0.0,0,7237.081196482771,177129.52000776667,33
26,38,0.0,38.0,0.0,0.0,0,7250.929977629161,184380.44998539583,38
27,31,0.0,31.0,0.0,0.0,0,7000.053886311249,191380.50387170707,31
28,28,0.0,28.0,0.0,0.0,0,6964.352643424461,198344.85651513154,28
