vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
5,150,1.0,7.0,20,319.0,222,595.0,0.2717258261933905,0.6959247648902821,24071.13189834134
