time_step,start,end,vehicle,distance
20,885,931,V29,3.0617002345235647
20,885,931,V123,3.0617002345235647
20,885,931,V258,3.0617002345235647
24,917,834,V24,3.617203703030827
24,917,834,V26,3.617203703030827
24,917,834,V27,3.617203703030827
24,917,834,V32,3.617203703030827
24,917,834,V33,3.617203703030827
24,917,834,V34,3.617203703030827
24,917,834,V35,3.617203703030827
24,917,834,V52,3.617203703030827
24,885,882,V28,2.852794790784161
24,885,882,V253,2.852794790784161
24,965,882,V29,3.616965677313317
24,1013,931,V471,4.405443882921528
28,917,834,V24,3.617203703030827
28,917,834,V70,3.617203703030827
28,917,834,V71,3.617203703030827
28,917,834,V72,3.617203703030827
28,917,834,V73,3.617203703030827
28,965,882,V37,3.616965677313317
28,965,882,V364,3.616965677313317
28,1013,885,V58,3.46869779664105
32,917,834,V32,3.617203703030827
32,917,834,V75,3.617203703030827
32,917,834,V76,3.617203703030827
32,917,834,V77,3.617203703030827
32,917,834,V78,3.617203703030827
32,917,834,V79,3.617203703030827
32,917,834,V80,3.617203703030827
32,917,834,V109,3.617203703030827
32,1013,885,V324,3.46869779664105
32,1013,885,V480,3.46869779664105
36,783,659,V21,5.809594285895007
36,783,659,V25,5.809594285895007
36,783,659,V28,5.809594285895007
36,783,659,V42,5.809594285895007
36,885,931,V60,3.0617002345235647
40,917,834,V26,3.617203703030827
40,917,834,V143,3.617203703030827
40,917,834,V186,3.617203703030827
40,885,931,V56,3.0617002345235647
40,882,965,V60,3.616965677313317
44,917,834,V33,3.617203703030827
44,917,834,V42,3.617203703030827
44,917,834,V60,3.617203703030827
44,917,834,V69,3.617203703030827
44,917,834,V72,3.617203703030827
44,917,834,V189,3.617203703030827
44,917,834,V196,3.617203703030827
44,1229,1276,V36,3.959637309104105
44,1229,1276,V54,3.959637309104105
44,1229,1276,V58,3.959637309104105
44,882,965,V57,3.616965677313317
44,882,965,V71,3.616965677313317
44,882,965,V136,3.616965677313317
48,917,834,V197,3.617203703030827
48,917,834,V198,3.617203703030827
48,917,834,V201,3.617203703030827
48,885,882,V40,2.852794790784161
52,885,882,V39,2.852794790784161
52,885,882,V40,2.852794790784161
52,885,882,V48,2.852794790784161
52,885,882,V58,2.852794790784161
52,885,882,V63,2.852794790784161
52,885,882,V68,2.852794790784161
52,885,882,V69,2.852794790784161
52,885,882,V79,2.852794790784161
52,917,834,V202,3.617203703030827
52,917,834,V204,3.617203703030827
52,917,834,V205,3.617203703030827
52,917,834,V221,3.617203703030827
52,917,834,V222,3.617203703030827
52,917,834,V223,3.617203703030827
56,885,882,V196,2.852794790784161
60,885,882,V30,2.852794790784161
60,885,882,V42,2.852794790784161
60,885,882,V44,2.852794790784161
60,885,882,V198,2.852794790784161
60,885,882,V222,2.852794790784161
60,885,882,V223,2.852794790784161
60,965,882,V285,3.616965677313317
60,917,834,V244,3.617203703030827
60,917,834,V246,3.617203703030827
60,917,834,V248,3.617203703030827
60,917,834,V249,3.617203703030827
60,783,659,V21,5.809594285895007
60,783,659,V26,5.809594285895007
64,708,834,V46,4.389831624444016
64,708,834,V159,4.389831624444016
64,708,834,V160,4.389831624444016
64,708,834,V182,4.389831624444016
64,708,834,V185,4.389831624444016
64,708,834,V197,4.389831624444016
64,708,834,V199,4.389831624444016
64,708,834,V203,4.389831624444016
64,708,834,V242,4.389831624444016
64,708,834,V249,4.389831624444016
64,708,834,V250,4.389831624444016
64,708,834,V276,4.389831624444016
64,708,834,V279,4.389831624444016
64,708,834,V325,4.389831624444016
64,783,659,V21,5.809594285895007
64,783,659,V23,5.809594285895007
64,783,659,V27,5.809594285895007
64,783,659,V30,5.809594285895007
64,783,659,V31,5.809594285895007
64,783,659,V32,5.809594285895007
64,783,659,V34,5.809594285895007
64,783,659,V37,5.809594285895007
64,783,659,V38,5.809594285895007
64,708,535,V452,4.548441137468074
64,708,535,V471,4.548441137468074
64,708,535,V476,4.548441137468074
64,708,535,V546,4.548441137468074
64,359,535,V119,5.855067293961566
64,359,535,V126,5.855067293961566
64,359,535,V202,5.855067293961566
64,359,535,V207,5.855067293961566
64,1013,931,V33,4.405443882921528
64,1013,931,V225,4.405443882921528
64,1013,931,V265,4.405443882921528
64,1013,931,V274,4.405443882921528
64,1013,931,V278,4.405443882921528
64,1013,931,V285,4.405443882921528
64,849,931,V109,4.4061387562478425
64,1102,885,V54,5.875878565174106
64,1102,885,V59,5.875878565174106
64,1102,885,V61,5.875878565174106
64,1102,885,V123,5.875878565174106
64,1102,885,V134,5.875878565174106
64,1102,885,V152,5.875878565174106
64,1102,885,V196,5.875878565174106
64,1091,965,V64,4.388654712140797
64,1091,965,V67,4.388654712140797
64,1091,965,V71,4.388654712140797
68,849,931,V40,4.4061387562478425
68,849,931,V116,4.4061387562478425
68,849,931,V256,4.4061387562478425
68,849,931,V275,4.4061387562478425
68,849,931,V284,4.4061387562478425
68,849,931,V285,4.4061387562478425
68,849,931,V327,4.4061387562478425
68,849,931,V333,4.4061387562478425
68,849,931,V366,4.4061387562478425
68,783,659,V22,5.809594285895007
68,783,659,V24,5.809594285895007
68,783,659,V25,5.809594285895007
68,783,659,V29,5.809594285895007
68,783,659,V30,5.809594285895007
68,783,659,V31,5.809594285895007
68,783,659,V32,5.809594285895007
68,783,659,V33,5.809594285895007
68,882,708,V27,4.837510953567602
68,882,708,V36,4.837510953567602
68,882,708,V123,4.837510953567602
68,882,708,V134,4.837510953567602
68,672,708,V131,6.751878981086827
68,672,708,V189,6.751878981086827
68,1102,885,V71,5.875878565174106
68,1102,885,V330,5.875878565174106
68,1102,885,V339,5.875878565174106
68,1102,885,V340,5.875878565174106
68,359,535,V26,5.855067293961566
68,359,535,V209,5.855067293961566
68,359,535,V210,5.855067293961566
68,1102,1013,V421,3.616251246210677
68,1102,1013,V423,3.616251246210677
68,1102,1013,V427,3.616251246210677
68,917,834,V42,3.617203703030827
68,1091,834,V85,6.739095652327052
68,1091,834,V101,6.739095652327052
68,1091,965,V104,4.388654712140797
68,1091,965,V105,4.388654712140797
72,885,931,V38,3.0617002345235647
72,885,931,V71,3.0617002345235647
72,885,931,V104,3.0617002345235647
72,885,931,V105,3.0617002345235647
72,885,931,V221,3.0617002345235647
72,1091,834,V112,6.739095652327052
72,1091,834,V114,6.739095652327052
72,1091,834,V115,6.739095652327052
72,1091,834,V121,6.739095652327052
72,1091,834,V122,6.739095652327052
72,885,882,V285,2.852794790784161
72,885,882,V304,2.852794790784161
72,1091,917,V133,4.837115435970083
72,1091,917,V141,4.837115435970083
72,359,535,V53,5.855067293961566
72,359,535,V212,5.855067293961566
72,783,659,V24,5.809594285895007
72,1229,1276,V23,3.959637309104105
72,1091,965,V142,4.388654712140797
76,1091,834,V151,6.739095652327052
76,1091,834,V161,6.739095652327052
76,1091,834,V162,6.739095652327052
76,1091,834,V183,6.739095652327052
76,1091,834,V184,6.739095652327052
76,1091,834,V186,6.739095652327052
76,1091,834,V187,6.739095652327052
76,1091,834,V188,6.739095652327052
76,1091,834,V190,6.739095652327052
76,1091,834,V191,6.739095652327052
76,1091,834,V192,6.739095652327052
76,1091,834,V193,6.739095652327052
76,1091,834,V194,6.739095652327052
76,1091,834,V195,6.739095652327052
76,1091,834,V245,6.739095652327052
76,1091,834,V251,6.739095652327052
76,672,708,V367,6.751878981086827
76,672,708,V508,6.751878981086827
76,672,708,V509,6.751878981086827
76,672,708,V510,6.751878981086827
76,1091,965,V252,4.388654712140797
76,1091,965,V253,4.388654712140797
76,1091,965,V255,4.388654712140797
76,1091,965,V258,4.388654712140797
76,1229,1276,V25,3.959637309104105
76,1229,1276,V340,3.959637309104105
76,359,535,V213,5.855067293961566
76,359,535,V214,5.855067293961566
76,1091,917,V259,4.837115435970083
80,965,834,V40,3.83986736177262
80,965,834,V73,3.83986736177262
80,965,834,V74,3.83986736177262
80,965,834,V122,3.83986736177262
80,965,834,V368,3.83986736177262
80,708,834,V39,4.389831624444016
80,1091,834,V26,6.739095652327052
80,1091,834,V34,6.739095652327052
80,1091,834,V260,6.739095652327052
80,1091,834,V261,6.739095652327052
80,1091,834,V262,6.739095652327052
80,1091,834,V269,6.739095652327052
80,1091,834,V270,6.739095652327052
80,1091,834,V283,6.739095652327052
80,1091,834,V291,6.739095652327052
80,1091,834,V292,6.739095652327052
80,1091,834,V293,6.739095652327052
80,1091,834,V294,6.739095652327052
80,1091,834,V295,6.739095652327052
80,1091,834,V296,6.739095652327052
80,1091,834,V297,6.739095652327052
80,1229,1276,V25,3.959637309104105
80,1229,1276,V66,3.959637309104105
80,1229,1276,V585,3.959637309104105
80,1229,1276,V599,3.959637309104105
80,1106,1276,V29,4.836798739645476
80,1106,1276,V69,4.836798739645476
80,885,882,V49,2.852794790784161
80,885,882,V63,2.852794790784161
80,783,659,V31,5.809594285895007
84,708,834,V39,4.389831624444016
84,708,834,V73,4.389831624444016
84,708,834,V74,4.389831624444016
84,1091,834,V502,6.739095652327052
84,1091,834,V541,6.739095652327052
84,783,834,V24,7.689481736045675
84,783,834,V25,7.689481736045675
84,783,834,V26,7.689481736045675
84,783,834,V29,7.689481736045675
84,783,834,V31,7.689481736045675
84,783,834,V32,7.689481736045675
84,783,834,V33,7.689481736045675
84,783,834,V34,7.689481736045675
84,783,834,V40,7.689481736045675
84,783,834,V42,7.689481736045675
84,783,834,V45,7.689481736045675
84,783,834,V48,7.689481736045675
84,783,834,V49,7.689481736045675
84,783,834,V61,7.689481736045675
84,783,834,V63,7.689481736045675
84,783,834,V66,7.689481736045675
84,783,834,V78,7.689481736045675
84,783,834,V79,7.689481736045675
84,783,834,V101,7.689481736045675
84,783,834,V104,7.689481736045675
84,783,834,V105,7.689481736045675
84,783,834,V114,7.689481736045675
84,783,834,V115,7.689481736045675
84,783,834,V116,7.689481736045675
84,783,834,V119,7.689481736045675
84,783,834,V121,7.689481736045675
84,783,834,V122,7.689481736045675
84,783,834,V123,7.689481736045675
84,783,834,V124,7.689481736045675
84,783,834,V125,7.689481736045675
84,783,834,V126,7.689481736045675
84,1106,1276,V30,4.836798739645476
84,1106,1276,V107,4.836798739645476
84,1106,1276,V434,4.836798739645476
84,1102,885,V69,5.875878565174106
88,917,834,V24,3.617203703030827
88,917,834,V26,3.617203703030827
88,917,834,V31,3.617203703030827
88,917,834,V32,3.617203703030827
88,917,834,V40,3.617203703030827
88,917,834,V42,3.617203703030827
88,1229,1276,V56,3.959637309104105
88,1106,1276,V62,4.836798739645476
88,1106,1276,V436,4.836798739645476
92,917,834,V49,3.617203703030827
92,917,834,V63,3.617203703030827
92,917,834,V74,3.617203703030827
92,917,834,V101,3.617203703030827
92,917,834,V104,3.617203703030827
92,708,834,V33,4.389831624444016
92,708,834,V39,4.389831624444016
92,708,834,V45,4.389831624444016
92,708,834,V47,4.389831624444016
92,708,834,V52,4.389831624444016
92,708,834,V70,4.389831624444016
92,882,965,V40,3.616965677313317
92,882,965,V42,3.616965677313317
92,882,965,V48,3.616965677313317
92,882,965,V50,3.616965677313317
96,965,834,V190,3.83986736177262
96,882,885,V21,2.852794790784161
100,708,834,V70,4.389831624444016
100,708,834,V124,4.389831624444016
104,708,834,V125,4.389831624444016
104,708,834,V130,4.389831624444016
104,708,834,V144,4.389831624444016
104,885,882,V70,2.852794790784161
104,1013,882,V30,3.839767699909249
104,1013,882,V72,3.839767699909249
108,1091,965,V68,4.388654712140797
108,1091,965,V73,4.388654712140797
108,1091,965,V76,4.388654712140797
108,1091,965,V78,4.388654712140797
108,1091,965,V79,4.388654712140797
108,1091,965,V105,4.388654712140797
108,1091,965,V114,4.388654712140797
108,1091,965,V122,4.388654712140797
108,1091,965,V141,4.388654712140797
108,1091,965,V143,4.388654712140797
108,1091,965,V159,4.388654712140797
108,1091,965,V185,4.388654712140797
108,1013,882,V30,3.839767699909249
108,931,882,V23,5.812636165404913
108,931,882,V150,5.812636165404913
108,1091,917,V191,4.837115435970083
108,1091,917,V342,4.837115435970083
108,931,885,V151,3.0617002345235647
108,931,885,V152,3.0617002345235647
108,1229,1276,V61,3.959637309104105
108,783,834,V24,7.689481736045675
108,535,708,V75,4.548441137468074
112,1102,882,V65,7.314751476768936
112,1102,882,V106,7.314751476768936
112,1102,882,V165,7.314751476768936
112,1102,882,V185,7.314751476768936
112,1102,882,V367,7.314751476768936
112,1102,882,V373,7.314751476768936
112,1102,882,V433,7.314751476768936
112,1102,882,V437,7.314751476768936
112,783,659,V21,5.809594285895007
112,783,659,V23,5.809594285895007
112,783,659,V24,5.809594285895007
112,783,659,V25,5.809594285895007
112,783,659,V27,5.809594285895007
112,849,931,V46,4.4061387562478425
112,849,931,V61,4.4061387562478425
112,849,931,V156,4.4061387562478425
112,849,931,V371,4.4061387562478425
112,849,931,V374,4.4061387562478425
112,535,708,V147,4.548441137468074
112,535,708,V148,4.548441137468074
112,535,708,V157,4.548441137468074
112,535,708,V195,4.548441137468074
112,535,708,V245,4.548441137468074
112,1182,1013,V126,5.283249325636405
112,1229,1013,V196,5.640389822593795
112,1229,1013,V327,5.640389822593795
112,1229,1013,V381,5.640389822593795
112,672,885,V51,5.876204136119103
112,672,885,V69,5.876204136119103
112,672,885,V80,5.876204136119103
112,672,885,V82,5.876204136119103
112,1091,834,V94,6.739095652327052
112,783,834,V28,7.689481736045675
112,1229,965,V436,8.77672016628073
116,885,882,V32,2.852794790784161
116,885,882,V334,2.852794790784161
116,965,882,V65,3.616965677313317
116,965,882,V142,3.616965677313317
116,672,882,V113,7.316385892068044
116,672,882,V127,7.316385892068044
116,672,882,V133,7.316385892068044
116,672,882,V134,7.316385892068044
116,1398,1229,V257,5.282433425576492
116,1398,1229,V273,5.282433425576492
116,1398,1229,V305,5.282433425576492
116,1398,1229,V306,5.282433425576492
116,1398,1229,V307,5.282433425576492
116,1398,1229,V308,5.282433425576492
116,849,931,V41,4.4061387562478425
116,849,931,V51,4.4061387562478425
116,849,931,V69,4.4061387562478425
116,849,931,V380,4.4061387562478425
116,849,931,V432,4.4061387562478425
116,849,931,V479,4.4061387562478425
116,359,535,V74,5.855067293961566
116,359,535,V81,5.855067293961566
116,359,535,V84,5.855067293961566
116,359,535,V131,5.855067293961566
116,359,535,V184,5.855067293961566
116,783,834,V23,7.689481736045675
116,783,834,V24,7.689481736045675
116,783,834,V25,7.689481736045675
116,783,834,V26,7.689481736045675
