time_step,low_battery_ratio,low_battery_count,mean_battery_pct,n_charging,charging_utilization,energy_consumed_pct_this_bin
0,0.0,0,99.04197156271628,0,0.0,19369.89605658793
1,0.0,0,98.64059561618444,0,0.0,21506.25861859456
2,0.0,0,98.9692166088898,0,0.0,13308.309978934753
3,0.0,0,98.99510071022445,0,0.0,13353.91196201568
4,0.0,0,99.28207009353805,0,0.0,7938.966221938822
5,0.0,0,99.36193369821508,0,0.0,7475.9001254085115
6,0.0,0,99.51020823138364,0,0.0,4635.7558050881535
7,0.0,0,99.53516536603259,0,0.0,4566.166179551959
8,0.0,0,99.54161698076682,0,0.0,4456.008483911488
9,0.0,0,99.53951702950008,0,0.0,4501.931365604596
10,0.0,0,99.19166798114398,0,0.0,10801.26454725871
11,0.0,0,99.11618750088783,0,0.0,11884.765180524095
12,0.0,0,98.42381799392767,0,0.0,20646.450514460063
13,0.0,0,97.61356858727912,0,0.0,22712.334133585806
14,0.0,0,96.69311842820504,0,0.0,26820.826785306603
15,0.0,0,95.6660544291561,1,4.761904761904762e-05,27644.400476283692
16,4.761904761904762e-05,1,94.71164201983456,0,0.0,30427.308666260054
17,9.523809523809524e-05,2,93.6095991574244,0,0.0,30751.8815832019
18,9.523809523809524e-05,2,92.0369736168329,2,9.523809523809524e-05,32166.54583770354
19,9.523809523809524e-05,2,90.68882502660038,9,0.00042857142857142855,39326.36699695319
20,0.00038095238095238096,8,90.07695066955199,0,0.0,35218.69439489864
21,0.0005714285714285715,12,90.33802241902414,11,0.0005238095238095238,34543.8321427797
22,0.0005714285714285715,12,91.10874363390998,4,0.00019047619047619048,32541.80659028392
23,0.000619047619047619,13,92.0765046973501,1,4.761904761904762e-05,32155.99350214881
24,0.0007142857142857143,15,92.4095910551833,8,0.00038095238095238096,33333.51639774424
25,0.0005238095238095238,11,92.6876793605782,23,0.0010952380952380953,33293.4091648414
26,0.00028571428571428574,6,92.09344074118651,14,0.0006666666666666666,35079.72208975533
27,0.00028571428571428574,6,90.87241270576084,7,0.0003333333333333333,35805.01515951563
28,0.00014285714285714287,3,90.08287362134764,13,0.000619047619047619,37000.70661411178
29,0.00019047619047619048,4,89.36614734952389,9,0.00042857142857142855,34910.303824685056
