grid_id,total_orders,total_unmet,total_met,assignment_ratio
172,8794.145833333192,7215.145833333495,1578.9999999996971,0.17955126398003093
925,69227.97916666699,8695.979166666686,60532.000000000306,0.8743863496906209
1232,46420.41964285593,7454.419642857075,38965.99999999886,0.8394150742236062
873,29630.380952380714,7230.380952381119,22399.999999999596,0.7559808304860766
856,18530.43154761892,7262.431547619067,11267.99999999985,0.6080808194371351
973,60361.39880952406,8659.398809523831,51702.000000000226,0.8565407863252248
1140,54718.57738095145,7342.577380952497,47375.99999999895,0.8658119831984414
794,77886.06249999958,8635.062499999842,69250.99999999974,0.8891321216809505
464,16708.348214285696,7312.34821428569,9396.000000000005,0.5623536138639003
834,62879.00297618908,8158.002976190455,54720.99999999862,0.8702587097432235
402,35085.94345238017,7184.943452380907,27900.99999999926,0.7952187472988277
1478,26678.181547618624,7388.181547619025,19289.9999999996,0.7230627756831306
928,82173.38392857152,9897.3839285714,72276.00000000012,0.8795548697717668
702,52016.25595238117,7845.255952380905,44171.00000000027,0.8491768427246489
1004,43139.39880952341,7326.398809523788,35812.99999999962,0.8301691954059772
1399,59708.348214285295,11776.34821428585,47931.99999999945,0.8027688159782598
1058,37598.497023809075,6890.497023809266,30707.99999999981,0.8167347748117195
525,16717.19642857129,7370.196428571436,9346.999999999854,0.5591248532573881
850,42430.196428572,7299.196428571649,35131.00000000035,0.8279716559677188
1213,16600.294642856934,7274.294642857155,9325.999999999778,0.5617972572560772
200,11460.729166666453,7443.729166666669,4016.9999999997844,0.3505012588276874
1105,31442.93749999945,7219.937499999889,24222.999999999563,0.7703796758811096
579,49079.7916666646,7258.791666666568,41820.99999999803,0.8521022314852896
1011,45621.4970238089,6774.497023809522,38846.99999999938,0.8515064724799791
783,91901.20535714393,13503.2053571429,78398.00000000103,0.8530682453547033
714,39451.72619047673,7229.726190476262,32222.000000000466,0.8167449972766604
1412,18776.955357142524,7135.955357142737,11640.999999999787,0.6199620640612373
967,39098.27083333289,7084.270833333282,32013.99999999961,0.8188085896808089
1067,31926.77976190437,7301.779761904854,24624.999999999516,0.7712960775763087
1187,37004.038690475754,7270.038690476213,29733.99999999954,0.8035339128442917
