vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,1.0,7.0,4,1,851,200,4566.0,4565,2188.0,0.6759958536946542,0.9997809899255365,778187.8893715186
