grid_id,total_orders,total_unmet,total_met,assignment_ratio
928,328075.7291666691,40923.7291666659,287152.00000000314,0.8752613328922121
834,247034.06845238304,29825.068452381223,217209.0000000018,0.8792673875339175
1146,238996.36607143623,26999.3660714285,211997.00000000774,0.8870302234496806
1138,216520.31250000073,19519.312500000062,197001.00000000067,0.9098499707735274
932,215571.54761904574,14761.547619047113,200809.99999999863,0.9315236737775179
490,170927.12202381014,22083.12202380967,148844.00000000047,0.8708038738244624
925,318631.83928571077,30450.839285713824,288180.999999997,0.9044325282935421
783,156120.8482142847,24034.848214285867,132085.99999999884,0.8460497205261358
1232,212830.62500000393,13759.625000000184,199071.00000000375,0.9353494122380183
919,167204.6071428532,10602.607142857012,156601.9999999962,0.9365890251229827
1067,109769.13988095183,8815.139880952698,100953.99999999913,0.9196938238696868
1100,206501.34821428434,12563.348214285792,193937.99999999854,0.9391609385462756
464,50844.36309523843,7295.363095238265,43549.00000000016,0.856515793470103
714,118433.99404761728,9297.994047619164,109135.99999999811,0.9214921853950071
1213,39764.33928571415,7273.339285714287,32490.999999999865,0.8170888938087467
1011,212625.6041666678,8619.604166666617,204006.00000000116,0.9594611185212196
665,179940.1428571449,9967.142857142919,169973.00000000198,0.9446085642765335
841,211327.16964285637,15077.16964285696,196249.99999999942,0.9286548451468052
525,60275.85119047528,8694.851190476249,51580.99999999903,0.8557490102794235
1569,80958.08928571412,18360.08928571396,62598.00000000016,0.7732148887442458
1412,36313.904761904545,7206.904761904921,29106.999999999625,0.8015386995929616
1399,146376.63392857023,17483.633928571257,128892.99999999897,0.8805572073948426
1478,46833.5297619037,7265.529761904787,39567.999999998916,0.8448647838665608
275,48559.35714285737,7296.357142857402,41262.99999999997,0.8497435392031208
702,165790.05952380836,14684.05952380955,151105.9999999988,0.911429795212174
873,110606.9404761912,9087.940476190552,101519.00000000065,0.9178357123245193
856,57157.988095236346,7612.988095238006,49544.99999999834,0.8668079764712278
850,141916.35119048157,7797.3511904760935,134119.00000000547,0.9450567103433317
387,16782.46726190488,7337.467261904812,9445.000000000067,0.5627897169470194
795,214708.1249999976,11472.124999999793,203235.99999999782,0.9465687430319653
