grid_id,total_orders,total_unmet,total_met,assignment_ratio
172,67.0,0.0,67.0,1.0
925,17393.0,2514.0,14879.0,0.855459092738458
1232,5430.0,724.0,4706.0,0.8666666666666667
873,4133.0,1292.0,2841.0,0.6873941446890879
856,373.0,11.0,362.0,0.9705093833780161
973,9676.0,1925.0,7751.0,0.8010541546093427
1140,3302.0,278.0,3024.0,0.9158086008479709
794,5251.0,435.0,4816.0,0.9171586364502
464,296.0,0.0,296.0,1.0
834,9592.0,2303.0,7289.0,0.7599040867389492
402,928.0,3.0,925.0,0.9967672413793104
1478,220.0,0.0,220.0,1.0
928,11482.0,1267.0,10215.0,0.8896533704929455
702,3077.0,520.0,2557.0,0.8310042248943776
1004,1958.0,187.0,1771.0,0.9044943820224719
1399,1425.0,540.0,885.0,0.6210526315789474
1058,6143.0,1233.0,4910.0,0.7992837375874979
525,507.0,0.0,507.0,1.0
850,3209.0,667.0,2542.0,0.7921470863197257
1213,417.0,1.0,416.0,0.9976019184652278
200,31.0,0.0,31.0,1.0
1105,2014.0,52.0,1962.0,0.974180734856008
579,2090.0,264.0,1826.0,0.8736842105263158
1011,13498.0,2135.0,11363.0,0.8418284190250408
783,10538.0,2766.0,7772.0,0.7375213513000569
714,1450.0,23.0,1427.0,0.9841379310344828
1412,339.0,0.0,339.0,1.0
967,10805.0,2060.0,8745.0,0.8093475242943082
1067,855.0,14.0,841.0,0.9836257309941521
1187,4540.0,538.0,4002.0,0.8814977973568282
