grid_id,total_orders,total_unmet,total_met,assignment_ratio
172,8615.582241555823,6928.582241555821,1687.0000000000018,0.19580800840865273
925,76503.99340872008,8489.993408719805,68014.00000000028,0.8890254870309542
1232,54507.004550066624,7957.004550067349,46549.99999999927,0.854018678594628
873,33513.73588737809,7669.73588737808,25844.00000000001,0.771146496076952
856,19253.381979229995,7198.381979229839,12055.000000000156,0.626123764282283
973,62990.227672554865,8746.227672555055,54243.99999999981,0.8611494513399603
1140,55830.920855845216,7310.920855845594,48519.99999999962,0.8690524758722445
794,74398.47187899677,8065.471878997228,66332.99999999955,0.8915908932630353
464,15648.902123246327,7193.902123246271,8455.000000000056,0.540293493652837
834,59535.51481309152,7624.514813090905,51911.00000000061,0.8719333353036813
402,32033.378174520436,7278.37817452056,24754.999999999876,0.7727876799359915
1478,20922.537673944527,7256.537673944511,13666.000000000016,0.6531712459057346
928,79058.93853584507,7691.938535845171,71366.9999999999,0.9027062761238861
702,47625.785899571674,8399.785899571534,39226.00000000014,0.8236294532276247
1004,38255.779934394115,7585.779934394475,30669.99999999964,0.8017089196089182
1399,45271.9285174403,8754.928517440423,36516.999999999876,0.806614632860897
1058,42784.804138695654,7270.804138695883,35513.99999999977,0.83006106291556
525,18228.534041877287,7213.534041877407,11014.99999999988,0.6042723992337832
850,40972.99331184838,7283.993311848296,33689.00000000009,0.8222245258868616
1213,15933.728061537357,7220.728061537622,8712.999999999734,0.5468274572246632
200,10337.3003605042,7123.300360504345,3213.9999999998545,0.31091289678295586
1105,35179.0648077749,7280.064807775406,27898.999999999494,0.7930568976874438
579,44961.56247614924,7298.562476149365,37662.999999999876,0.8376710667023408
1011,49565.59147584024,7264.5914758404,42300.99999999984,0.8534347869250913
783,59720.47688354453,7319.476883545168,52400.99999999936,0.877437735505391
714,36179.396452332614,7264.396452332804,28914.99999999981,0.7992117844778353
1412,16664.033550315096,7170.033550315124,9493.999999999973,0.5697300099243051
967,45715.40162124936,7662.401621249198,38053.00000000016,0.8323890559962275
1067,29850.11100369294,7221.111003693191,22628.999999999745,0.7580876331481707
1187,42150.861191884425,7526.861191884495,34623.99999999993,0.8214304292000162
