time_step,low_battery_ratio,low_battery_count,mean_battery_pct,n_charging,charging_utilization,energy_consumed_pct_this_bin
0,0.0,0,99.2428626088796,0,0.0,14558.194091170064
1,0.0,0,98.90770928797572,2,9.523809523809524e-05,18162.199013607995
2,0.0,0,99.1657479794687,9,0.00042857142857142855,11490.617923817073
3,0.0,0,99.16287770487504,7,0.0003333333333333333,11188.830695698334
4,0.0,0,99.38445248012641,11,0.0005238095238095238,6288.013390892265
5,0.0,0,99.40681746477514,16,0.0007619047619047619,6176.770776739931
6,0.0,0,99.50763300090829,8,0.00038095238095238096,3811.3778229984346
7,0.0,0,99.51128886404314,11,0.0005238095238095238,3676.869883927278
8,0.0,0,99.51428679142602,14,0.0006666666666666666,3745.747016150965
9,0.0,0,99.5258304565695,14,0.0006666666666666666,3522.507680084639
10,0.0,0,99.20542408451591,6,0.00028571428571428574,9529.874403675809
11,0.00028571428571428574,6,99.19812541051682,37,0.0017619047619047618,9598.60294918957
12,0.00038095238095238096,8,98.68822546518497,25,0.0011904761904761906,19792.268934200438
13,0.0004761904761904762,10,98.37451270092232,32,0.0015238095238095239,20000.15535788137
14,0.0002380952380952381,5,97.83505301230107,70,0.0033333333333333335,24838.810668480968
15,0.0006666666666666666,14,97.4406669917585,123,0.005857142857142857,24782.653204724174
16,0.0005714285714285715,12,97.21707931824704,191,0.009095238095238095,27873.521474906116
17,0.0006666666666666666,14,96.97431946287409,139,0.006619047619047619,27896.117514569603
18,0.0006666666666666666,14,96.7398312936398,189,0.009,31518.639643811115
19,0.001142857142857143,24,96.91068888803566,192,0.009142857142857144,31344.31720425166
20,0.0013333333333333333,28,97.05900103216263,194,0.009238095238095238,29668.82482008964
21,0.0009047619047619047,19,97.1872185463791,150,0.007142857142857143,30185.252311435645
22,0.0004761904761904762,10,97.359441119125,130,0.006190476190476191,28400.631849843703
23,0.0013333333333333333,28,97.45556637421235,120,0.005714285714285714,28173.440527873852
24,0.0016666666666666668,35,97.38079757403479,121,0.0057619047619047615,29616.02400398288
25,0.0013333333333333333,28,97.27432461921718,100,0.004761904761904762,29367.091687192133
26,0.001,21,97.05008410630698,115,0.0054761904761904765,32101.130056834685
27,0.0010952380952380953,23,96.80233625915805,118,0.005619047619047619,32380.869644415812
28,0.0015714285714285715,33,96.72125825224035,143,0.00680952380952381,31406.722180754467
29,0.001238095238095238,26,96.60060633532238,144,0.006857142857142857,32037.21269846872
30,0.0013333333333333333,28,96.58538830460972,170,0.008095238095238095,31023.786101532525
31,0.001238095238095238,26,96.5539353164282,155,0.007380952380952381,31032.1678068658
32,0.001142857142857143,24,96.6110479934811,166,0.007904761904761904,30170.547170398164
33,0.0010476190476190477,22,96.57177545951033,171,0.008142857142857143,29998.142040012826
34,0.0014761904761904762,31,96.76506408283684,171,0.008142857142857143,27643.244073095826
35,0.0018571428571428571,39,96.63576127369583,169,0.008047619047619048,27282.570723580957
36,0.0019523809523809524,41,96.52341389571959,139,0.006619047619047619,27143.246707260958
37,0.001,21,96.56299421667053,192,0.009142857142857144,27059.565913123362
38,0.001238095238095238,26,96.35358245539514,181,0.008619047619047618,28635.171882119274
39,0.0013333333333333333,28,96.41704918649214,214,0.01019047619047619,30428.10630135507
40,0.0016190476190476191,34,96.21960352663456,210,0.01,30530.814958987972
41,0.0013333333333333333,28,95.88127228449035,187,0.008904761904761905,31239.621603957938
42,0.0015238095238095239,32,95.46328815068243,282,0.013428571428571429,32725.819278044262
43,0.0014285714285714286,30,95.23461082176365,289,0.013761904761904762,32114.483589143074
44,0.0015238095238095239,32,94.98989272369519,286,0.01361904761904762,30606.60557224484
45,0.0012857142857142856,27,94.75807590969828,404,0.019238095238095238,31315.681253118622
46,0.0019047619047619048,40,95.07883940836759,589,0.028047619047619047,23566.344362174645
47,0.002142857142857143,45,95.24751752799182,487,0.023190476190476192,23402.743702597098
48,0.0013333333333333333,28,95.81791364998891,726,0.03457142857142857,20433.630331220902
49,0.0009047619047619047,19,96.3908203190141,625,0.02976190476190476,19039.187937532082
50,0.0017619047619047618,37,97.34254944295519,484,0.023047619047619046,11381.637946255252
51,0.0022380952380952382,47,97.7749442550359,308,0.014666666666666666,11757.574596493865
52,0.0016666666666666668,35,98.32181020236997,230,0.010952380952380953,6421.892945813777
53,0.0018571428571428571,39,98.51217226470196,193,0.00919047619047619,6132.189761873459
54,0.0026666666666666666,56,98.70011627734176,149,0.007095238095238095,3624.2461861077136
55,0.0030952380952380953,65,98.77772535299006,131,0.006238095238095238,3707.8095412446696
