time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service
0,459,6000.523809523805,6459.523809523805,0.0,6000.523809523806,12,25970.699152238336,25970.699152238336,471
1,424,12036.047619047622,6459.523809523805,6000.523809523806,12036.047619047618,0,23118.53359029898,49089.232742537315,557
2,396,15806.476190476187,4166.428571428578,12036.047619047618,15806.476190476196,0,20854.1146667607,69943.34740929802,571
3,434,19538.904761904727,4166.428571428578,15806.476190476196,19538.90476190478,0,20517.43631524125,90460.78372453927,565
4,430,21370.11904761887,2261.214285714292,19538.90476190478,21370.11904761903,0,17848.706147756624,108309.4898722959,542
5,443,23188.33333333312,2261.214285714292,21370.11904761903,23188.333333333336,0,19216.989381443418,127526.47925373932,529
6,410,24032.80952380936,1254.47619047619,23188.333333333336,24032.809523809516,0,17627.9875297703,145154.46678350962,504
7,341,24946.28571428554,1254.47619047619,24032.809523809516,24946.285714285765,0,15893.323280342487,161047.7900638521,474
8,372,25711.666666666522,1137.3809523809502,24946.285714285765,25711.66666666662,71,25337.84325904949,186385.6333229016,542
9,482,26367.04761904738,1137.3809523809502,25711.66666666662,26367.047619047637,0,23976.329217815037,210361.96254071663,531
10,425,28838.40476190469,2896.3571428571463,26367.047619047637,28838.404761904752,0,19858.218614841193,230220.18115555783,500
11,406,31328.761904761806,2896.3571428571463,28838.404761904752,31328.761904761894,0,20784.20831057477,251004.3894661326,420
12,335,37109.452380952265,6115.690476190475,31328.761904761894,37109.45238095238,0,16221.975021103095,267226.36448723567,403
13,317,42908.14285714276,6115.690476190475,37109.45238095238,42908.14285714277,0,16252.656664085705,283479.02115132136,448
14,320,50552.14285714266,7963.999999999989,42908.14285714277,50552.142857142906,0,14811.58043557917,298290.60158690054,334
15,220,58296.1428571428,7963.999999999989,50552.142857142906,58296.14285714279,0,10813.365377739407,309103.96696463996,394
16,288,67027.30952380942,9019.166666666664,58296.14285714279,67027.30952380961,0,13157.52583275572,322261.4927973957,348
17,217,75829.47619047643,9019.166666666664,67027.30952380961,75829.47619047614,0,11059.195073323572,333320.68787071924,406
18,170,86507.26190476207,10847.785714285717,75829.47619047614,86507.26190476205,0,9213.113154073224,342533.8010247925,270
19,238,97117.04761904798,10847.785714285717,86507.26190476205,97117.04761904792,0,12408.312754472778,354942.11377926526,289
20,216,107880.11904761937,10979.071428571422,97117.04761904792,107880.11904761894,0,11930.286419049231,366872.4001983145,286
21,283,118576.19047619039,10979.071428571422,107880.11904761894,118576.19047619042,0,12734.627505388491,379607.02770370303,324
22,239,128961.6666666669,10624.476190476189,118576.19047619042,128961.6666666667,0,10384.787476872649,389991.8151805757,301
23,178,139408.1428571429,10624.476190476189,128961.6666666667,139408.14285714264,0,10883.331353939493,400875.1465345152,226
24,264,149919.04761904743,10774.904761904767,139408.14285714264,149919.0476190475,1,13294.255496926813,414169.40203144203,300
25,210,160483.95238095228,10774.904761904767,149919.0476190475,160483.95238095237,0,11430.04871459641,425599.45074603846,265
26,251,172025.0952380952,11792.142857142855,160483.95238095237,172025.09523809486,0,12618.13630805182,438217.5870540903,326
27,176,183641.2380952377,11792.142857142855,172025.09523809486,183641.23809523814,0,8987.719883346892,447205.30693743716,213
28,209,194973.54761904784,11541.30952380952,183641.23809523814,194973.54761904766,0,10624.13715105685,457829.444088494,246
29,287,206227.85714285736,11541.30952380952,194973.54761904766,206227.85714285754,0,16081.783888841388,473911.2279773354,355
30,203,217230.7380952387,11205.880952380967,206227.85714285754,217230.73809523834,0,8401.899490022557,482313.12746735796,292
31,201,228235.6190476195,11205.880952380967,217230.73809523834,228235.61904761894,0,11424.840720162818,493737.9681875208,229
32,273,238507.80952380892,10545.190476190486,228235.61904761894,238507.80952380935,0,13275.260446200782,507013.2286337216,311
33,287,248765.99999999933,10545.190476190486,238507.80952380935,248765.9999999999,0,12517.466332669195,519530.6949663908,371
34,180,258228.71428571455,9642.714285714286,248765.9999999999,258228.7142857142,0,9713.021382954501,529243.7163493453,267
35,206,267665.4285714285,9642.714285714286,258228.7142857142,267665.4285714288,0,13115.785075540927,542359.5014248862,235
36,200,277020.1904761907,9554.761904761903,267665.4285714288,277020.1904761902,0,10115.044498777843,552474.545923664,258
37,278,286296.9523809521,9554.761904761903,277020.1904761902,286296.9523809521,0,13662.371474057913,566136.9173977219,363
38,217,296820.4761904759,10740.523809523826,286296.9523809521,296820.47619047575,0,11756.85037324775,577893.7677709697,333
39,124,307436.9999999996,10740.523809523826,296820.47619047575,307437.00000000064,0,7009.727418401011,584903.4951893707,199
40,264,318486.76190476224,11313.761904761905,307437.00000000064,318486.7619047616,5,14015.533746388153,598919.0289357589,299
41,222,329578.5238095232,11313.761904761905,318486.7619047616,329578.5238095237,0,11409.24398062485,610328.2729163837,244
42,267,340456.21428571374,11144.690476190484,329578.5238095237,340456.21428571414,0,12697.428134172118,623025.7010505558,305
43,229,351371.9047619042,11144.690476190484,340456.21428571414,351371.9047619044,0,12829.077678870031,635854.7787294259,244
44,171,361407.9047619044,10207.000000000002,351371.9047619044,361407.90476190543,0,12519.268129035841,648374.0468584617,187
45,219,371395.90476190543,10207.000000000002,361407.90476190543,371395.904761904,0,11214.819082191714,659588.8659406534,270
46,222,379821.8571428564,8647.95238095239,371395.904761904,379821.8571428578,0,11849.210783076765,671438.0767237302,238
47,309,388160.8095238102,8647.95238095239,379821.8571428578,388160.8095238093,0,15338.350419983275,686776.4271437135,321
48,274,394346.33333333273,6459.523809523805,388160.8095238093,394346.3333333331,0,13228.000289375539,700004.427433089,288
49,163,400642.8571428565,6459.523809523805,394346.3333333331,400642.8571428578,0,9304.154223479447,709308.5816565685,185
50,235,404574.28571428655,4166.428571428578,400642.8571428578,404574.28571428574,0,14121.01017771751,723429.591834286,270
51,273,408467.7142857145,4166.428571428578,404574.28571428574,408467.71428571426,0,12211.527833579257,735641.1196678652,287
52,315,410413.9285714285,2261.214285714292,408467.71428571426,410413.92857142916,0,12601.562522126576,748242.6821899918,316
53,174,412501.1428571434,2261.214285714292,410413.92857142916,412501.1428571431,0,11438.21263515702,759680.8948251489,197
54,322,413433.6190476189,1254.47619047619,412501.1428571431,413433.6190476188,0,14421.351694583533,774102.2465197324,335
55,319,414369.0952380946,1254.47619047619,413433.6190476188,414369.0952380951,0,13489.228961197008,787591.4754809294,326
56,258,415248.47619047586,1137.3809523809502,414369.0952380951,415248.4761904772,0,10394.630151685116,797986.1056326145,284
57,241,416144.857142858,1137.3809523809502,415248.4761904772,416144.85714285704,0,12635.592249673507,810621.697882288,255
58,106,418935.2142857139,2896.3571428571463,416144.85714285704,418935.21428571455,0,8307.873888341612,818929.5717706296,110
59,356,421475.5714285714,2896.3571428571463,418935.21428571455,421475.5714285713,0,11673.256642052402,830602.828412682,360
60,296,427295.2619047617,6115.690476190475,421475.5714285713,427295.26190476137,0,13705.016294769839,844307.8447074519,297
61,243,433167.9523809518,6115.690476190475,427295.26190476137,433167.95238095237,0,14351.268539363366,858659.1132468153,291
62,181,440950.952380952,7963.999999999989,433167.95238095237,440950.9523809524,0,11078.387512876852,869737.5007596922,195
63,309,448605.9523809521,7963.999999999989,440950.9523809524,448605.95238095184,0,13511.024748819873,883248.525508512,361
64,232,457393.11904761876,9019.166666666664,448605.95238095184,457393.11904761934,0,10871.430802459674,894119.9563109718,385
65,64,466348.28571428626,9019.166666666664,457393.11904761934,466348.28571428545,0,6469.42422128165,900589.3805322534,178
66,245,476951.0714285719,10847.785714285717,466348.28571428545,476951.0714285716,0,15188.615577256583,915777.99610951,261
67,312,487486.85714285803,10847.785714285717,476951.0714285716,487486.8571428563,0,15372.292233082408,931150.2883425923,415
68,130,498335.92857142794,10979.071428571422,487486.8571428563,498335.9285714285,0,6083.794642938636,937234.082985531,303
69,209,509106.0000000002,10979.071428571422,498335.9285714285,509105.99999999936,0,11046.714947168432,948280.7979326994,224
70,278,519452.4761904759,10624.476190476189,509105.99999999936,519452.4761904757,0,15302.392591991704,963583.1905246911,330
71,119,529957.9523809516,10624.476190476189,519452.4761904757,529957.9523809532,0,9495.071893405973,973078.2624180971,207
72,214,540518.8571428589,10774.904761904767,529957.9523809532,540518.8571428566,0,14614.964640891732,987693.2270589889,284
73,129,551164.7619047622,10774.904761904767,540518.8571428566,551164.7619047612,0,8857.085983563862,996550.3130425528,224
74,238,562718.9047619047,11792.142857142855,551164.7619047612,562718.9047619049,0,13115.203234368206,1009665.516276921,257
75,217,574294.0476190484,11792.142857142855,562718.9047619049,574294.0476190483,0,13927.9038102638,1023593.4200871849,387
76,227,585608.357142858,11541.30952380952,574294.0476190483,585608.3571428588,0,13914.90515246091,1037508.3252396458,372
77,109,597040.6666666685,11541.30952380952,585608.3571428588,597040.6666666665,0,7238.952370568966,1044747.2776102148,225
78,144,608102.5476190475,11205.880952380967,597040.6666666665,608102.547619048,0,7897.30212336874,1052644.5797335836,218
79,331,618977.428571429,11205.880952380967,608102.547619048,618977.4285714299,0,19977.21418619021,1072621.7939197738,369
80,185,629337.6190476216,10545.190476190486,618977.4285714299,629337.6190476193,0,10149.440953904246,1082771.234873678,354
81,214,639668.809523811,10545.190476190486,629337.6190476193,639668.8095238098,0,10153.748825035762,1092924.9836987138,278
82,237,649074.5238095223,9642.714285714286,639668.8095238098,649074.5238095233,0,11426.01894594032,1104351.0026446541,291
83,144,658573.2380952358,9642.714285714286,649074.5238095233,658573.2380952383,0,7989.233706991227,1112340.2363516453,274
84,174,667954.0000000009,9554.761904761903,658573.2380952383,667954.0000000008,0,11305.546467564292,1123645.7828192096,247
85,318,677190.7619047634,9554.761904761903,667954.0000000008,677190.7619047634,0,13957.532930317027,1137603.3157495267,456
86,150,687781.2857142879,10740.523809523826,677190.7619047634,687781.2857142857,0,10533.714407754496,1148137.0301572813,329
87,217,698304.8095238102,10740.523809523826,687781.2857142857,698304.8095238094,0,11369.78365873402,1159506.8138160154,298
88,228,709390.5714285709,11313.761904761905,698304.8095238094,709390.5714285704,0,11182.788300686301,1170689.6021167017,356
89,125,720579.333333332,11313.761904761905,709390.5714285704,720579.3333333333,0,9158.678098662343,1179848.280215364,257
90,223,731501.0238095246,11144.690476190484,720579.3333333333,731501.023809525,0,14686.201339664753,1194534.4815550288,280
91,202,742443.7142857163,11144.690476190484,731501.023809525,742443.7142857132,0,10589.70501734785,1205124.1865723766,255
