time_step,low_battery_ratio,low_battery_count,mean_battery_pct,n_charging,charging_utilization,energy_consumed_pct_this_bin
0,0.0,0,99.59468584318229,0,0.0,7257.297396020992
1,0.0,0,99.33232549656562,3,0.00014285714285714287,10503.951089497867
2,0.0,0,99.45677045796243,11,0.0005238095238095238,6411.895681691704
3,0.0,0,99.44394692583904,9,0.00042857142857142855,6341.86009107775
4,0.0,0,99.56162825790584,14,0.0006666666666666666,3222.1867849588207
5,0.0,0,99.56582980016064,14,0.0006666666666666666,3337.3349322048043
6,0.0,0,99.61144805463505,15,0.0007142857142857143,2055.112276244816
7,0.0,0,99.64034440269471,21,0.001,1776.6659471684397
8,0.0,0,99.62795945251737,13,0.000619047619047619,1823.3794318519738
9,0.0,0,99.62119780933635,15,0.0007142857142857143,1880.8104737342437
10,4.761904761904762e-05,1,99.49667614103659,17,0.0008095238095238096,4285.975667612352
11,0.00019047619047619048,4,99.50021636097843,34,0.0016190476190476191,4345.489359740204
12,0.00028571428571428574,6,99.11026657650123,23,0.0010952380952380953,12054.131059917203
13,0.00028571428571428574,6,99.03348484384931,44,0.0020952380952380953,12243.687356591188
14,0.00028571428571428574,6,98.41453812631364,35,0.0016666666666666668,20954.389881087223
15,0.0005238095238095238,11,97.88239652545583,50,0.002380952380952381,20829.11799718427
16,0.0006666666666666666,14,97.67596063918035,104,0.004952380952380952,23276.746169641898
17,0.0007142857142857143,15,97.57560119828175,188,0.008952380952380953,23465.657752267314
18,0.0006666666666666666,14,97.50701269440823,177,0.00842857142857143,24426.679010979424
19,0.0008095238095238096,17,97.62914450574274,179,0.008523809523809524,23886.106487760477
20,0.0009523809523809524,20,97.81272791553916,189,0.009,21716.909828974654
21,0.0009047619047619047,19,97.95833857275024,140,0.006666666666666667,21163.251943136125
22,0.0008571428571428571,18,98.05819294156377,135,0.0064285714285714285,20262.006231361433
23,0.0009047619047619047,19,98.1333385439199,123,0.005857142857142857,19747.667225835095
24,0.001238095238095238,26,98.08773619912665,102,0.004857142857142857,20616.26725658851
25,0.0012857142857142856,27,98.05765815865757,118,0.005619047619047619,20479.180610117368
26,0.0011904761904761906,25,97.96456508595142,122,0.0058095238095238096,23266.839303358905
27,0.0011904761904761906,25,97.87686818174011,107,0.005095238095238095,23340.734609164014
