vehicle_id,time_step,battery_after_charge
V21,1,99.68524852323107
V21,2,100.0
V21,12,100.0
V21,14,100.0
V21,16,95.38534025305196
V21,17,100.0
V21,19,100.0
V21,21,100.0
V21,23,100.0
V21,25,100.0
V21,27,100.0
V21,31,77.40738270121152
V21,32,84.40738270121152
V21,33,91.40738270121152
V21,34,98.40738270121152
V21,35,100.0
V21,37,98.98715704809572
V21,38,100.0
V21,40,100.0
V21,42,100.0
V21,45,98.27693751809237
V21,46,100.0
V21,49,92.37023568902697
V21,50,99.37023568902697
V21,51,100.0
V21,54,96.30271443127623
V21,55,100.0
V21,58,96.30271443127623
V21,59,100.0
V21,62,96.30271443127623
V21,63,100.0
V21,67,77.92870802373574
V21,68,84.92870802373574
V21,69,91.92870802373574
V21,70,98.92870802373574
V21,71,100.0
V21,73,96.30595992439738
V21,74,100.0
V21,76,100.0
V21,78,97.6577885471839
V21,79,100.0
V21,84,87.69009661881185
V21,85,94.69009661881185
V21,87,94.00061488276617
V21,88,100.0
V21,90,96.30271443127623
V21,91,100.0
V21,94,97.32561541108652
V21,95,100.0
V21,98,78.58402857485066
V21,99,85.58402857485066
V21,100,92.58402857485066
V21,101,99.58402857485066
V21,102,100.0
V21,106,84.39362286074567
V21,107,91.39362286074567
V21,108,98.39362286074567
V21,112,67.70810394467395
V21,113,74.70810394467395
V21,114,81.70810394467395
V21,115,88.70810394467395
V21,116,95.70810394467395
V21,117,100.0
V21,119,100.0
V21,121,100.0
V21,123,100.0
V21,125,100.0
V21,127,99.15852512154528
V21,128,100.0
V21,130,100.0
V21,133,100.0
V21,137,99.15852512154528
V21,138,100.0
V21,140,99.15852512154528
V21,141,100.0
V21,147,92.4881797203835
V21,148,99.4881797203835
V21,149,100.0
V21,155,89.55498785869852
V21,158,80.37618254269464
V21,159,87.37618254269464
V21,160,94.37618254269464
V21,161,100.0
V21,165,83.94006645763844
V21,166,90.94006645763844
V21,167,97.94006645763844
V21,168,100.0
V21,170,100.0
V21,172,100.0
V21,174,100.0
V21,177,100.0
V21,179,100.0
V21,181,97.57649374873853
V21,182,100.0
V21,184,100.0
V21,186,100.0
V21,188,100.0
V21,190,100.0
V21,192,100.0
V21,194,94.5873306328011
V21,195,100.0
V21,208,97.23409976773641
V21,209,100.0
V21,212,100.0
V21,214,100.0
V21,216,100.0
V21,218,100.0
V21,220,99.68524852323107
V21,221,100.0
V21,223,100.0
V21,230,100.0
V21,233,100.0
