vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,1.0,7.0,1392,32412.0,23762,5594423.0,0.00422947980531079,0.7331235344933975,5052544.578272802
