time_step,low_battery_ratio,low_battery_count,mean_battery_pct
0,9.523809523809524e-05,2,94.2518293762971
1,0.0005714285714285715,12,89.3281956846523
2,0.0008095238095238096,17,87.9859205542553
3,0.0019047619047619048,40,86.83114465402656
4,0.002285714285714286,48,87.5801491738674
5,0.0035238095238095237,74,88.25961552309106
6,0.0026666666666666666,56,89.59113196692695
7,0.002285714285714286,48,90.52476305815776
8,0.003761904761904762,79,91.16955729586547
9,0.0057619047619047615,121,91.58482929530719
10,0.006333333333333333,133,89.84875036213971
11,0.00780952380952381,164,88.24312082536635
12,0.014523809523809524,305,83.36068027528371
13,0.03938095238095238,827,77.02146391077915
14,0.07266666666666667,1526,69.7240423623702
15,0.11428571428571428,2400,62.577814809067775
16,0.18404761904761904,3865,54.06760727967524
17,0.2885238095238095,6059,44.57938802240518
18,0.44123809523809526,9266,31.570951533796286
19,0.6056666666666667,12719,20.502583896982483
20,0.7608095238095238,15977,15.035480532803106
21,0.8441428571428572,17727,12.318597028844987
22,0.8617619047619047,18097,11.879526348510364
23,0.8771428571428571,18420,11.640569334208674
24,0.8884285714285715,18657,11.012512290591179
25,0.8757142857142857,18390,11.933260608972066
26,0.8535238095238096,17924,12.236408891929402
27,0.8528095238095238,17909,11.58877050353641
28,0.8492857142857143,17835,11.982347861317862
29,0.8422857142857143,17688,12.349182310796714
30,0.8356190476190476,17548,12.901158676083995
31,0.7813333333333333,16408,13.055921316658676
32,0.8364761904761905,17566,12.210150278402857
33,0.7983809523809524,16766,12.67892603203408
34,0.8402380952380952,17645,12.28831925663209
35,0.7942380952380952,16679,13.165647159805241
36,0.7601428571428571,15963,13.409625505643204
37,0.8106190476190476,17023,13.040348383285968
38,0.8004761904761905,16810,12.598055075926922
39,0.7120952380952381,14954,14.876956845717539
40,0.728047619047619,15289,15.315046516742981
41,0.7052857142857143,14811,14.395715579893285
42,0.7969047619047619,16735,13.087352320026827
43,0.7384761904761905,15508,13.671937589421619
44,0.792952380952381,16652,13.730450922432876
45,0.7767619047619048,16312,13.70135040963273
46,0.7520952380952381,15794,14.498479155444164
47,0.7653809523809524,16073,14.032433402026
48,0.7111904761904762,14935,14.884522566696951
49,0.6900952380952381,14492,15.517629416943384
50,0.6584285714285715,13827,16.026621545891626
51,0.6367619047619048,13372,17.143053793484356
52,0.5860952380952381,12308,17.305209488316844
53,0.6424285714285715,13491,17.136606776196338
54,0.674,14154,15.52738084847627
55,0.5925714285714285,12444,16.271878472381566
56,0.6130476190476191,12874,17.021354897690657
57,0.5355714285714286,11247,18.411965330330837
58,0.49557142857142855,10407,20.053761356320493
59,0.5271428571428571,11070,19.778179149149356
60,0.537952380952381,11297,18.41253117099663
61,0.559952380952381,11759,17.901886935759148
62,0.5760952380952381,12098,16.915680052568828
63,0.578047619047619,12139,17.822983823922858
64,0.6201904761904762,13024,17.60582392881594
65,0.615,12915,16.55545639428236
66,0.6113809523809524,12839,16.834241294418707
67,0.6121904761904762,12856,17.666895602907044
68,0.6508571428571429,13668,16.39690010782393
69,0.6851904761904762,14389,15.019365622005592
70,0.6474761904761904,13597,15.574673584912752
71,0.678047619047619,14239,16.114418297106166
72,0.6952857142857143,14601,15.151502500543645
73,0.6787619047619048,14254,15.641705365095973
74,0.681952380952381,14321,15.487461280428924
75,0.703952380952381,14783,15.565148746161034
