vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
10,300,1.0,7.0,0,1,False,1.5,1.0,30,0,1392,109287.0,28752,51188509.0,0.0005613732448519651,0.2630871009360674,3041219.4314566646
