vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,rebalance_interval,rebalance_min_reserve,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
20,600,1.0,7.0,1,1,1799,500,11112.0,11112,366.0,0.9681129116570831,1.0,1966768.1678864704
