time_step,low_battery_ratio,low_battery_count,mean_battery_pct
0,0.0,0,99.29246492559112
1,0.0,0,98.95012170780578
2,0.0,0,99.23410042037845
3,0.0,0,99.20533043042425
4,0.0,0,99.40119170844147
5,0.0,0,99.4008388603292
6,0.0,0,99.49171346563068
7,4.761904761904762e-05,1,99.48786182868334
8,0.00014285714285714287,3,99.47435981735293
9,0.00028571428571428574,6,99.45531580057136
10,0.0004761904761904762,10,99.11193222396643
11,0.0005238095238095238,11,99.11708028242809
12,0.00042857142857142855,9,98.52417561619497
13,0.0008095238095238096,17,97.89610861494086
14,0.001238095238095238,26,97.32044879555805
15,0.0014761904761904762,31,97.05852911036081
16,0.0011904761904761906,25,96.8552948860238
17,0.0007142857142857143,15,96.8251839184098
18,0.0008095238095238096,17,96.68580616224452
19,0.0010476190476190477,22,96.8463400776793
20,0.0011904761904761906,25,97.17757181110838
21,0.001238095238095238,26,97.39965075641489
22,0.0011904761904761906,25,97.60531034008291
23,0.001238095238095238,26,97.72614462603391
24,0.0016666666666666668,35,97.62735320502922
25,0.0016666666666666668,35,97.54294027307252
26,0.0017142857142857142,36,97.44468023021766
27,0.0015238095238095239,32,97.39300471505011
28,0.001380952380952381,29,97.41023377926845
29,0.0014285714285714286,30,97.36616463441347
30,0.0015714285714285715,33,97.38026887312604
31,0.0018095238095238095,38,97.402334167259
32,0.0015238095238095239,32,97.39142770309844
33,0.0013333333333333333,28,97.26860570746057
34,0.0013333333333333333,28,97.3599596935055
35,0.0015714285714285715,33,97.26576518671355
36,0.0019523809523809524,41,97.36534335480748
37,0.0019047619047619048,40,97.39219198677455
38,0.0016190476190476191,34,97.30948011591212
39,0.0012857142857142856,27,97.42541992359493
40,0.0011904761904761906,25,97.2747472408431
41,0.0015238095238095239,32,97.12722906098081
42,0.0017619047619047618,37,96.76179174390907
43,0.002,42,96.22995527707982
44,0.0014761904761904762,31,95.94292806669974
45,0.0015714285714285715,33,95.56738697317137
46,0.0017619047619047618,37,95.70265518114998
47,0.002142857142857143,45,95.86936690868788
48,0.0019523809523809524,41,95.92733605064342
49,0.0032380952380952383,68,95.94567238990996
50,0.003761904761904762,79,96.47103038142097
51,0.003904761904761905,82,96.99185555555518
52,0.003476190476190476,73,97.69076821654218
53,0.003476190476190476,73,98.09012841003063
54,0.0036666666666666666,77,98.32816758412318
55,0.003904761904761905,82,98.43251521265681
56,0.004190476190476191,88,98.46333379507993
57,0.004190476190476191,88,98.52647476926386
58,0.004190476190476191,88,98.32580956645353
59,0.003285714285714286,69,98.40597432446
60,0.0029047619047619048,61,97.85727404222536
61,0.002142857142857143,45,97.43804034758114
62,0.0021904761904761906,46,96.55246756006827
63,0.0021904761904761906,46,95.73028664660453
64,0.002142857142857143,45,95.28871500344007
65,0.0019047619047619048,40,95.07447105272308
66,0.0028095238095238095,59,94.82618207861381
67,0.003904761904761905,82,95.01337350372884
68,0.004142857142857143,87,95.5965067477002
69,0.004333333333333333,91,96.0678267802551
70,0.003285714285714286,69,96.55862533125989
71,0.0029047619047619048,61,96.86880073502124
72,0.0027142857142857142,57,96.88405358965714
73,0.003,63,96.79334920500459
74,0.002476190476190476,52,96.56238513649383
75,0.0021904761904761906,46,96.40260015608517
76,0.002380952380952381,50,96.35011583268094
77,0.002380952380952381,50,96.2798623241868
78,0.002380952380952381,50,96.37106732419136
79,0.0025238095238095237,53,96.43149532471814
80,0.0025238095238095237,53,96.49400449297366
81,0.0022380952380952382,47,96.43435240893604
82,0.0023333333333333335,49,96.57279811489286
83,0.0023333333333333335,49,96.50246379786445
84,0.0024285714285714284,51,96.57444462805402
85,0.0026666666666666666,56,96.56772914483201
86,0.0030952380952380953,65,96.39076383514447
87,0.0029523809523809524,62,96.41086952826035
88,0.003285714285714286,69,96.18339983975982
89,0.0029047619047619048,61,95.99329961571623
90,0.003476190476190476,73,95.53267085292866
91,0.004142857142857143,87,94.93205877268275
92,0.004714285714285714,99,94.42960148927095
93,0.006095238095238095,128,93.78889875247809
94,0.006571428571428572,138,93.86412946297295
95,0.010333333333333333,217,94.14894011966828
96,0.012904761904761905,271,94.5312653440393
97,0.012333333333333333,259,94.89111326742218
98,0.008476190476190476,178,95.61140883117625
99,0.007571428571428572,159,96.3702418317592
100,0.007095238095238095,149,97.24502464075331
101,0.006666666666666667,140,97.76341763376202
102,0.006380952380952381,134,98.07419981670819
103,0.005666666666666667,119,98.1836291893853
104,0.0054285714285714284,114,98.2734080715532
105,0.005666666666666667,119,98.34197614716429
106,0.005238095238095238,110,98.14105222261432
107,0.004714285714285714,99,98.23882201570288
108,0.0036666666666666666,77,97.72870972464872
109,0.0029047619047619048,61,97.31328528826123
110,0.0029047619047619048,61,96.38230911777958
111,0.0026666666666666666,56,95.61656743554578
112,0.0030476190476190477,64,95.01488435248244
113,0.0035714285714285713,75,94.68770513697666
114,0.006142857142857143,129,94.38314530796117
115,0.0057619047619047615,121,94.55123003182364
116,0.0057619047619047615,121,95.11916818247906
117,0.004761904761904762,100,95.75179915533406
118,0.004142857142857143,87,96.31415652335596
119,0.003857142857142857,81,96.66646295077261
120,0.0035714285714285713,75,96.69733877080928
121,0.0035714285714285713,75,96.5801452153864
122,0.0032380952380952383,68,96.36281948246976
123,0.002619047619047619,55,96.21620827016665
124,0.0028095238095238095,59,96.11905085851853
125,0.0033809523809523808,71,95.9632712931782
126,0.003285714285714286,69,96.08000711593023
127,0.002857142857142857,60,96.19250787788079
128,0.0035238095238095237,74,96.21167663545344
129,0.004095238095238095,86,96.12628527120917
130,0.003761904761904762,79,96.27544392324215
131,0.003476190476190476,73,96.2466203289789
132,0.0038095238095238095,80,96.2982415914527
133,0.004238095238095238,89,96.31408420290951
134,0.004619047619047619,97,96.14677348884024
135,0.004428571428571428,93,96.14968880921455
136,0.004190476190476191,88,95.93466126313628
137,0.003761904761904762,79,95.73481519442018
138,0.004,84,95.20768604173804
139,0.004047619047619047,85,94.61155656827538
140,0.0048095238095238095,101,94.04235011501108
141,0.006952380952380952,146,93.44012769991907
142,0.006523809523809524,137,93.64259923735364
143,0.00938095238095238,197,93.8496618803601
144,0.011857142857142858,249,94.03278126149401
145,0.014476190476190476,304,94.14193415570564
146,0.012,252,94.87211736374609
147,0.009285714285714286,195,95.68838995846481
148,0.007857142857142858,165,96.6492909439013
149,0.0074285714285714285,156,97.33772692934711
150,0.006380952380952381,134,97.8272411858151
151,0.005857142857142857,123,98.08414607220722
152,0.005047619047619047,106,98.25913795930569
153,0.004380952380952381,92,98.35172519557014
154,0.003761904761904762,79,98.24435616179666
155,0.0033809523809523808,71,98.34320147748011
156,0.003142857142857143,66,98.25325455960193
157,0.003142857142857143,66,98.22424903098371
158,0.002380952380952381,50,97.89073595046519
159,0.002380952380952381,50,97.43033650223833
160,0.0030952380952380953,65,96.87687862542055
161,0.003904761904761905,82,96.64238090486553
162,0.0034285714285714284,72,96.4110212164356
163,0.004,84,96.30560877468317
164,0.0038095238095238095,80,96.16566700829381
165,0.004904761904761905,103,96.12056856430395
166,0.0064285714285714285,135,96.15717335490896
167,0.005523809523809524,116,96.24834878691986
168,0.0038095238095238095,80,96.22799411491728
169,0.004047619047619047,85,96.17891703639624
170,0.005523809523809524,116,96.04109471136057
171,0.005904761904761905,124,96.00768105600488
172,0.006047619047619047,127,96.09689914452505
173,0.005857142857142857,123,96.16431234926218
174,0.005190476190476191,109,96.25478921665801
175,0.005,105,96.27313760379265
176,0.004904761904761905,103,96.27378338285595
177,0.005047619047619047,106,96.28581256058577
178,0.005333333333333333,112,96.30250030439534
179,0.004571428571428572,96,96.33040240618895
180,0.004,84,96.56063287258442
181,0.005,105,96.65948029315861
182,0.0054285714285714284,114,96.64122639450768
183,0.005047619047619047,106,96.5979978538069
184,0.005142857142857143,108,96.41525343125635
185,0.003761904761904762,79,96.24222596176514
186,0.0033809523809523808,71,96.13468667541474
187,0.0044761904761904765,94,95.94914265623567
188,0.005142857142857143,108,95.77284174002233
189,0.006238095238095238,131,95.52060868157325
190,0.006,126,95.59328641749642
191,0.005952380952380952,125,95.6469574178397
192,0.006714285714285714,141,95.39873347065715
193,0.008809523809523809,185,95.06443194406692
194,0.007857142857142858,165,95.40648895521092
195,0.006952380952380952,146,95.89089495037571
196,0.0067619047619047615,142,96.73947698035632
197,0.007238095238095238,152,97.345320223713
198,0.006857142857142857,144,97.79181747842219
199,0.006095238095238095,128,98.03026470330714
200,0.006571428571428572,138,98.15251137357927
201,0.004952380952380952,104,98.29804170287004
202,0.0037142857142857142,78,98.25757677302292
203,0.0031904761904761906,67,98.34293608815639
204,0.003142857142857143,66,98.12861040950935
205,0.0027142857142857142,57,97.9852635482498
206,0.0026666666666666666,56,97.57487204167987
207,0.0023333333333333335,49,97.06928183565446
208,0.0028095238095238095,59,96.4921611128833
209,0.0033809523809523808,71,96.33978827440201
210,0.003904761904761905,82,96.2063347355151
211,0.004666666666666667,98,96.09106344437562
212,0.0038095238095238095,80,95.9414336611308
213,0.005,105,95.90287160850852
214,0.006047619047619047,127,96.02490467371194
215,0.006047619047619047,127,96.17095056498086
216,0.004952380952380952,104,96.17227580120795
217,0.005238095238095238,110,96.12268913324594
218,0.004238095238095238,89,95.97884753460785
219,0.004952380952380952,104,95.9306519828737
220,0.004666666666666667,98,96.05024089781874
221,0.004571428571428572,96,96.13873452053957
222,0.005285714285714286,111,96.24491316078367
223,0.00680952380952381,143,96.2493834186227
224,0.006190476190476191,130,96.22212319227808
225,0.004904761904761905,103,96.1784777263064
226,0.004571428571428572,96,96.1632448282209
227,0.005190476190476191,109,96.19353261657284
228,0.005047619047619047,106,96.46860379837553
229,0.005,105,96.58498914864535
230,0.005095238095238095,107,96.62850564117552
231,0.004761904761904762,100,96.56656348315379
232,0.0044761904761904765,94,96.27062351909294
233,0.004714285714285714,99,96.04115537083611
234,0.0038095238095238095,80,95.85679872199674
235,0.004666666666666667,98,95.56614574825373
236,0.004761904761904762,100,95.32139289291318
237,0.005666666666666667,119,94.95801328321922
238,0.007142857142857143,150,95.02076093393072
239,0.009047619047619047,190,95.1213433972244
240,0.010809523809523809,227,94.92828097989839
241,0.011666666666666667,245,94.57662469964059
242,0.010761904761904762,226,94.88063197533415
243,0.010238095238095239,215,95.5219526629951
244,0.009714285714285713,204,96.42194629431538
245,0.008476190476190476,178,97.0983929598894
246,0.0074285714285714285,156,97.6608424591674
247,0.006714285714285714,141,97.94664883328551
248,0.005857142857142857,123,98.15636954519002
249,0.005952380952380952,125,98.26537383857506
250,0.004714285714285714,99,98.16024508426605
251,0.004142857142857143,87,98.1951660594778
252,0.004047619047619047,85,98.01383074213447
253,0.0032380952380952383,68,97.85252101704039
254,0.0030952380952380953,65,97.44857259416702
255,0.003857142857142857,81,96.95477008747194
256,0.004047619047619047,85,96.37571866630535
257,0.003952380952380952,83,96.19236809443015
258,0.004333333333333333,91,96.10153673415137
259,0.005333333333333333,112,95.98220875032263
260,0.0067619047619047615,142,95.8214232616598
261,0.006047619047619047,127,95.79636900618249
262,0.005952380952380952,125,95.82117561026911
263,0.005952380952380952,125,95.89459562908914
264,0.005666666666666667,119,95.8757644424114
265,0.006142857142857143,129,95.85262283734767
266,0.005333333333333333,112,95.77573700802127
267,0.0058095238095238096,122,95.75976728051886
268,0.005190476190476191,109,95.893993368739
269,0.004952380952380952,104,95.965279701419
270,0.005619047619047619,118,96.12475886270187
271,0.0057619047619047615,121,96.19600215572474
272,0.005571428571428572,117,96.17078024860122
273,0.005190476190476191,109,96.11815216542793
274,0.0054761904761904765,115,96.11117197175837
275,0.005190476190476191,109,96.10880698893432
276,0.005,105,96.36969253604451
277,0.005523809523809524,116,96.47986175128656
278,0.004857142857142857,102,96.51838817551806
279,0.005047619047619047,106,96.50608089837404
280,0.004952380952380952,104,96.30046641812193
281,0.005571428571428572,117,96.06579963299721
282,0.004619047619047619,97,95.90965920992274
283,0.005095238095238095,107,95.70670225455196
284,0.0044761904761904765,94,95.49933341526676
285,0.0054285714285714284,114,95.08641036141017
286,0.0064761904761904765,136,95.17578777460498
287,0.0074761904761904766,157,95.3684839482536
288,0.006857142857142857,144,95.35612748994076
289,0.008809523809523809,185,95.28030834247868
290,0.010380952380952381,218,95.70985405337134
291,0.0077619047619047615,163,96.26749615242308
292,0.006952380952380952,146,97.034536460828
293,0.006142857142857143,129,97.5628503598341
294,0.0074761904761904766,157,97.91210700734594
295,0.006238095238095238,131,98.09450697929721
296,0.005904761904761905,124,98.2122016538259
297,0.006142857142857143,129,98.29544758467357
298,0.0054761904761904765,115,98.11541182306509
299,0.004142857142857143,87,98.22542823293477
300,0.0030952380952380953,65,97.6924465741768
301,0.0030476190476190477,64,97.13287441238815
302,0.0028095238095238095,59,96.05177941380938
303,0.003619047619047619,76,95.13170874339036
304,0.004571428571428572,96,94.46362313886856
305,0.0054285714285714284,114,94.11390735731962
306,0.0058095238095238096,122,93.77817370080525
307,0.006238095238095238,131,93.83747844779168
308,0.007619047619047619,160,94.41691218511245
309,0.005666666666666667,119,94.97404376986914
310,0.004857142857142857,102,95.65085645497373
311,0.004571428571428572,96,96.11623463229274
312,0.003952380952380952,83,96.25808184137318
313,0.0038095238095238095,80,96.1803399959415
314,0.003619047619047619,76,95.86017304680688
315,0.0033333333333333335,70,95.67624041075322
316,0.0033809523809523808,71,95.59154168395679
317,0.0031904761904761906,67,95.51215311431312
318,0.0033333333333333335,70,95.6445724720442
319,0.002761904761904762,58,95.78697072521597
320,0.0022380952380952382,47,95.95959612275563
321,0.0023333333333333335,49,95.96653764739693
322,0.003,63,96.25191392232072
323,0.0025714285714285713,54,96.21934535827282
324,0.002619047619047619,55,96.30586133373602
325,0.0029523809523809524,62,96.37470006661964
326,0.0029047619047619048,61,96.17873943779782
327,0.0025238095238095237,53,96.21912267320303
328,0.002761904761904762,58,95.9620357857435
329,0.003142857142857143,66,95.61782403817332
330,0.0029047619047619048,61,95.06633722496365
331,0.0034285714285714284,72,94.233398824122
332,0.0034285714285714284,72,93.63478458014833
333,0.005238095238095238,110,93.1958533721139
334,0.006666666666666667,140,93.29165941144215
335,0.008666666666666666,182,93.56895269777579
336,0.012428571428571428,261,93.95510600734619
337,0.01361904761904762,286,94.38806903403756
338,0.011285714285714286,237,95.28356649003696
339,0.009333333333333334,196,96.11295518519307
340,0.007571428571428572,159,97.00289985448883
341,0.006333333333333333,133,97.59737065198189
342,0.005047619047619047,106,97.98994415050389
343,0.006333333333333333,133,98.19440629240783
344,0.006380952380952381,134,98.28967334879447
345,0.006,126,98.35869520037048
346,0.004190476190476191,88,98.15433394243759
347,0.0035714285714285713,75,98.31499039155176
348,0.003904761904761905,82,97.77864684006643
349,0.0031904761904761906,67,97.30895119014514
350,0.0023333333333333335,49,96.37998840295309
351,0.0031904761904761906,67,95.6462468398
352,0.003476190476190476,73,94.91623178827568
353,0.0038095238095238095,80,94.50405292658515
354,0.004714285714285714,99,94.08422866272771
355,0.006904761904761905,145,94.15248243399711
356,0.007190476190476191,151,94.64560664259353
357,0.005095238095238095,107,95.20067807765746
358,0.004666666666666667,98,95.79484900032635
359,0.004095238095238095,86,96.24318332851806
360,0.004238095238095238,89,96.32903030334957
361,0.0035714285714285713,75,96.29067339317012
362,0.0032380952380952383,68,95.98664013170504
363,0.0031904761904761906,67,95.78370050961225
364,0.003904761904761905,82,95.6577350326705
365,0.0023333333333333335,49,95.5188847986027
366,0.0020476190476190477,43,95.68435146888939
367,0.0026666666666666666,56,95.84581206247702
368,0.002619047619047619,55,95.9922969662524
369,0.0029523809523809524,62,95.9957527597935
370,0.0031904761904761906,67,96.22099608867168
371,0.0029047619047619048,61,96.24232062710175
372,0.0031904761904761906,67,96.34136705384728
373,0.0026666666666666666,56,96.38918840530765
374,0.0034285714285714284,72,96.20680083743781
375,0.003142857142857143,66,96.26446239909696
376,0.0031904761904761906,67,96.03393867619944
377,0.0026666666666666666,56,95.75866601837818
378,0.003285714285714286,69,95.0619714242484
379,0.004095238095238095,86,94.3353512886962
380,0.0054285714285714284,114,93.70609528726668
381,0.007380952380952381,155,93.01832604782325
382,0.009333333333333334,196,93.09087822285835
383,0.011952380952380952,251,93.52623399159998
384,0.01338095238095238,281,93.98557086989169
385,0.013904761904761904,292,94.33093157586408
386,0.011666666666666667,245,95.18324725778879
387,0.01019047619047619,214,95.98205036534993
388,0.00842857142857143,177,96.97048741368413
389,0.007047619047619047,148,97.64959219510507
390,0.006952380952380952,146,98.0335995718633
391,0.006380952380952381,134,98.18665449859985
392,0.0057619047619047615,121,98.2797577542656
393,0.0054761904761904765,115,98.3607494003024
394,0.005190476190476191,109,98.1541470347287
395,0.004380952380952381,92,98.2702926780872
396,0.0033333333333333335,70,97.80698379303699
397,0.002476190476190476,52,97.45642273292843
398,0.0021904761904761906,46,96.59213924668778
399,0.002142857142857143,45,95.87332484352008
400,0.002142857142857143,45,95.27190429078544
401,0.0033809523809523808,71,94.83118860472686
402,0.004761904761904762,100,94.40860145251297
403,0.005333333333333333,112,94.41126903456461
404,0.004952380952380952,104,94.85373263514822
405,0.004238095238095238,89,95.39418233246047
406,0.003904761904761905,82,95.99155260715878
407,0.003476190476190476,73,96.39327193244192
408,0.0036666666666666666,77,96.43261362691294
409,0.003761904761904762,79,96.36516981273563
410,0.0034285714285714284,72,96.0474661335951
411,0.0028095238095238095,59,95.82631502165107
412,0.0023333333333333335,49,95.71490125904043
413,0.0025714285714285713,54,95.62679549109134
414,0.002857142857142857,60,95.7267982384179
415,0.002476190476190476,52,95.86898973218707
416,0.002380952380952381,50,96.01000396902941
417,0.002476190476190476,52,96.03646478880022
418,0.0020952380952380953,44,96.26895611759905
419,0.0020952380952380953,44,96.29830380357384
420,0.0024285714285714284,51,96.46298376608516
421,0.002761904761904762,58,96.46323868414746
422,0.002761904761904762,58,96.28779642727704
423,0.0030476190476190477,64,96.32430127404821
424,0.0029047619047619048,61,96.08051395054619
425,0.0033809523809523808,71,95.85603850391766
426,0.0033333333333333335,70,95.24491681929217
427,0.003857142857142857,81,94.5224123292463
428,0.005142857142857143,108,93.96889309745184
429,0.006904761904761905,145,93.2407168596675
430,0.010095238095238095,212,93.28382984674417
431,0.013047619047619047,274,93.61742827418853
432,0.012809523809523809,269,94.02792998000899
433,0.014428571428571428,303,94.37736399741071
434,0.011857142857142858,249,95.20744436726842
435,0.010761904761904762,226,96.037053800797
436,0.008333333333333333,175,96.91850488651873
437,0.007238095238095238,152,97.50966067931826
438,0.006904761904761905,145,97.91186286691472
439,0.006285714285714286,132,98.12719889234747
440,0.005952380952380952,125,98.24470342668235
441,0.005714285714285714,120,98.33240617025928
442,0.003761904761904762,79,98.15632460945952
443,0.003952380952380952,83,98.25558781267256
444,0.0035714285714285713,75,97.74563261879521
445,0.0030476190476190477,64,97.37267221661769
446,0.002857142857142857,60,96.5105412674674
447,0.0030476190476190477,64,95.75116194617452
448,0.0031904761904761906,67,95.25716162094052
449,0.0027142857142857142,57,94.91302853994064
450,0.004190476190476191,88,94.51378322638166
451,0.0057619047619047615,121,94.4823130513018
452,0.005714285714285714,120,94.91418251421972
453,0.005333333333333333,112,95.37892729232364
454,0.004428571428571428,93,95.97105484769114
455,0.0035714285714285713,75,96.32531839345701
456,0.0035714285714285713,75,96.37976219075667
457,0.004095238095238095,86,96.27504950028262
458,0.0034285714285714284,72,95.97278886840489
459,0.0030476190476190477,64,95.733874758251
460,0.003142857142857143,66,95.67944328387668
461,0.0027142857142857142,57,95.60811697901242
462,0.0024285714285714284,51,95.75947947233547
463,0.002619047619047619,55,95.90584964553405
464,0.0021904761904761906,46,96.05479025576543
465,0.0013333333333333333,28,96.06680528995768
466,0.0016666666666666668,35,96.30202908500355
467,0.0023333333333333335,49,96.35663842346196
468,0.002476190476190476,52,96.45187784612621
469,0.0020952380952380953,44,96.50570123240105
470,0.0021904761904761906,46,96.31044550041985
471,0.002857142857142857,60,96.35742999126336
472,0.0030952380952380953,65,96.0992083998987
473,0.0026666666666666666,56,95.78992824691603
474,0.002761904761904762,58,95.18379157817733
475,0.0038095238095238095,80,94.411366594279
476,0.005142857142857143,108,93.65650012146496
477,0.006571428571428572,138,92.9736800272393
478,0.008571428571428572,180,93.07402633540322
479,0.011523809523809523,242,93.39214830402848
