vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,dwell_min,demand_source,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
700,21000,1.0,25.0,5.0,full_dynspeed,1,1,True,1.5,1.0,30,1438797,1392,11575069.000000002,11573869,1334265.6428571478,0.8966337368044517,0.9998963289117324,483231616.37684864
