time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,unmet_rounding_jitter,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold
0,1663,331.4449507623274,1994.4449507623274,0.0,331.44495076232835,320,151857.5843016477,151857.5843016477,1983,0.0,0.0,0.0,331.44495076232835,0.0,1,0.0
1,1958,367.8899015246584,1994.4449507623274,331.44495076232835,367.889901524657,362,166349.15369623006,318206.73799787776,2428,0.0,0.0,0.0,367.889901524657,0.1371958492205627,2,0.0
2,1249,359.87201012976175,1240.9821086051052,367.889901524657,359.87201012976317,354,145463.4052142439,463670.1432121217,1746,0.0,0.0,0.0,359.87201012976317,0.1996777003000566,3,0.0
3,1230,370.8541187348683,1240.9821086051052,359.87201012976317,370.85411873486913,365,145555.6234762218,609225.7666883435,1706,0.0,0.0,0.0,370.85411873486913,0.22374453740302935,4,0.0
4,629,391.03559435686634,649.1814756219975,370.85411873486913,391.03559435686634,385,128597.12740383811,737822.8940921816,1127,0.0,0.0,0.0,391.03559435686634,0.2969562424735085,5,0.0
5,640,400.2170699788642,649.1814756219975,391.03559435686634,400.2170699788638,393,129724.11790941804,867547.0120015997,1105,0.0,0.0,0.0,400.2170699788638,0.3712656463277961,6,0.0
6,358,387.94957634822424,345.73250636935956,400.2170699788638,387.949576348223,381,122693.98609647993,990240.9980980796,819,0.0,0.0,0.0,387.949576348223,0.5531467969822206,7,0.0
7,348,385.6820827175833,345.73250636935956,387.949576348223,385.6820827175824,381,122394.20997716015,1112635.2080752398,797,0.0,0.0,0.0,385.6820827175824,0.6032507999260495,8,0.0
8,298,400.8854681549748,313.20338543739143,385.6820827175824,400.8854681549742,394,121581.79808103413,1234217.006156274,753,0.0,0.0,0.0,400.8854681549742,0.7204512008065032,9,0.0
9,312,402.08885359236626,313.20338543739143,400.8854681549742,402.08885359236626,398,122222.06825078595,1356439.07440706,748,0.0,0.0,0.0,402.08885359236626,0.7670515131207306,10,0.0
10,867,391.5058662715228,856.4170126791571,402.08885359236626,391.505866271523,384,140086.269764822,1496525.344171882,1293,0.0,0.0,0.0,391.505866271523,0.6182044774523556,11,27.45178027680788
11,858,389.92287895067943,856.4170126791571,391.505866271523,389.92287895068,383,139761.45421122538,1636286.7983831074,1266,0.0,0.0,0.0,389.92287895068,0.46296723074500795,12,50.14378339619795
12,1951,411.2719607075619,1972.349081756883,389.92287895068,411.27196070756156,405,174988.4322487217,1811275.2306318292,2375,0.0,0.0,0.0,411.27196070756156,0.36747097153338143,13,44.528004981574966
13,1962,421.6210424644428,1972.349081756883,411.27196070756156,421.621042464443,434,176868.88284853933,1988144.1134803686,2478,0.0,0.0,0.0,421.621042464443,0.27182895738690543,14,42.20173712162228
14,2795,414.49938581464767,2787.8783433502044,421.621042464443,414.4993858146482,738,225361.8067572202,2213505.9202375887,3607,0.0,0.0,0.0,414.4993858146482,0.26012073026829863,15,23.851069216662864
15,2787,415.377729164853,2787.8783433502044,414.4993858146482,415.3777291648526,672,221288.26728388947,2434794.187521478,4238,0.0,0.0,0.0,415.3777291648526,0.1670574282463539,16,19.24483454940366
16,3139,415.81152457232065,3139.4337954074695,415.3777291648526,415.81152457232315,666,228214.68715395793,2663008.874675436,4562,0.0,0.0,0.0,415.81152457232315,0.15862955099403037,17,12.521191466962112
17,3126,429.245319979791,3139.4337954074695,415.81152457232315,429.24531997979267,577,222208.7082978493,2885217.582973285,4723,0.0,0.0,0.0,429.24531997979267,0.14454854652478252,18,8.184298472339503
18,3640,427.03274493979916,3637.7874249600054,429.24531997979267,427.03274493980035,573,230546.77503788954,3115764.3580111745,5227,0.0,0.0,0.0,427.03274493980035,0.12390425532809599,19,5.797576941628266
19,3630,434.82016989980684,3637.7874249600054,427.03274493980035,434.82016989980747,585,229623.55071990006,3345387.9087310745,4915,0.0,0.0,0.0,434.82016989980747,0.11283275976552185,20,5.127344002639997
20,3580,431.4011640614531,3576.580994161648,434.82016989980747,431.4011640614573,550,219484.55085545674,3564872.4595865314,4810,0.0,0.0,0.0,431.4011640614573,0.1164394552501792,21,4.149101404684616
21,3570,437.98215822310294,3576.580994161648,431.4011640614573,437.9821582231075,536,217263.6797640656,3782136.139350597,4639,0.0,0.0,0.0,437.9821582231075,0.11264230736636224,22,3.6002017692008956
22,3423,438.7410940408063,3423.758935817698,437.9821582231075,438.74109404080855,519,210649.13501444733,3992785.274365044,4473,0.0,0.0,0.0,438.74109404080855,0.11734167718142373,23,3.925577432881431
23,3437,425.50002985850733,3423.758935817698,438.74109404080855,425.5000298585093,480,209976.23367987623,4202761.508044921,4332,0.0,0.0,0.0,425.5000298585093,0.1253365709610438,24,4.1837408219127985
