time_step,172,925,1232,873,856,973,1140,794,464,834,402,1478,928,702,1004,1399,1058,525,850,1213,200,1105,579,1011,783,714,1412,967,1067,1187
0,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
1,702,489,672,688,710,573,731,632,712,641,761,670,552,691,762,675,714,766,742,716,700,759,783,704,570,812,746,754,778,795
2,710,278,584,681,725,450,703,545,729,587,801,661,406,675,831,690,732,833,765,758,726,816,866,711,434,930,813,800,868,892
3,717,216,457,655,732,364,660,475,738,540,866,652,306,668,886,765,750,865,769,796,755,843,864,709,419,1023,880,791,923,916
4,724,309,369,640,727,230,654,389,749,479,890,655,292,652,909,829,750,911,792,793,773,872,913,690,380,1117,947,632,975,958
5,733,119,315,635,715,192,606,363,757,465,854,693,210,647,924,853,762,942,806,792,789,908,972,704,367,1170,1013,701,1012,981
6,738,149,255,608,712,142,583,331,761,436,857,729,132,645,925,867,778,968,807,770,800,928,995,700,381,1217,1060,659,1055,1012
7,740,85,200,583,711,104,564,317,763,425,856,730,146,647,944,916,785,981,807,751,805,939,1000,692,412,1251,1112,660,1088,986
8,745,72,141,559,708,72,549,303,767,408,857,780,128,650,948,917,798,1001,811,705,806,946,1017,680,439,1283,1165,672,1111,962
9,749,79,98,517,705,60,525,289,764,386,825,812,139,651,973,931,808,1017,811,657,808,951,1043,676,516,1315,1208,653,1121,913
10,757,71,92,500,706,62,498,275,766,371,825,886,137,651,973,901,801,1027,810,615,806,958,1052,677,578,1334,1247,637,1122,865
11,759,150,197,441,697,125,442,245,744,351,766,1038,199,576,921,714,736,1005,826,567,802,920,1023,672,1112,1313,1284,560,1096,719
12,760,151,179,386,694,117,387,236,718,329,717,1127,224,517,876,569,726,979,840,516,804,930,990,694,1692,1304,1329,504,1077,628
13,761,498,492,246,667,320,399,527,657,284,625,1156,487,338,732,291,597,885,845,454,809,917,937,648,2239,1216,1358,230,1049,336
14,766,525,422,232,647,315,501,499,597,341,524,980,535,264,657,557,602,813,886,419,801,841,897,566,2460,1174,1364,307,1020,488
15,778,649,519,466,643,615,581,685,584,562,452,955,602,419,420,633,577,813,800,419,803,756,751,420,1896,1160,1366,263,1002,411
16,788,724,566,342,626,802,810,670,486,473,372,550,617,531,357,846,408,744,880,423,813,602,752,266,2353,1114,1436,287,1004,358
17,806,692,572,607,630,917,661,575,395,608,477,384,619,584,405,996,345,687,1033,418,817,437,753,370,1976,1104,1488,297,1003,344
18,820,550,569,555,620,842,868,745,353,539,500,331,614,742,452,826,297,629,1131,378,825,308,607,287,2149,1064,1530,267,1008,594
19,833,1010,564,473,613,1070,628,982,297,777,693,264,982,497,514,730,484,387,903,319,829,387,713,425,2059,485,1478,480,570,554
20,859,851,659,407,608,1029,655,881,262,657,564,286,979,878,625,740,488,370,1020,288,823,533,645,464,2085,496,1493,381,530,444
21,876,1015,518,304,586,973,658,899,241,818,551,305,1050,665,587,637,442,363,1068,314,826,482,687,489,1970,514,1525,617,572,448
22,869,1008,642,367,576,1010,624,854,239,811,517,274,1166,583,525,476,487,375,1108,355,840,439,699,501,1967,525,1537,575,598,453
23,882,996,569,276,558,846,627,875,234,804,526,298,1312,662,489,421,481,364,1176,379,850,406,664,512,1921,543,1525,588,721,495
24,904,980,493,305,532,818,635,847,236,814,484,302,1447,634,461,408,485,353,1167,407,860,391,686,510,1902,569,1530,597,764,479
25,916,1009,472,303,503,763,574,858,236,772,507,307,1550,519,459,415,470,351,1174,417,864,403,735,496,1923,591,1544,607,795,467
26,931,1026,512,294,479,705,647,907,233,736,518,267,1636,485,459,365,460,351,1188,436,862,372,731,502,1925,601,1538,600,815,419
27,952,924,548,311,454,982,681,983,244,687,461,205,1554,568,470,453,492,332,1048,441,867,387,739,512,1861,618,1526,520,725,455
28,973,1011,577,359,439,893,757,1008,252,646,558,196,1327,708,408,524,499,322,1030,440,866,478,793,540,1717,611,1453,529,608,478
29,991,871,596,280,417,755,714,924,267,756,656,212,1368,630,583,584,480,334,1198,449,874,476,805,541,1636,519,1441,509,621,513
30,1006,916,587,372,412,1001,650,1013,285,704,602,229,1072,607,505,594,468,339,1161,445,886,451,842,530,1659,622,1440,485,614,503
31,1023,800,516,361,390,1094,759,898,304,656,594,237,990,687,490,514,454,353,1013,488,898,583,925,526,1667,679,1433,571,613,484
32,1037,827,556,374,359,948,729,914,328,594,622,240,988,661,493,561,437,379,1137,515,902,474,954,503,1680,736,1437,498,632,485
33,1050,704,534,350,338,787,654,965,357,647,671,262,886,627,503,663,405,395,1135,560,909,537,856,511,1664,869,1444,502,722,493
34,1071,805,552,356,301,850,670,847,386,595,726,256,893,621,507,678,373,410,1104,586,916,490,829,457,1647,967,1441,472,733,461
35,1096,557,531,359,294,659,660,939,408,556,748,293,912,653,480,718,360,434,1074,618,928,536,986,398,1543,1089,1433,419,861,458
36,1118,714,539,485,273,695,637,872,439,503,770,286,800,640,580,821,338,445,1037,605,938,476,941,318,1320,1140,1462,508,870,430
37,1134,591,567,294,278,801,717,884,474,612,783,282,766,654,784,791,316,448,975,621,954,454,952,399,1144,1136,1494,404,844,447
38,1159,642,556,408,312,691,706,924,507,488,793,295,765,632,646,824,347,451,860,652,966,496,941,358,1054,1218,1521,413,920,455
39,1183,790,620,318,311,874,763,924,532,792,841,277,713,707,545,648,317,449,718,676,969,487,925,453,949,856,1532,508,854,469
40,1197,837,591,264,312,642,902,740,577,610,888,296,1089,671,552,560,543,479,635,682,986,557,1008,443,794,708,1533,540,851,513
41,1220,729,737,319,307,734,834,721,643,614,958,277,674,544,626,709,421,527,933,714,1001,546,1145,549,532,683,1515,562,667,559
42,1239,773,663,286,325,665,894,740,692,721,986,318,890,511,566,640,391,562,759,753,1036,505,1110,378,366,828,1526,554,736,587
43,1260,727,633,349,354,679,657,1047,768,554,1075,368,704,445,628,947,401,546,508,772,1064,525,1098,590,312,628,1537,503,784,537
44,1280,701,763,279,330,679,858,670,832,657,1121,412,499,633,585,835,474,354,640,811,1105,500,1146,425,371,906,1546,527,526,535
45,1311,594,451,261,253,599,793,569,897,510,1193,495,1060,397,606,999,312,345,897,856,1145,463,1136,373,431,750,1605,476,672,551
46,1339,678,647,309,214,712,557,978,987,514,1254,523,393,447,550,992,501,303,723,954,1185,490,940,537,270,760,1574,459,710,500
47,1355,676,419,229,201,560,573,578,1062,507,1378,563,988,399,550,1048,366,216,769,1034,1229,434,917,337,465,627,1567,514,802,637
48,1393,638,415,282,193,606,521,597,1105,430,1400,569,850,435,547,1103,330,287,692,1081,1262,326,880,395,336,789,1557,502,885,594
49,1408,488,371,219,190,278,547,478,1139,435,1364,585,635,399,657,1097,368,352,795,1150,1304,424,1105,455,248,951,1541,342,1015,660
50,1439,409,392,227,196,330,505,402,1155,332,1404,578,414,275,724,1111,330,407,804,1197,1342,429,1175,352,225,1070,1523,465,1070,718
51,1435,241,254,205,206,207,479,334,1162,322,1462,580,326,325,774,1204,347,429,832,1237,1370,515,1182,349,160,1144,1518,482,1147,772
52,1425,292,229,179,207,168,466,260,1160,262,1482,572,302,303,807,1260,276,469,847,1237,1396,550,1217,345,128,1260,1499,427,1189,786
53,1423,158,205,173,203,146,418,235,1160,248,1446,624,231,292,814,1282,311,497,847,1241,1418,584,1287,348,114,1322,1487,432,1231,823
54,1421,138,172,147,203,121,390,201,1163,233,1444,647,189,278,812,1300,322,525,856,1220,1429,609,1321,341,125,1364,1476,439,1265,849
55,1418,132,155,121,192,120,369,190,1161,206,1449,653,155,277,839,1355,326,541,868,1193,1430,618,1322,333,161,1392,1474,435,1293,822
56,1417,116,144,110,187,107,366,169,1153,189,1451,711,156,273,833,1345,345,558,873,1156,1425,631,1335,323,197,1426,1466,440,1317,781
57,1416,130,124,88,177,114,335,154,1153,178,1423,736,156,266,847,1363,355,566,871,1119,1426,633,1350,318,287,1457,1458,427,1328,745
58,1419,134,132,95,176,110,302,143,1149,171,1425,816,149,263,851,1328,369,570,876,1085,1423,627,1351,311,366,1449,1455,415,1342,698
59,1420,157,185,100,173,130,245,152,1126,117,1368,960,214,163,785,1150,346,539,884,1039,1419,590,1306,323,936,1436,1454,361,1317,605
60,1422,192,159,105,168,132,188,149,1102,119,1310,1051,240,104,694,1045,329,494,902,987,1421,610,1277,344,1467,1417,1469,288,1282,533
61,1422,342,441,283,145,273,545,515,1042,349,1180,1063,368,357,220,713,181,357,920,902,1422,418,1017,322,1854,1299,1478,158,1237,177
62,1426,421,358,194,122,220,492,449,976,348,1046,990,426,393,294,622,287,277,915,809,1417,189,876,243,2533,1149,1493,293,1178,564
63,1439,564,623,514,173,624,497,778,961,428,964,945,556,495,268,511,274,278,722,752,1418,336,521,511,2022,926,1477,293,898,232
64,1449,634,580,301,242,600,861,609,857,769,904,505,560,596,393,656,221,278,713,658,1424,187,480,322,2158,813,1553,281,811,585
65,1467,582,577,662,386,626,714,567,778,496,759,297,568,561,569,1145,396,331,708,638,1437,461,576,309,2118,619,1584,289,441,339
66,1479,575,595,803,450,926,957,804,622,697,546,268,591,482,466,904,301,469,802,551,1440,361,545,316,2011,480,1196,272,421,670
67,1493,970,584,406,495,940,676,876,432,587,502,353,1138,948,566,691,470,379,871,403,1447,433,702,375,1651,497,691,480,514,430
68,1516,865,594,341,500,1116,608,964,404,786,519,367,901,681,492,643,519,380,912,385,1441,481,864,473,1838,479,684,414,494,339
69,1488,973,508,333,443,1062,695,856,375,730,534,253,1036,565,480,682,440,360,992,379,1439,413,817,482,1958,493,748,537,458,471
70,1461,1000,491,353,425,1092,609,880,374,677,534,237,1181,550,494,506,471,357,1016,427,1429,430,766,490,1974,501,763,513,467,532
71,1456,981,469,296,413,930,637,876,369,678,553,255,1298,634,457,406,455,342,1086,458,1422,401,749,506,1915,522,763,526,573,574
72,1458,980,458,298,374,898,630,828,375,678,472,254,1441,601,455,410,449,334,1077,489,1473,380,786,509,1902,542,759,535,606,549
73,1460,989,485,297,350,832,638,905,376,658,484,262,1525,495,453,411,429,330,1093,490,1473,356,822,499,1921,561,770,513,638,485
74,1459,1016,533,314,327,763,655,862,368,663,538,216,1602,443,456,438,447,315,1108,496,1473,349,811,495,1928,582,776,502,665,400
75,1461,951,575,281,307,898,683,987,373,712,485,204,1463,602,457,463,498,299,971,485,1475,414,702,535,1844,595,763,516,550,451
76,1457,965,562,372,323,938,752,997,379,702,576,195,1217,660,494,510,499,320,952,472,1461,480,793,528,1615,544,689,534,523,491
77,1465,890,570,365,333,774,666,936,399,689,602,211,1389,649,493,578,489,339,1053,468,1495,475,784,543,1672,458,680,523,540,472
78,1466,874,539,291,315,985,698,1027,401,686,600,229,1046,678,497,517,476,339,1050,450,1486,497,826,511,1642,650,672,514,517,521
79,1477,801,577,371,306,1019,673,881,409,644,606,214,1015,649,500,512,456,356,885,483,1503,505,978,551,1649,726,661,514,591,488
80,1477,851,544,393,310,911,706,927,435,663,624,221,988,648,451,504,426,363,1085,492,1506,511,889,522,1673,669,615,517,565,514
81,1471,707,538,342,316,917,702,1023,429,584,681,236,905,633,505,575,398,379,961,522,1503,589,804,503,1680,833,623,541,592,508
82,1484,794,531,357,286,746,691,950,487,648,708,237,897,616,464,650,385,383,1032,576,1498,546,838,409,1650,909,623,499,628,478
83,1482,593,555,366,288,740,644,757,516,599,754,250,912,666,472,700,351,410,938,607,1503,576,979,424,1553,1030,617,553,707,458
84,1475,618,550,439,290,664,654,841,548,546,787,245,790,639,589,773,335,417,949,623,1516,574,1053,377,1333,1066,648,463,751,447
85,1480,681,560,265,307,735,765,1011,576,561,814,243,748,653,804,800,330,417,877,632,1509,458,852,353,1226,1135,680,317,762,449
86,1485,636,546,402,307,691,679,909,604,555,828,254,785,633,590,836,334,416,833,646,1509,490,980,350,1123,1171,696,504,763,445
87,1478,791,633,313,296,778,814,965,620,599,877,253,889,693,587,703,381,418,725,662,1504,478,844,444,931,828,710,555,738,493
88,1474,776,596,256,318,849,813,724,667,693,917,267,732,674,588,740,433,451,614,681,1513,574,1048,517,796,917,703,472,728,469
89,1464,792,721,327,310,708,854,786,728,640,986,288,816,554,595,630,432,506,880,692,1508,542,1166,411,566,843,668,474,531,582
90,1460,845,674,293,308,660,861,816,746,591,1050,332,802,432,617,728,304,544,1080,724,1533,556,1136,516,370,557,642,633,614,576
91,1468,571,657,321,373,627,749,745,857,715,1113,375,684,667,546,880,586,411,691,721,1505,407,1217,456,325,896,685,528,682,542
92,1472,730,689,296,318,743,794,741,910,562,1185,443,580,452,707,802,342,381,702,772,1528,563,1224,424,407,797,707,410,767,552
93,1465,693,517,273,240,605,836,854,971,487,1208,505,1044,503,531,847,449,318,767,836,1532,432,1075,469,333,687,776,428,797,522
94,1472,529,586,242,216,699,624,736,1064,564,1295,525,480,434,531,976,423,333,693,924,1532,521,1059,428,367,811,835,698,853,550
95,1472,847,436,333,203,419,566,453,1143,484,1416,568,978,387,582,1003,325,270,572,1011,1509,383,1011,419,360,846,895,432,1045,632
96,1447,584,401,254,187,836,506,915,1182,474,1409,601,408,380,634,1080,304,265,681,1054,1488,423,736,373,390,868,1006,492,1142,480
97,1438,373,402,210,187,257,542,674,1221,366,1389,596,730,369,716,1017,361,326,697,1139,1494,467,1027,401,223,1022,1080,448,1236,592
98,1444,517,360,200,199,357,483,547,1227,380,1419,575,299,291,804,1080,325,382,663,1185,1489,516,1092,315,257,1131,1151,326,1326,660
99,1437,208,258,171,202,182,454,476,1243,346,1507,579,452,280,859,1159,300,403,730,1224,1471,569,1101,314,138,1225,1222,434,1385,671
100,1426,294,227,155,203,179,437,413,1247,278,1531,578,300,257,892,1205,283,442,746,1218,1456,604,1134,297,118,1312,1294,353,1426,695
101,1426,142,180,139,196,127,392,380,1244,275,1494,629,237,251,915,1234,305,469,754,1209,1452,625,1200,319,108,1380,1357,358,1469,734
102,1421,149,171,112,199,115,365,354,1241,249,1493,655,195,236,917,1250,290,488,754,1188,1435,645,1231,317,120,1428,1418,347,1465,752
103,1418,123,136,108,195,101,351,329,1233,238,1489,662,162,230,941,1296,305,501,763,1160,1432,659,1238,314,158,1464,1472,343,1446,733
104,1418,132,155,123,194,117,340,306,1227,225,1464,714,163,225,951,1291,304,516,761,1118,1424,672,1257,302,185,1461,1466,345,1439,705
105,1417,137,158,116,193,138,311,298,1222,212,1428,749,171,218,971,1302,314,530,756,1071,1427,678,1266,302,276,1459,1459,327,1432,662
106,1414,145,163,124,195,147,286,281,1213,202,1432,826,172,219,977,1266,325,533,756,1035,1425,679,1269,294,357,1448,1454,307,1432,624
107,1418,178,161,97,187,145,229,265,1187,168,1379,976,223,149,924,1086,301,497,773,988,1421,670,1237,311,923,1434,1468,249,1397,559
108,1420,217,163,104,187,148,171,254,1157,120,1308,1064,249,112,870,982,290,454,782,931,1425,659,1202,321,1478,1420,1460,191,1371,490
109,1421,368,416,278,163,249,554,464,1103,406,1172,1055,380,382,391,764,192,321,798,853,1428,372,999,207,1721,1274,1480,239,1318,232
110,1424,379,409,214,151,258,516,410,1037,205,1080,972,392,342,262,557,220,220,791,819,1422,195,953,511,2703,1104,1494,244,1249,467
111,1436,634,539,499,179,570,554,641,1028,624,1009,841,460,444,227,527,337,244,671,788,1423,340,605,365,1994,853,1509,352,932,375
112,1448,634,583,306,239,613,737,873,920,544,865,435,786,681,385,679,284,251,648,623,1432,300,491,324,2193,710,1550,236,864,366
113,1465,559,486,756,371,688,737,579,835,575,684,293,630,589,502,951,318,446,660,616,1444,373,606,303,1945,657,1582,302,708,340
114,1485,603,743,632,453,817,902,741,648,565,625,270,623,675,490,919,290,440,783,513,1447,310,592,262,1916,507,1408,322,447,572
115,1493,925,652,489,507,1117,661,953,366,652,523,357,971,645,591,855,524,370,851,294,1454,460,742,474,1557,404,958,316,458,381
116,1515,810,487,368,486,986,767,920,318,975,524,315,926,600,523,718,420,394,964,234,1453,380,639,445,1732,526,969,524,511,571
117,1489,1064,495,295,442,908,683,821,304,897,510,328,1012,545,473,678,504,360,982,233,1462,425,672,499,1947,515,1014,506,486,451
118,1459,1033,499,377,430,923,635,906,295,721,526,251,1130,558,521,478,461,347,999,324,1452,454,693,489,1913,522,1048,505,467,584
119,1453,1012,461,284,415,761,606,858,289,744,542,271,1293,621,476,418,448,332,1068,352,1447,405,673,505,1984,530,1037,509,584,622
120,1455,1007,461,315,380,732,615,842,293,733,477,274,1447,571,461,408,452,323,1067,378,1491,375,696,510,1899,559,1051,517,610,601
121,1458,1021,467,304,346,660,620,862,287,689,508,279,1543,522,420,418,445,307,1083,393,1490,383,737,497,1925,568,1063,519,649,537
122,1458,1018,516,285,325,700,631,896,290,669,494,282,1608,489,443,412,434,291,1089,395,1480,397,732,504,1928,591,1058,521,660,404
123,1458,940,548,302,315,972,682,1022,292,704,477,220,1380,495,431,457,522,310,953,386,1475,416,733,513,1861,560,1056,507,556,457
124,1464,981,573,387,325,986,736,988,308,595,571,202,1142,755,454,490,452,302,949,374,1483,458,800,557,1510,575,1000,558,560,465
