vehicles_per_vertiport,fleet_size,discharge_rate,charging_rate_per_bin,dwell_min,rebalance_interval,rebalance_min_reserve,predictive_rebalancing,predictive_threshold,predictive_gain,predictive_window,n_rebalance_moves_total,n_bins,total_real_demand,total_met,total_unmet,assignment_ratio,big_picture_assignment_ratio,cumulative_cost
80,2400,1.0,7.0,5.0,0,1,False,1.5,1.0,30,0,1392,109287.0,66907,22460174.0,0.002970069668591328,0.6122137125184148,18856973.248748846
