grid_id,total_orders,total_unmet,total_met,assignment_ratio
172,14122989.714287275,14121472.714285726,1517.0000015497208,0.0001074135174094954
925,541088975.4285649,541075071.4285655,13903.999999403954,2.5696328387381038e-05
1232,374655320.92856616,374643165.9285714,12154.999994754791,3.2443153255181794e-05
873,221220116.49999425,221209298.50000122,10817.999993026257,4.890152018804555e-05
856,99523217.21428216,99516442.21428415,6774.999998003244,6.807456780075829e-05
973,435457814.7142815,435442462.7142811,15352.000000417233,3.5254850140857375e-05
1140,407463633.85715353,407450562.8571528,13071.000000715256,3.207893641202252e-05
794,555967417.1428587,555955799.1428578,11618.000000953674,2.0896908061013886e-05
464,74291446.21428528,74285852.21428603,5593.999999254942,7.529803610391e-05
834,414326865.0000008,414312836.0000002,14029.000000596046,3.3859740185073494e-05
402,206181224.3571461,206173115.3571496,8108.999996513128,3.9329478335363644e-05
1478,115949401.35713938,115941823.3571426,7577.999996781349,6.535609419353631e-05
928,559538376.4285649,559524902.428572,13473.999992847443,2.408056455188939e-05
702,313779673.5714228,313766304.5714224,13369.000000417233,4.260632898317478e-05
1004,244621714.1428535,244606875.14285296,14839.000000536442,6.066100898904994e-05
1399,273999648.142854,273990648.1428597,8999.999994277954,3.284675748775292e-05
1058,280400373.4285656,280386792.4285674,13580.99999821186,4.843431494812804e-05
525,104421371.92857173,104414033.9285736,7337.999998137355,7.027297058648905e-05
850,297824456.999997,297815469.999999,8986.999998033047,3.0175493606400286e-05
1213,64416442.78571506,64409670.78571581,6771.999999247491,0.00010512843780857215
200,25235433.14285776,25231607.142856676,3826.0000010840595,0.00015161221840041648
1105,239032649.0714225,239021948.0714269,10700.999995589256,4.4767942944864484e-05
579,331306704.21428204,331293022.2142825,13681.999999523163,4.129708160289428e-05
1011,310228323.785715,310214182.7857161,14140.999998867512,4.5582556184119314e-05
783,234310059.07141683,234300761.07141855,9297.999998271465,3.968246192724261e-05
714,244378767.71427417,244367429.71428037,11337.999993801117,4.63951925932347e-05
1412,53278013.99999728,53273031.99999744,4981.999999843538,9.350949154831094e-05
967,294754112.49999666,294739893.49999934,14218.999997317791,4.824020902275944e-05
1067,175920746.42857262,175911870.42857373,8875.999998897314,5.0454538075195973e-05
1187,282598567.85713565,282586493.8571397,12073.999995946884,4.27249157258672e-05
