time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold
138,9813,31419.83333333332,11144.690476190484,30088.142857142866,31419.833333333314,56,339877.13239544,48975405.225972444,12120,20854.02380952382,347.8571428571427,10127.333333333332,1.457092874855027,137,12460.30952380953
139,9002,33562.523809523795,11144.690476190484,31419.833333333314,33562.52380952384,555,342978.155502728,49318383.38147517,11725,23132.333333333354,60.80952380952374,10275.190476190473,1.8670057447551343,138,12609.619047619104
140,9694,34075.52380952377,10207.000000000002,33562.52380952384,34075.523809523766,529,352527.7232727935,49670911.104747966,12196,23811.166666666657,84.38095238095222,10083.404761904767,2.33000284908682,139,12763.595238095322
141,9979,34303.5238095237,10207.000000000002,34075.523809523766,34303.523809523824,569,390744.10170802206,50061655.20645599,11912,24117.61904761905,0.0,10066.809523809517,1.8132411397267596,140,13065.333333333374
142,8796,34155.476190476096,8647.95238095239,34303.523809523824,34155.476190476205,599,345020.22541324823,50406675.43186924,12002,23113.357142857138,226.40476190476232,10706.404761904752,2.342322809069055,141,13264.285714285688
143,8700,34103.42857142848,8647.95238095239,34155.476190476205,34103.42857142857,2877,426175.957786245,50832851.389655486,12499,25260.57142857144,161.8571428571433,8554.714285714279,2.681576354679794,142,13349.238095238035
144,8908,32833.92857142857,7638.5,34103.42857142857,32833.92857142859,964,373892.25297166855,51206743.64262716,10986,22150.6517857143,0.0,10562.107142857145,3.2346553125066824,143,13296.09523809518
145,9685,30787.428571428587,7638.5,32833.92857142859,30787.428571428558,1230,382183.6720147281,51588927.314641885,11970,21069.999999999993,0.0,9587.714285714288,3.765140620006384,144,12904.095238095188
146,7862,28132.928571428558,5207.5,30787.428571428558,28132.928571428554,1894,364167.9500697586,51953095.26471164,10609,17371.383928571435,29.357142857143288,10608.053571428565,2.4621801976959667,145,13273.238095237999
147,8477,24863.42857142855,5207.5,28132.928571428554,24863.428571428532,1452,405689.8442193505,52358785.10893099,11070,14065.053571428562,86.01785714285694,10566.642857142857,4.500736938045221,146,13072.619047618862
148,5937,22107.053571428532,3180.625,24863.428571428532,22107.053571428543,3071,368872.8623029599,52727657.97123395,9937,10975.053571428563,70.07142857142838,10875.839285714283,5.227509384248893,147,12892.785714285581
149,6254,19033.678571428543,3180.625,22107.053571428543,19033.67857142858,2530,406984.3541651217,53134642.32539907,9944,7320.64285714286,437.214285714286,11073.714285714284,7.711332366333135,148,12086.523809523742
150,5401,15441.99107142858,1809.3125,19033.67857142858,15441.991071428592,3486,446355.92455643974,53580998.24995551,9728,4081.4910714285725,0.0,11128.892857142853,15.550906578146897,149,10895.857142857118
151,5159,12092.303571428594,1809.3125,15441.991071428592,12092.303571428596,4780,480330.54361074767,54061328.79356626,10613,2205.607142857144,0.0,9655.357142857143,14.4082105705239,150,9218.14285714289
152,4390,9169.366071428596,1467.0625,12092.303571428596,9169.366071428582,6120,464132.2364221041,54525461.02998836,11236,214.17857142857056,0.0,8686.78571428571,12.698498345807604,151,7869.6428571428505
153,2895,7741.428571428582,1467.0625,9169.366071428582,7741.428571428569,7230,430013.52992019145,54955474.559908554,10809,107.76785714285685,0.0,7352.982142857135,15.98141911341393,152,6770.857142857144
154,3259,7507.303571428569,3024.875,7741.428571428569,7507.30357142857,7037,424685.52789321856,55380160.08780177,10751,112.23214285714302,0.0,7150.633928571425,6.062841545025495,153,6514.500000000029
155,3337,7195.178571428569,3024.875,7507.30357142857,7195.17857142857,6883,401663.14210764493,55781823.22990941,10363,110.51785714285685,0.0,6832.946428571424,3.6692531072962624,154,6165.285714285728
156,4838,6970.616071428569,4613.4375,7195.17857142857,6970.616071428566,6567,478773.66894188884,56260596.8988513,11661,42.95535714285689,0.0,6722.116071428569,3.0972355508966736,155,5626.062500000046
157,4238,7346.053571428565,4613.4375,6970.616071428566,7346.053571428566,6754,392321.5264685011,56652918.4253198,11313,0.0,0.0,7138.0178571428505,0.3516111317108258,156,5637.125000000049
158,5843,7834.616071428565,6331.5625,7346.053571428566,7834.616071428572,6084,433699.2794087743,57086617.70472857,12180,122.9553571428575,0.0,7520.196428571425,0.7433304401685363,157,5548.125000000049
159,5614,8552.178571428572,6331.5625,7834.616071428572,8552.17857142857,5918,380520.8033638815,57467138.508092456,12203,250.89285714285728,37.285714285714306,8087.8571428571395,0.08655020611735957,158,5580.642857142895
160,7561,9704.178571428572,8713.0,8552.17857142857,9704.178571428572,3771,364577.5994024264,57831716.10749488,11868,985.2321428571428,63.973214285714306,8500.455357142853,0.5264137396791806,159,5522.544642857183
161,7575,10842.178571428572,8713.0,9704.178571428572,10842.178571428578,3184,344947.67685476545,58176663.78434965,12017,1418.3571428571422,82.89285714285714,9197.357142857149,0.12643760804651885,160,5540.303571428602
162,8618,11815.05357142858,9590.875,10842.178571428578,11815.053571428587,2019,350345.7969074132,58527009.58125706,11898,2106.8839285714303,28.330357142857196,9518.026785714286,0.3545437843273766,161,5573.089285714303
163,9159,12246.928571428587,9590.875,11815.053571428587,12246.928571428592,1311,339903.2062469855,58866912.78750405,12208,2496.07142857143,124.78571428571412,9471.392857142855,0.4235392978023171,162,5603.071428571455
164,9397,12789.303571428594,9939.375,12246.928571428592,12789.303571428585,1077,349798.8670141003,59216711.65451815,12160,2789.285714285715,45.33928571428609,9817.303571428572,1.2750482043407982,163,5606.607142857165
165,9520,13208.678571428587,9939.375,12789.303571428585,13208.678571428592,906,356506.64356613526,59573218.29808428,12756,3577.8035714285757,198.33928571428626,9295.374999999993,1.1226628151260505,164,5648.3392857142935
166,9508,13910.303571428594,10209.625,13208.678571428592,13910.303571428589,761,342235.1304295551,59915453.42851384,12559,3879.0714285714275,68.43750000000003,9823.642857142857,0.9434749183644847,165,5793.035714285745
167,10135,13984.928571428587,10209.625,13910.303571428589,13984.928571428592,150,340478.1345203712,60255931.563034214,12131,4090.4464285714294,24.750000000000483,9724.410714285714,0.44453097469871,166,6060.946428571466
168,10255,14414.178571428594,10684.25,13984.928571428592,14414.178571428578,352,350149.9213664993,60606081.48440071,12721,4758.080357142859,70.14285714285705,9442.330357142855,0.5022863411576239,167,6368.258928571521
169,10489,14609.42857142858,10684.25,14414.178571428578,14609.428571428574,279,354593.8921636462,60960675.37656436,12682,4986.517857142858,92.82142857142861,9399.910714285712,0.6224199161025836,168,6662.160714285818
170,10175,15638.241071428572,11203.8125,14609.428571428574,15638.241071428574,91,338277.4709098296,61298952.84747419,12476,5407.705357142861,117.71428571428561,9971.401785714292,0.3984038259038259,169,6993.848214285785
171,10581,16261.053571428572,11203.8125,15638.241071428574,16261.053571428574,148,347890.5764178179,61646843.42389201,12906,6355.375000000002,56.91071428571479,9713.785714285717,0.6556234557900276,170,7201.196428571526
172,10707,16593.241071428572,11039.1875,16261.053571428574,16593.241071428576,129,355531.6730024244,62002375.09689443,13025,6593.080357142857,282.68750000000045,9584.482142857145,0.5312929458698585,171,7535.116071428674
173,10616,17016.428571428576,11039.1875,16593.241071428576,17016.428571428594,6,346825.93335328216,62349201.03024771,13310,6935.767857142862,170.4821428571428,9779.035714285717,0.5610870384325543,172,7831.339285714394
174,10418,17362.053571428594,10763.625,17016.428571428594,17362.053571428587,108,351014.23049605364,62700215.26074377,13223,7228.830357142859,293.4374999999998,9702.857142857145,0.7168685265428887,173,8037.562500000113
175,10018,18107.678571428587,10763.625,17362.053571428587,18107.678571428572,105,337042.01531407365,63037257.27605784,12919,7784.26785714286,132.23214285714297,10054.232142857147,0.7310365152249764,174,8280.339285714324
176,10732,18013.303571428572,10637.625,18107.678571428572,18013.30357142856,106,360475.49216284347,63397732.768220685,14031,8338.089285714283,195.53571428571405,9338.142857142855,0.9188616487407486,175,8399.294642857189
177,9525,19125.92857142856,10637.625,18013.30357142856,19125.92857142857,472,331997.9011797732,63729730.66940046,12550,8663.517857142855,112.17857142857136,10211.232142857154,0.7631711661042376,176,8616.28571428574
178,10447,19629.61607142857,10950.6875,19125.92857142857,19629.61607142856,88,352720.39393374394,64082451.063334204,12495,9579.812500000004,198.79464285714297,9722.839285714294,0.8995191716008696,177,8882.812500000062
179,10544,20036.30357142856,10950.6875,19629.61607142856,20036.303571428547,147,346262.43409038585,64428713.49742459,13974,10078.160714285716,163.55357142857193,9680.000000000005,0.6783182378603942,178,9200.678571428547
180,9908,20448.428571428547,10320.125,20036.303571428547,20448.42857142857,400,341316.4566226571,64770029.95404725,13150,10504.250000000002,65.64285714285776,9741.05357142858,0.8042932478805008,179,9512.714285714304
181,9685,21083.55357142857,10320.125,20448.42857142857,21083.55357142857,81,326117.1397611972,65096147.09380844,12167,10311.124999999989,0.0,10666.232142857141,0.8939308454409135,180,9775.392857142855
182,10717,20921.49107142857,10554.9375,21083.55357142857,20921.491071428572,138,357171.63275083347,65453318.726559274,13460,11351.303571428583,126.24999999999994,9325.071428571424,1.02215105506605,181,9954.598214285747
183,8759,22717.428571428572,10554.9375,20921.491071428572,22717.428571428547,801,334256.32464689214,65787575.051206164,11577,12001.589285714286,83.23214285714295,10493.53571428572,0.8848086186181284,182,10140.821428571426
184,10057,23495.55357142855,10835.125,22717.428571428547,23495.553571428565,78,342086.9930575357,66129662.0442637,11965,13190.25000000001,25.366071428571445,10171.071428571431,1.1147193141948053,183,10230.125
185,10072,24258.678571428565,10835.125,23495.553571428565,24258.678571428576,269,358201.36921640567,66487863.4134801,12835,13990.196428571433,208.03571428571433,9951.053571428582,1.1995711236241906,184,10406.553571428516
186,9867,24753.80357142858,10362.125,24258.678571428576,24753.80357142857,402,360268.12929778674,66848131.54277789,12669,14617.375,163.99999999999977,9853.285714285716,1.0520204433247915,185,10608.142857142813
187,9715,25400.928571428565,10362.125,24753.80357142857,25400.92857142858,729,358683.76866401837,67206815.31144191,12640,15528.821428571426,40.42857142857122,9719.517857142859,1.5156550988897879,186,10741.124999999947
188,9289,25489.55357142858,9377.625,25400.92857142858,25489.55357142858,1192,375075.893886256,67581891.20532817,12512,15686.116071428578,0.0,9666.991071428574,1.9422646601971614,187,10709.401785714248
189,10198,24669.17857142858,9377.625,25489.55357142858,24669.178571428572,695,363380.5971013782,67945271.80242954,12444,15326.267857142862,140.71428571428532,9069.017857142857,1.7858823859019963,188,10744.51785714276
190,9131,23329.553571428572,7791.375,24669.178571428572,23329.553571428576,1489,380855.95224566036,68326127.75467521,12571,13823.285714285721,70.83035714285714,9281.794642857141,1.718023960761615,189,10889.20535714274
191,8929,22191.928571428576,7791.375,23329.553571428576,22191.92857142855,1377,353584.7506970309,68679712.50537224,12409,12289.071428571417,190.1071428571433,9559.160714285717,1.8748173421009142,190,11012.83928571411
192,8283,21547.42857142855,7638.5,22191.92857142855,21547.428571428558,2023,388659.0136852747,69068371.51905751,11235,11696.633928571428,0.0,9679.419642857145,2.315564581500838,191,10990.2232142856
193,8595,20590.928571428558,7638.5,21547.428571428558,20590.92857142854,1385,365554.74220604973,69433926.26126356,10865,10285.214285714275,0.0,10141.589285714295,1.3369012992049654,192,11141.999999999824
194,7361,18437.42857142854,5207.5,20590.92857142854,18437.428571428583,2727,378298.6420755456,69812224.9033391,10963,8212.053571428578,0.0,10038.321428571433,2.2387554906489187,193,11201.669642857114
195,6809,16835.928571428583,5207.5,18437.428571428583,16835.928571428594,2112,356642.47931117273,70168867.38265027,9911,5291.232142857145,128.44642857142853,11218.44642857143,3.52134342501871,194,10748.696428571391
196,6869,13147.553571428594,3180.625,16835.928571428594,13147.553571428603,2800,438762.9329035105,70607630.31555378,10371,2322.642857142858,0.0,10579.339285714292,7.678458342865447,195,9785.249999999933
197,5261,11067.178571428603,3180.625,13147.553571428603,11067.178571428589,4781,453388.8930974831,71061019.20865127,10876,938.7142857142863,0.0,9856.250000000002,9.01940605171931,196,9035.964285714215
198,3766,9110.491071428589,1809.3125,11067.178571428589,9110.491071428589,6896,497066.7108697059,71558085.91952097,11818,304.83035714285717,0.0,8516.633928571428,22.656200212426963,197,7627.991071428541
199,2897,8022.803571428589,1809.3125,9110.491071428589,8022.803571428571,6985,430470.4654037973,71988556.38492477,10348,9.910714285714603,0.0,7710.160714285713,15.3774727961602,198,6881.285714285686
200,1906,7583.866071428571,1467.0625,8022.803571428571,7583.86607142857,7145,369920.9168262615,72358477.30175103,9463,1.116071428571436,0.0,7296.357142857138,7.408364250737032,199,6607.205357142829
201,2530,6520.928571428569,1467.0625,7583.86607142857,6520.928571428568,6406,395419.2857436127,72753896.58749464,9259,0.0,0.0,6227.10714285714,12.3303465556183,200,5735.767857142824
202,3630,5915.803571428569,3024.875,6520.928571428568,5915.803571428568,6108,461068.98232799437,73214965.56982264,10172,0.0,0.0,5648.160714285713,9.165973042109398,201,5074.375000000103
203,3201,5739.678571428569,3024.875,5915.803571428568,5739.678571428568,7033,423652.28874137934,73638617.85856402,10656,0.0,0.0,5476.624999999997,5.289587703247491,202,4852.928571428687
204,4357,5996.116071428569,4613.4375,5739.678571428568,5996.11607142857,6093,383699.55924572673,74022317.41780974,10656,0.0,0.0,5735.383928571425,0.5833859306862511,203,4840.357142857261
205,4323,6286.553571428569,4613.4375,5996.11607142857,6286.553571428568,6283,364685.2466327439,74387002.66444248,10897,0.0,0.0,6031.964285714283,0.9409822048180811,204,4812.26785714297
206,5885,6733.116071428569,6331.5625,6286.553571428568,6733.116071428565,6727,485381.70170933637,74872384.36615181,12928,60.15178571428596,0.0,6416.321428571424,0.3835320831816152,205,4808.25000000011
207,6338,6726.678571428565,6331.5625,6733.116071428565,6726.6785714285625,6574,442444.23092702427,75314828.59707883,13556,30.91071428571435,0.0,6452.089285714279,1.9705738440848042,206,4686.071428571518
208,7935,7504.678571428562,8713.0,6726.6785714285625,7504.6785714285625,4148,395438.81476723903,75710267.41184607,12783,58.65178571428632,0.0,7204.785714285708,0.20392399555915594,207,4664.491071428655
209,8018,8199.678571428562,8713.0,7504.6785714285625,8199.678571428563,3703,365743.18748886907,76076010.59933494,13158,224.2321428571441,0.0,7791.3749999999945,0.056631507679150234,208,4681.464285714372
210,8436,9354.553571428565,9590.875,8199.678571428563,9354.553571428578,2836,356125.8263141954,76432136.42564914,12682,714.2053571428567,0.0,8474.785714285712,0.09389076576576569,209,4714.321428571513
211,8471,10474.42857142858,9590.875,9354.553571428578,10474.428571428585,2290,340881.3769025783,76773017.80255172,12527,1216.5000000000011,10.303571428571246,9083.249999999998,0.1146674789618361,210,4753.964285714351
212,8722,11691.803571428587,9939.375,10474.428571428585,11691.80357142859,1885,341401.20040520903,77114419.00295693,12327,2086.107142857145,36.89285714285699,9420.062500000002,0.16989570707897936,211,4901.294642857209
213,9052,12579.17857142859,9939.375,11691.80357142859,12579.178571428587,1616,341282.11129062984,77455701.11424756,12554,2872.410714285713,22.464285714285708,9531.107142857149,0.2849991714538221,212,5050.285714285777
214,9411,13377.803571428587,10209.625,12579.178571428587,13377.803571428585,1025,337026.4841177879,77792727.59836535,12461,3359.357142857145,14.19642857142847,9854.250000000007,0.4059905202119099,213,5271.973214285766
215,9667,13920.428571428587,10209.625,13377.803571428585,13920.428571428596,872,340778.98819751997,78133506.58656287,12236,3988.2678571428623,120.19642857142847,9665.535714285717,0.4243431260991,214,5460.535714285753
216,9696,14908.678571428594,10684.25,13920.428571428596,14908.678571428582,871,343241.8556388342,78476748.4422017,12474,4763.125000000003,43.080357142857224,9967.955357142862,0.39878926508722295,215,5742.937500000002
217,9726,15866.92857142858,10684.25,14908.678571428582,15866.928571428565,703,350775.75680357334,78827524.19900528,12250,5616.660714285718,8.553571428571502,10102.339285714286,0.6080590317558239,216,6011.1964285714685
218,10323,16747.741071428565,11203.8125,15866.928571428565,16747.74107142856,369,336375.59015885944,79163899.78916414,12446,6660.142857142858,70.5446428571432,9906.901785714297,0.5926978245526632,217,6337.44642857145
219,10908,17043.55357142856,11203.8125,16747.74107142856,17043.553571428565,191,362472.35292160686,79526372.14208575,13026,7401.285714285716,88.6964285714287,9438.839285714294,0.6492220650636492,218,6646.857142857173
220,10528,17554.741071428565,11039.1875,17043.553571428565,17554.741071428558,9,346041.17380072793,79872413.31588647,13140,7116.794642857144,273.86607142857235,10035.33035714286,1.189327609368215,219,6983.839285714373
221,10139,18454.928571428558,11039.1875,17554.741071428558,18454.92857142857,76,355381.440582918,80227794.75646938,12850,8092.1964285714275,472.5714285714286,9786.071428571433,0.8899555112507572,220,7243.375000000081
222,10124,19094.55357142857,10763.625,18454.92857142857,19094.553571428587,9,327802.889895411,80555597.6463648,12795,8580.23214285714,523.0178571428576,9882.01785714286,0.7468118544335947,221,7447.133928571477
223,10380,19478.178571428587,10763.625,19094.553571428587,19478.178571428583,9,340016.6078548363,80895614.25421964,13234,8894.91071428571,256.33928571428544,10211.964285714284,1.5705451761629519,222,7741.375000000062
224,10004,20111.803571428583,10637.625,19478.178571428583,20111.803571428583,9,349646.9035341694,81245261.15775381,12803,9293.223214285717,128.16964285714263,10584.598214285712,1.2891727237676367,223,7826.1517857143335
225,9949,20800.428571428583,10637.625,20111.803571428583,20800.428571428587,72,339237.5054994485,81584498.66325326,12626,10156.428571428572,370.08928571428544,10169.46428571429,0.9825870870008468,224,8027.0892857143
226,10253,21498.116071428587,10950.6875,20800.428571428587,21498.116071428587,167,346337.88824747794,81930836.55150074,13195,11286.732142857149,433.6160714285714,9665.035714285716,0.9770180504660667,225,8316.767857142868
227,11180,21268.803571428587,10950.6875,21498.116071428587,21268.803571428565,9,370309.05248008674,82301145.60398082,13670,11710.232142857138,147.30357142857147,9288.517857142857,1.1744737094301054,226,8528.678571428609
228,10957,20631.928571428565,10320.125,21268.803571428565,20631.928571428576,349,363469.22657999187,82664614.83056082,14108,11273.410714285721,162.62500000000003,9072.79464285714,1.4029640216952004,227,8847.687499999985
229,9655,21297.053571428576,10320.125,20631.928571428576,21297.05357142858,399,332295.15437749424,82996909.98493831,13204,10812.750000000004,302.28571428571445,10070.107142857143,1.0484954131833997,228,9253.660714285725
230,9485,22366.99107142858,10554.9375,21297.05357142858,22366.991071428547,23,318237.1294882569,83315147.11442657,12139,11418.116071428567,136.83035714285714,10698.80357142858,0.8451012877475717,229,9663.214285714297
231,9652,23269.92857142855,10554.9375,22366.991071428547,23269.928571428554,426,332330.5246811524,83647477.63910772,11774,12824.553571428576,5.874999999999943,10319.571428571433,0.7416079569001244,230,10125.946428571357
232,10937,23168.05357142855,10835.125,23269.928571428554,23168.053571428587,147,372517.6033474212,84019995.24245514,12702,13813.098214285708,143.57142857142873,9086.776785714283,1.2882180736425521,231,10299.294642857136
233,9898,24105.178571428587,10835.125,23168.053571428587,24105.178571428576,147,337009.9816552558,84357005.2241104,12579,13488.339285714283,100.55357142857159,10405.732142857147,1.549301987414486,232,10238.67857142861
234,9467,25000.30357142858,10362.125,24105.178571428576,25000.30357142852,993,360119.0144260357,84717124.23853643,12029,15171.419642857136,46.69642857142844,9653.20535714286,1.1508803135704477,233,10428.553571428594
235,10656,24706.42857142852,10362.125,25000.30357142852,24706.428571428565,346,376168.5287080647,85093292.7672445,13461,15252.982142857143,275.07142857142753,9063.21428571429,1.346417008526384,234,10558.499999999907
236,8914,25170.053571428565,9377.625,24706.428571428565,25170.05357142856,1304,341586.8274599231,85434879.59470442,13231,15302.330357142859,614.7410714285705,9126.732142857143,1.2830409227859887,235,10819.008928571388
237,9859,24688.678571428565,9377.625,25170.05357142856,24688.678571428543,1302,383294.8835590844,85818174.4782635,12587,15539.125000000004,0.0,9009.732142857141,1.5242843739585308,236,10964.410714285685
238,9023,23457.053571428543,7791.375,24688.678571428543,23457.05357142855,1085,342797.92971349356,86160972.40797698,11885,13470.491071428582,39.714285714285765,9793.517857142859,1.6860572584347955,237,11106.205357142793
239,8264,22984.42857142855,7791.375,23457.05357142855,22984.42857142855,1624,369657.3647026339,86530629.77267961,10810,12615.250000000007,3.142857142857224,10213.428571428572,1.9824669824367342,238,11146.660714285646
240,8799,21823.92857142855,7638.5,22984.42857142855,21823.92857142855,1046,368765.6411515618,86899395.41383117,11196,11173.892857142853,9.017857142856997,10475.482142857143,2.3622306917993914,239,10993.499999999989
241,8014,21448.42857142855,7638.5,21823.92857142855,21448.428571428543,1089,366584.90224635444,87265980.31607753,10286,10188.017857142855,96.6964285714285,10996.785714285712,2.2628123997290452,240,10991.214285714195
242,7822,18833.928571428543,5207.5,21448.428571428543,18833.928571428572,1566,363577.05209458113,87629557.36817211,10560,7847.919642857145,0.0,10806.187499999995,2.534343000815768,241,10878.955357142784
243,7685,16356.428571428572,5207.5,18833.928571428572,16356.428571428589,2072,435873.666455962,88065431.03462808,10700,5905.017857142859,0.0,10249.160714285706,5.035685240263965,242,10111.642857142779
244,5805,13732.053571428587,3180.625,16356.428571428589,13732.053571428589,2860,392204.50369443727,88457635.53832251,9551,2196.589285714286,11.267857142857224,11290.008928571426,5.481803453508878,243,9543.910714285623
245,5902,11010.678571428587,3180.625,13732.053571428589,11010.678571428582,4769,512770.2798867397,88970405.81820925,11734,1536.303571428572,57.267857142857224,9194.589285714286,12.751119979506548,244,8092.624999999934
246,3842,8977.991071428582,1809.3125,11010.678571428582,8977.991071428582,6053,454126.4441453081,89424532.26235455,10866,215.50892857142864,54.267857142857224,8429.437499999996,11.05121805359311,245,7351.1428571427905
247,2775,8012.303571428582,1809.3125,8977.991071428582,8012.303571428572,7030,409532.96712794754,89834065.2294825,10300,78.14285714285717,0.0,7639.785714285713,18.298613256113256,246,6712.696428571366
248,2368,7111.3660714285725,1467.0625,8012.303571428572,7111.366071428573,7009,395049.77605947864,90229115.00554198,9860,0.0,0.0,6806.991071428571,13.16237959499677,247,6145.249999999979
249,2850,5728.4285714285725,1467.0625,7111.366071428573,5728.428571428573,5943,402560.9870866365,90631675.99262862,9186,0.0,0.0,5416.285714285716,11.663921261487038,248,5088.000000000056
250,3192,5561.3035714285725,3024.875,5728.428571428573,5561.303571428572,6219,426336.1280941608,91058012.12072279,9957,0.0,0.0,5250.375000000002,3.8279208064804906,249,4765.964285714351
251,2945,5641.1785714285725,3024.875,5561.303571428572,5641.17857142857,6692,386366.5300081007,91444378.6507309,9863,0.0,0.0,5355.571428571428,2.11757114560595,250,4749.839285714351
252,4385,5869.616071428569,4613.4375,5641.17857142857,5869.616071428572,6241,393507.3330047231,91837885.98373562,10813,0.0,0.0,5585.4375,1.7859097572894604,251,4708.973214285776
253,4371,6112.0535714285725,4613.4375,5869.616071428572,6112.053571428573,6108,369866.6570486586,92207752.64078428,10785,0.0,0.0,5820.82142857143,2.375106900458645,252,4628.803571428624
254,5849,6594.6160714285725,6331.5625,6112.053571428573,6594.6160714285725,6588,472670.40324174205,92680423.04402602,12712,75.15178571428581,0.0,6251.232142857146,0.974077274096509,253,4599.919642857197
255,6345,6581.1785714285725,6331.5625,6594.6160714285725,6581.1785714285725,6575,458118.8619469517,93138541.90597297,13589,20.910714285714256,0.0,6262.464285714287,1.975526755225342,254,4476.125000000048
256,8081,7213.1785714285725,8713.0,6581.1785714285725,7213.178571428572,4406,420801.66388521885,93559343.5698582,13201,66.31250000000006,0.0,6880.089285714286,0.7038854367387344,255,4434.500000000043
257,8016,7910.1785714285725,8713.0,7213.178571428572,7910.178571428571,4014,381733.7359811519,93941077.30583934,13436,307.73214285714295,9.428571428571416,7378.660714285712,0.22412652373823774,256,4421.446428571471
258,8675,8826.053571428572,9590.875,7910.178571428571,8826.053571428567,2875,368491.5476078589,94309568.8534472,12972,788.2589285714286,5.741071428571217,7816.937499999997,0.19651296829971165,257,4424.901785714327
259,8384,10032.928571428565,9590.875,8826.053571428567,10032.92857142857,2666,347820.55408141884,94657389.40752862,12857,1312.7500000000002,113.99999999999997,8425.071428571428,0.1262523854961831,258,4454.214285714333
260,8957,11015.303571428572,9939.375,10032.92857142857,11015.303571428576,1731,345538.34546119045,95002927.75298981,12242,1869.642857142858,135.50892857142875,8828.5,0.17997894703264816,259,4565.383928571455
261,9226,11728.678571428576,9939.375,11015.303571428576,11728.678571428585,1584,343376.0343137211,95346303.78730354,13004,2610.3392857142867,219.35714285714283,8749.267857142857,0.2847949118949549,260,4692.8035714286
262,9522,12416.303571428587,10209.625,11728.678571428585,12416.30357142859,1164,338702.9890386864,95685006.77634223,12598,2886.50892857143,195.98214285714275,9179.178571428574,0.2816916464128185,261,4906.241071428577
263,9653,12972.92857142859,10209.625,12416.30357142859,12972.928571428585,1174,349548.2345727925,96034555.01091503,12793,3565.125000000001,138.12499999999997,9117.982142857141,0.4423994761066132,262,5139.73214285715
264,9590,14067.178571428587,10684.25,12972.928571428585,14067.178571428585,770,339769.5995556114,96374324.61047064,12062,3993.598214285717,121.04464285714275,9825.803571428572,0.49466147772977825,263,5430.196428571427
265,10100,14651.428571428587,10684.25,14067.178571428585,14651.428571428582,536,338652.9606496354,96712977.57112028,12541,4687.035714285716,94.85714285714297,9748.821428571424,0.4165320014144273,264,5720.214285714264
266,10377,15478.24107142858,11203.8125,14651.428571428582,15478.241071428582,257,347942.7229257657,97060920.29404604,12529,5467.223214285717,244.53571428571425,9631.017857142859,0.5623021035531872,265,6012.589285714278
267,10720,15962.05357142858,11203.8125,15478.241071428582,15962.053571428572,89,345158.47459534614,97406078.7686414,12868,5833.410714285713,271.35714285714334,9734.714285714286,0.49697161513859234,266,6299.446428571396
268,10589,16412.241071428572,11039.1875,15962.053571428572,16412.241071428558,174,340510.6801607007,97746589.4488021,13222,6276.607142857142,300.65178571428584,9700.785714285714,0.4736468437596965,267,6677.90178571428
269,10186,17265.428571428558,11039.1875,16412.241071428558,17265.428571428565,78,335693.2344384523,98082282.68324055,12406,6617.035714285714,324.0357142857145,10203.839285714286,0.656237728254467,268,7038.053571428568
270,10733,17296.053571428565,10763.625,17265.428571428565,17296.053571428576,9,356364.3642770676,98438647.04751761,13190,7054.0357142857165,525.3303571428571,9589.562500000004,0.8633212322476738,269,7188.946428571471
271,10014,18045.678571428576,10763.625,17296.053571428576,18045.678571428583,9,336998.9353839441,98775645.98290156,13346,7137.8750000000055,171.9999999999999,10618.535714285712,0.7509620459927526,270,7456.125000000021
272,10355,18328.303571428583,10637.625,18045.678571428583,18328.303571428598,19,336975.3167082034,99112621.29960977,13128,7830.88392857143,299.99107142857105,10073.651785714286,0.7958698351383041,271,7715.946428571466
273,9833,19132.928571428598,10637.625,18328.303571428598,19132.928571428594,55,338735.85956278397,99451357.15917255,12990,8437.160714285712,343.2857142857137,10222.589285714286,0.7027574784617393,272,8030.250000000015
274,9834,20249.616071428594,10950.6875,19132.928571428594,20249.616071428594,15,328733.73309022497,99780090.89226277,12347,9839.241071428578,34.803571428571246,10264.848214285712,0.9786234226251002,273,8347.17857142856
275,9859,21341.303571428594,10950.6875,20249.616071428594,21341.30357142857,122,348049.8939448886,100128140.78620766,12709,10757.089285714286,156.3035714285714,10294.196428571426,1.0225899468216142,274,8617.44642857148
276,9697,21964.42857142857,10320.125,21341.30357142857,21964.42857142856,207,334695.00208391494,100462835.78829157,12708,11716.473214285706,197.97321428571422,9952.687499999996,1.6156368317152594,275,8711.95535714288
277,10164,22120.55357142856,10320.125,21964.42857142856,22120.55357142855,147,347317.3698139108,100810153.15810548,12691,11718.571428571435,289.1785714285711,10008.571428571431,0.9786729774554459,276,9027.125000000035
278,9781,22894.49107142855,10554.9375,22120.55357142855,22894.491071428565,242,349045.9002617047,101159199.05836718,12806,12683.05357142857,201.2321428571425,9880.999999999995,1.2916389769280583,277,9173.232142857134
279,10366,23083.428571428565,10554.9375,22894.491071428565,23083.428571428565,536,368452.1094430114,101527651.16781019,12942,13783.464285714283,93.64285714285731,9065.892857142853,1.5366893139659892,278,9299.48214285712
