time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold
47,8893,23923.80952380947,8647.95238095239,24168.857142857138,23923.80952380951,2185,396123.00293304515,15694287.376243643,12002,15183.14285714286,0.0,8616.476190476189,2.065990907776584,48,5702.428571428602
48,8489,21894.33333333327,6459.523809523805,23923.80952380951,21894.333333333398,1734,344067.0647404542,16038354.440984098,11397,12413.66666666668,0.0,9357.499999999998,2.223415175941974,49,6013.142857142898
49,8287,20066.85714285716,6459.523809523805,21894.333333333398,20066.857142857127,2067,363667.84456104063,16402022.285545139,11354,10596.90476190476,0.0,9337.666666666664,2.365816798542758,50,6104.380952380985
50,7309,16924.28571428564,4166.428571428578,20066.857142857127,16924.285714285703,3122,414577.74865281023,16816600.03419795,11287,7353.952380952382,0.0,9417.595238095248,3.4437158363140017,51,5977.642857142882
51,7443,13647.714285714217,4166.428571428578,16924.285714285703,13647.714285714295,2997,415238.8907475171,17231838.924945466,11424,4223.0952380952385,27.095238095238017,9224.095238095246,3.2828576546835233,52,5896.6666666666915
52,4552,11356.928571428563,2261.214285714292,13647.714285714295,11356.928571428543,5447,394014.035965153,17625852.96091062,10988,1958.3333333333344,0.0,9202.857142857143,4.143918947192232,53,5914.261904761921
53,4314,9304.142857142811,2261.214285714292,11356.928571428543,9304.142857142866,6337,444516.3269392855,18070369.287849903,11235,972.3809523809523,0.0,8121.476190476187,5.797585932843218,54,5393.619047619078
54,2915,7643.61904761904,1254.47619047619,9304.142857142866,7643.6190476190495,7162,381558.58361000894,18451927.871459913,10804,87.71428571428567,0.0,7328.333333333337,7.163734378828722,55,4991.119047619081
55,1933,6965.095238095235,1254.47619047619,7643.6190476190495,6965.095238095238,6673,337668.4398078301,18789596.31126774,9133,0.0,0.0,6720.523809523808,4.835673638312014,56,5003.428571428601
56,2816,5286.476190476187,1137.3809523809502,6965.095238095238,5286.476190476199,5240,357500.1810741989,19147096.49234194,8474,0.0,0.0,5024.023809523809,8.685453869047636,57,4086.071428571491
57,2457,3966.8571428571486,1137.3809523809502,5286.476190476199,3966.857142857143,5138,399186.7507902615,19546283.2431322,8033,0.0,0.0,3680.238095238096,9.579365079365058,58,3106.476190476241
58,3437,3426.214285714291,2896.3571428571463,3966.857142857143,3426.214285714293,4155,345743.94642305013,19892027.18955525,8061,0.0,0.0,3120.2857142857165,4.540656995995921,59,2506.71428571433
59,3203,3119.571428571444,2896.3571428571463,3426.214285714293,3119.571428571432,3767,308023.43706660083,20200050.62662185,7205,0.0,0.0,2790.4761904761917,3.1372076773263013,60,2190.7142857143185
60,6016,3219.2619047619264,6115.690476190475,3119.571428571432,3219.2619047619064,3641,375989.09558384004,20576039.72220569,9876,0.0,0.0,2885.2380952380977,0.8637957510131702,61,2018.357142857173
61,6008,3326.9523809524017,6115.690476190475,3219.2619047619064,3326.9523809523835,4058,381698.6370246464,20957738.359230336,10571,0.0,0.0,2989.2380952380945,0.513458246147992,62,1944.0000000000268
62,7677,3613.952380952387,7963.999999999989,3326.9523809523835,3613.952380952383,4106,426705.1534174217,21384443.51264776,12272,9.761904761904782,0.0,3273.2380952380954,0.32130916714738544,63,1861.0238095238349
63,7125,4452.952380952391,7963.999999999989,3613.952380952383,4452.952380952377,4449,422587.71876255283,21807031.231410313,14395,21.380952380952458,0.0,4156.476190476192,0.14903592314118622,62,1854.5238095238328
64,8567,4905.119047619033,9019.166666666664,4452.952380952377,4905.119047619052,4890,503112.3944446065,22310143.62585492,16095,53.07142857142861,49.738095238095354,4517.166666666667,0.3723173639713844,63,1789.857142857165
65,8411,5513.285714285703,9019.166666666664,4905.119047619052,5513.285714285709,3500,414132.55384443793,22724276.179699358,15625,6.904761904761759,46.47619047619057,5184.0,0.35255985642384347,64,1734.2857142857376
66,9470,6891.071428571437,10847.785714285717,5513.285714285709,6891.071428571429,2170,373321.6960171659,23097597.875716522,15200,435.00000000000017,111.71428571428564,6151.476190476193,0.09656056720470657,65,1759.166666666691
67,9947,7791.857142857138,10847.785714285717,6891.071428571429,7791.85714285714,1941,375249.92604130256,23472847.801757824,14623,557.5714285714291,323.57142857142844,6710.619047619042,0.1398579136087934,66,1783.8095238095475
68,9681,9089.92857142858,10979.071428571422,7791.85714285714,9089.928571428572,1673,356411.3920465086,23829259.19380433,14220,956.1428571428573,296.6904761904764,7677.380952380952,0.22848633307263594,67,1911.4047619047847
69,9845,10223.999999999978,10979.071428571422,9089.928571428572,10224.0,1459,346587.54808628175,24175846.741890613,13666,1477.0952380952385,348.6666666666668,8257.190476190477,0.1814529976541149,68,2047.714285714306
70,9618,11230.476190476173,10624.476190476189,10224.0,11230.47619047619,1358,336133.828845492,24511980.570736106,13068,1835.5238095238105,389.54761904761926,8867.928571428572,0.35034756260582867,69,2273.2380952381127
71,9696,12158.95238095237,10624.476190476189,11230.47619047619,12158.952380952394,1222,337872.5938005447,24849853.16453665,12781,2537.2857142857147,265.1904761904763,9215.190476190483,0.38701771962910597,70,2491.333333333346
72,9801,13132.857142857163,10774.904761904767,12158.952380952394,13132.857142857145,1412,354735.5678963838,25204588.732433036,12774,3710.3809523809523,120.61904761904778,9180.690476190483,0.7027562785138541,71,2679.023809523821
73,9856,14051.76190476192,10774.904761904767,13132.857142857145,14051.7619047619,1098,346213.97627796174,25550802.708711,12559,4285.476190476194,131.2380952380954,9511.333333333332,0.4385049474335185,72,2955.2857142857247
74,10100,15743.904761904774,11792.142857142855,14051.7619047619,15743.904761904747,406,331181.783109041,25881984.49182004,12312,5429.238095238098,19.499999999999915,10188.904761904756,0.5913437057991515,73,3282.6428571428664
75,10600,16936.04761904761,11792.142857142855,15743.904761904747,16936.047619047626,320,340016.0460366106,26222000.537856653,13128,6866.809523809526,161.14285714285703,9807.523809523816,0.6512982929020662,74,3694.238095238106
76,10375,18102.357142857123,11541.30952380952,16936.047619047626,18102.35714285715,375,351240.8403063419,26573241.378162995,12951,8160.738095238098,76.97619047619047,9772.04761904762,0.8012507171543317,75,4138.1666666666915
77,10517,19126.666666666646,11541.30952380952,18102.35714285715,19126.66666666666,259,341875.1478677832,26915116.52603078,13258,9012.7619047619,255.666666666667,9766.04761904762,0.7526906550392328,76,4663.000000000025
78,10376,19956.547619047567,11205.880952380967,19126.66666666666,19956.54761904761,36,338843.65112893336,27253960.17715971,13294,9360.571428571426,358.9047619047617,10141.690476190473,0.9769729595770459,77,5119.476190476214
79,10072,21090.428571428518,11205.880952380967,19956.54761904761,21090.428571428605,26,341212.11836811225,27595172.295527823,13053,10333.809523809528,513.5714285714283,10143.238095238094,0.961328435266084,78,5592.761904761933
80,10311,21324.61904761906,10545.190476190486,21090.428571428605,21324.619047619046,204,341366.9151827059,27936539.21071053,13402,11498.023809523806,333.3571428571431,9396.595238095239,0.8990652608633399,79,6078.619047619099
81,9452,22417.8095238095,10545.190476190486,21324.619047619046,22417.80952380954,9,333023.92845659313,28269563.139167123,13115,11313.857142857143,488.33333333333326,10517.809523809521,1.3634050742599215,80,6346.047619047654
82,9665,22395.523809523846,9642.714285714286,22417.80952380954,22395.523809523816,157,334307.3221202284,28603870.46128735,13107,11802.97619047619,165.80952380952436,10321.761904761894,1.2244229300618332,81,6695.238095238113
83,8954,23084.23809523812,9642.714285714286,22395.523809523816,23084.23809523806,232,331598.3113633384,28935468.77265069,12787,12146.42857142857,165.57142857142853,10672.523809523813,1.2157003520639866,82,7223.857142857195
84,9319,23319.999999999993,9554.761904761903,23084.23809523806,23320.0,116,338950.3800111035,29274419.152661793,13831,12652.380952380956,424.8095238095242,10136.880952380958,1.4814766554760124,83,7592.047619047644
85,9440,23434.761904761937,9554.761904761903,23320.0,23434.76190476191,321,330226.00120004115,29604645.153861836,13610,13090.714285714297,30.85714285714286,10227.476190476189,1.3612136803874089,84,7997.619047619083
86,10097,24078.28571428571,10740.523809523826,23434.76190476191,24078.285714285714,285,347602.30110536114,29952247.454967197,14457,14158.547619047622,284.0952380952388,9539.857142857149,1.496686898984611,85,8302.404761904769
87,9008,25810.809523809512,10740.523809523826,24078.285714285714,25810.809523809563,451,333704.1637334809,30285951.61870068,12597,14995.04761904763,179.5238095238093,10544.714285714288,1.0726391355831837,86,8858.952380952389
88,9886,27238.571428571428,11313.761904761905,25810.809523809563,27238.571428571424,385,338041.9862770296,30623993.60497771,13084,17402.85714285714,38.761904761904475,9710.166666666655,1.0346473608662554,87,9379.380952380981
89,9587,28965.33333333332,11313.761904761905,27238.571428571424,28965.33333333338,588,362875.2878651933,30986868.8928429,12268,18772.380952380954,13.714285714285722,10096.428571428574,1.6939556045637223,88,9686.142857142904
90,9467,30643.023809523824,11144.690476190484,28965.33333333338,30643.02380952379,627,364610.8220205364,31351479.71486344,12009,20500.071428571424,46.76190476190476,10011.214285714288,1.559105061692998,89,10220.523809523827
91,9455,32332.714285714253,11144.690476190484,30643.02380952379,32332.714285714304,210,327965.0688358612,31679444.7836993,12298,21627.285714285717,266.90476190476187,10353.09523809523,1.651718667371764,90,10645.666666666648
92,9269,33270.714285714246,10207.000000000002,32332.714285714304,33270.7142857143,754,364403.992872293,32043848.776571594,12024,23230.333333333332,59.54761904761899,9884.904761904763,1.6297463639679617,91,10919.452380952383
93,9565,33912.71428571423,10207.000000000002,33270.7142857143,33912.71428571431,1122,376118.8345430296,32419967.611114625,12715,24397.57142857144,14.999999999999998,9408.095238095239,2.3528514176187985,92,10993.523809523804
94,9268,33292.666666666584,8647.95238095239,33912.71428571431,33292.66666666668,1110,364440.0442765651,32784407.65539119,11655,23425.714285714308,0.0,9757.071428571426,2.2295147666317257,93,11099.380952380983
95,9114,32826.61904761895,8647.95238095239,33292.66666666668,32826.61904761912,1358,389231.0456808121,33173638.701072004,11625,22681.714285714304,10.666666666666629,10034.095238095233,2.8794397943509193,94,11158.952380952393
96,8447,30839.142857142775,6459.523809523805,32826.61904761912,30839.14285714287,1017,343565.1674003636,33517203.868472368,10753,19577.119047619042,21.92857142857133,11125.619047619044,2.9081668893436303,95,11292.142857142895
97,8917,28381.66666666662,6459.523809523805,30839.14285714287,28381.666666666704,681,366470.5780474845,33883674.44651985,11071,17531.80952380952,22.761904761904702,10701.666666666668,3.0423054945876515,96,11345.952380952429
98,7486,25062.09523809522,4166.428571428578,28381.666666666704,25062.095238095222,3014,419819.6528784866,34303494.09939834,11608,15227.214285714292,29.21428571428561,9680.071428571424,5.251517117667267,97,11050.714285714297
99,8391,20837.523809523736,4166.428571428578,25062.095238095222,20837.523809523835,1835,410805.5322276908,34714299.631626025,11252,10408.238095238095,0.2857142857142829,10286.952380952378,4.478732882737168,98,10908.380952380978
100,6378,16720.738095237924,2261.214285714292,20837.523809523835,16720.73809523813,2604,411944.43775225023,35126244.06937827,10214,5634.833333333339,73.40476190476203,10816.095238095239,5.793490271618198,99,10690.785714285716
101,4437,14544.952380952222,2261.214285714292,16720.73809523813,14544.952380952405,3820,397931.5898994203,35524175.65927769,8871,2726.4761904761913,0.0,11610.38095238096,7.485624134711366,100,10000.571428571477
102,5729,10070.42857142858,1254.47619047619,14544.952380952405,10070.428571428567,4909,524838.537621676,36049014.19689937,11316,858.9523809523812,13.35714285714289,8961.809523809525,15.434003274900457,101,7567.78571428573
103,2907,8417.904761904741,1254.47619047619,10070.428571428567,8417.904761904752,7497,436185.9273179297,36485200.1242173,11004,0.4285714285714306,0.0,8126.190476190479,13.075245302799463,102,6877.761904761906
104,1934,7621.285714285672,1137.3809523809502,8417.904761904752,7621.285714285726,7548,385384.2961276189,36870584.42034492,10273,2.4999999999999654,0.0,7339.785714285714,10.607610676121533,103,6301.47619047621
105,2125,6633.66666666667,1137.3809523809502,7621.285714285726,6633.666666666676,6723,369494.45847718907,37240078.87882211,9194,0.0,0.0,6368.380952380953,12.585277310924363,104,5630.571428571482
106,3714,5816.023809523796,2896.3571428571463,6633.666666666676,5816.023809523813,6487,468928.24630111526,37709007.125123225,10701,0.0,0.0,5547.428571428571,7.80402979716384,105,4727.595238095347
107,3165,5547.380952380947,2896.3571428571463,5816.023809523813,5547.3809523809605,6937,421573.485592527,38130580.610715754,10282,0.0,0.0,5281.095238095239,3.7346046791544376,106,4407.190476190583
108,5504,6159.071428571438,6115.690476190475,5547.3809523809605,6159.071428571437,6156,430801.4891719604,38561382.099887714,11803,0.0,0.0,5896.476190476191,0.9456066583610155,107,4291.738095238207
109,5427,6847.761904761919,6115.690476190475,6159.071428571437,6847.76190476191,6800,415713.507445268,38977095.60733298,12726,0.0,0.0,6610.190476190476,0.24963805312063997,108,4310.190476190591
110,7018,7793.761904761908,7963.999999999989,6847.76190476191,7793.7619047619,5248,401110.20935497124,39378205.81668796,12660,22.333333333333318,0.0,7571.238095238093,0.16951987406532798,109,4297.000000000121
111,7034,8723.761904761905,7963.999999999989,7793.7619047619,8723.761904761914,3314,347161.6812439495,39725367.497931905,12859,204.3809523809528,28.047619047619165,8323.47619047619,0.17508834639912238,110,4298.190476190598
112,7916,9826.928571428587,9019.166666666664,8723.761904761914,9826.928571428587,2262,338073.56608913554,40063441.06402104,12772,591.857142857143,28.809523809523775,9045.61904761905,0.12750246637310791,111,4309.8095238096375
113,7822,11024.095238095262,9019.166666666664,9826.928571428587,11024.095238095231,1519,319378.1566639381,40382819.22068498,12664,1272.8095238095245,120.90476190476218,9472.85714285714,0.18204149468531952,112,4314.904761904878
114,9468,12403.88095238095,10847.785714285717,11024.095238095231,12403.880952380952,835,343115.15428010735,40725934.37496509,13488,2995.54761904762,233.7857142857145,9040.523809523802,0.3038153579978673,113,4350.666666666763
115,9501,13750.666666666642,10847.785714285717,12403.880952380952,13750.666666666677,509,333344.8431262716,41059279.21809136,12379,3822.666666666665,135.1904761904764,9652.999999999995,0.45438324787866924,114,4347.476190476255
116,9830,14899.738095238088,10979.071428571422,13750.666666666677,14899.73809523811,148,337493.2538577375,41396772.4719491,12332,4687.928571428573,87.2142857142856,9996.309523809528,0.9134355471588429,115,4456.238095238168
117,10892,14986.809523809523,10979.071428571422,14899.73809523811,14986.809523809521,107,349809.706529093,41746582.178478196,13281,5421.047619047622,92.52380952380932,9345.666666666664,0.6095627196894181,116,4655.000000000066
118,9788,15823.285714285696,10624.476190476189,14986.809523809521,15823.28571428573,336,338764.5588549668,42085346.73733316,12510,5158.738095238097,80.97619047619065,10454.880952380949,0.5289105221164884,117,5090.976190476304
119,10053,16394.76190476189,10624.476190476189,15823.28571428573,16394.76190476191,390,335643.9652950299,42420990.702628195,12117,5967.095238095234,16.857142857143074,10283.333333333334,0.59124023627157,118,5559.571428571531
120,9987,17182.666666666642,10774.904761904767,16394.76190476191,17182.666666666668,78,348681.89568968373,42769672.59831788,12420,6415.642857142857,18.28571428571425,10616.523809523815,0.6078902573345335,119,6019.000000000112
121,10246,17711.571428571402,10774.904761904767,17182.666666666668,17711.57142857143,137,340421.6750799498,43110094.273397826,12004,7434.0,12.999999999999998,10134.571428571431,0.5943062565646973,120,6516.904761904935
122,10914,18589.714285714257,11792.142857142855,17711.57142857143,18589.714285714294,16,354031.5537159466,43464125.82711377,12572,8615.357142857149,86.28571428571432,9778.642857142859,0.9392566995645619,121,6815.142857143004
123,10640,19741.85714285712,11792.142857142855,18589.714285714294,19741.857142857156,286,348364.5091594825,43812490.33627325,13528,9769.809523809534,331.6190476190482,9529.857142857141,0.8111416935195129,122,7240.857142857278
124,10947,20336.166666666653,11541.30952380952,19741.857142857156,20336.166666666686,82,367670.569616127,44180160.90588938,13577,10572.571428571433,458.88095238095264,9194.190476190475,0.7204996367780678,123,7722.952380952491
125,10733,21144.476190476184,11541.30952380952,20336.166666666686,21144.4761904762,6,345365.2484897232,44525526.1543791,14103,11137.428571428582,423.8571428571438,9484.619047619048,0.8407248672319013,124,8199.238095238205
126,11139,21211.35714285711,11205.880952380967,21144.4761904762,21211.35714285716,9,360303.116842952,44885829.271222055,14136,11498.261904761914,449.45238095238165,9154.40476190476,0.9100543350476016,125,8574.07142857154
127,10303,22114.238095238066,11205.880952380967,21211.35714285716,22114.23809523809,233,342812.83591047034,45228642.107132524,14040,11940.428571428583,779.9523809523819,9286.047619047622,0.9833081441836165,126,8924.61904761912
128,9272,23387.428571428547,10545.190476190486,22114.23809523809,23387.428571428576,506,336044.08718026173,45564686.19431279,12301,12563.61904761905,72.59523809523816,10637.71428571428,0.9786659271128636,127,9294.59523809531
129,10776,23156.619047618995,10545.190476190486,23387.428571428576,23156.61904761906,75,363172.4585047964,45927858.652817585,13686,13251.142857142842,284.1428571428578,9525.047619047622,1.2244935836249877,128,9378.952380952478
130,9218,23581.333333333358,9642.714285714286,23156.61904761906,23581.333333333318,345,338168.39919535303,46266027.052012935,14221,12533.976190476193,667.2380952380954,10279.000000000004,1.491845664280032,129,9502.80952380966
131,8411,24813.047619047633,9642.714285714286,23581.333333333318,24813.04761904761,19,309514.854054856,46575541.90606779,11418,12798.380952380963,88.71428571428562,11847.190476190477,1.1392422621170681,130,9873.714285714403
132,9797,24570.809523809556,9554.761904761903,24813.04761904761,24570.80952380955,9,344262.991412389,46919804.897480175,13828,13642.071428571428,392.73809523809564,10434.642857142851,1.148400627986215,131,10294.500000000142
133,8571,25554.571428571486,9554.761904761903,24570.80952380955,25554.57142857142,260,329753.71636867104,47249558.61384884,13011,13533.666666666662,189.1428571428571,11736.761904761912,1.3624347884060868,132,10586.238095238185
134,9896,26399.095238095215,10740.523809523826,25554.57142857142,26399.09523809519,17,342791.7862684226,47592350.40011726,13673,15578.761904761905,147.35714285714283,10577.880952380949,1.3716965969896464,133,10996.000000000156
135,9111,28028.619047618988,10740.523809523826,26399.09523809519,28028.619047619017,78,320266.50669835764,47912616.90681562,12666,17217.14285714286,146.85714285714315,10563.428571428572,1.0167667549952704,134,11397.285714285757
136,10475,28867.380952380932,11313.761904761905,28028.619047619017,28867.38095238094,213,364133.3682707272,48276750.27508634,12823,19243.61904761905,97.69047619047595,9426.904761904767,1.3687896351858153,135,11712.880952380981
137,10093,30088.14285714284,11313.761904761905,28867.38095238094,30088.142857142866,295,358777.8184906634,48635528.093577005,12887,20044.80952380952,68.23809523809499,9875.142857142857,1.2898755856251125,136,12110.000000000007
