grid_id,total_orders,total_unmet,total_met,assignment_ratio
172,167962.77976191285,160598.77976190255,7364.000000010303,0.043843046718140585
925,2727056.7886904324,2454210.7886904534,272845.99999997905,0.10005145515543268
1232,2872072.226190455,2685369.2261904613,186702.99999999348,0.0650063735505838
873,2148360.54166666,2039495.5416666637,108864.99999999627,0.050673524247257275
856,1887718.883928544,1841928.8839285593,45789.99999998463,0.024256789710494803
973,2829213.1964285322,2612617.1964285555,216595.99999997672,0.07655697360432133
1140,2781113.0565476143,2579053.056547618,202059.99999999627,0.07265436387934088
794,2979916.9226190546,2697803.92261905,282113.00000000466,0.09467143122636285
464,363563.23809523496,324223.2380952333,39340.00000000169,0.10820675986414396
834,1391387.083333328,1179260.08333334,212126.9999999879,0.15245721520699906
402,1520804.9732142822,1415485.9732142838,105318.99999999837,0.06925214071164065
1478,509975.9523809515,448199.95238095237,61775.99999999913,0.12113512355157587
928,2126752.267857161,1841004.267857153,285748.0000000079,0.13435885519845586
702,2165765.315476197,2006181.3154761815,159584.00000001537,0.07368480733330375
1004,788058.0892857132,658962.0892857084,129096.00000000477,0.16381533513223107
1399,2043174.8184523627,1905545.8184523724,137628.99999999022,0.06736036425127813
1058,1850381.6011904944,1709426.6011904844,140955.00000001,0.07617617896185451
525,389735.72619048425,334003.72619047674,55732.00000000751,0.14299946413629108
850,1568784.0833333344,1421151.0833333381,147632.99999999627,0.09410664065784462
1213,218855.90773810356,183435.90773809614,35420.00000000742,0.1618416444229286
200,125148.23511905214,111043.23511904477,14105.000000007378,0.1127063436938559
1105,669337.8988095215,544477.8988095251,124859.99999999639,0.18654255230739406
579,1635488.779761923,1462328.7797619023,173160.00000002072,0.10587660529546862
1011,1254703.1369047454,1096190.1369047537,158512.99999999162,0.1263350631218081
783,1252635.5446428568,1131107.54464285,121528.00000000675,0.09701784411255551
714,670498.9880952486,542451.9880952397,128047.00000000885,0.19097269686232393
1412,260262.60416667204,231329.60416666613,28933.000000005908,0.11116848727709353
967,669866.041666657,514613.0416666601,155252.99999999686,0.23176723455591267
1067,458196.45535714284,365885.45535714494,92310.9999999979,0.20146598455905942
1187,953807.3273809603,806585.3273809517,147222.00000000861,0.15435192808201886
