t,D_t,W_t,R_t,delta_D_pct,delta_W_pct,w_residual_min,delta_R_pp,w_input_next
1,3725013.6713272585,1.0878952948477854,0.9638897384507549,,inf,1.0878952948477854,,0.2175790589695571
2,3692658.1857176446,1.1401965584546125,0.9619381556372115,-0.8686004526282786,424.0378204844359,0.9226174994850554,-0.1951582813543351,0.4021025588665682
3,3665448.632482559,1.08636296681851,0.9632102307321222,-0.7368554538929705,170.17061763563746,0.6842604079519418,0.1272075094910674,0.5389546404569565
4,3645406.2333683125,1.0870201127819483,0.9635068904538179,-0.5467925245666867,101.6904635722796,0.5480654723249918,0.02966597216956801,0.6485677349219549
5,3629438.0879396107,1.1064761741320717,0.9620312399770898,-0.438034732111252,70.60302487375803,0.4579084392101168,-0.1475650476728041,0.7401494227639782
6,3616154.9564349796,1.0452418541704374,0.964206639861972,-0.36598314071729526,41.22038361755883,0.30509243140645914,0.21753998848821343,0.80116790904527
7,3607334.2860904476,1.0340723351214758,0.9648144580050928,-0.24392401461766847,29.07061346899823,0.23290442607620576,0.06078181431208307,0.8477487942605112
8,3600616.613279473,0.9727706268294618,0.966887459118902,-0.18622263084619758,14.74750933476783,0.1250218325689506,0.20730011138091475,0.8727531607743013
9,3597016.3034313424,1.0650701800352929,0.9637954155684667,-0.09999148020514984,22.03567147099978,0.19231701926099154,-0.30920435504352417,0.9112165646264996
10,3591485.848687077,0.987834279380149,0.9664563440014309,-0.15375117257571744,8.408288186140956,0.07661771475364942,0.26609284329641714,0.9265401075772295
11,3589285.186184213,1.0264186579281205,0.9643882215976249,-0.06127443057219329,10.7797330665004,0.099878550350891,-0.20681224038059387,0.9465158176474077
12,3586418.663924642,1.009887231660682,0.9656021593462132,-0.07986331848483007,6.695230320691921,0.06337141401327429,0.12139377485882452,0.9591901004500625
13,3584601.222121899,1.0377776465677573,0.9640400927410105,-0.05067567322868135,8.193114803918501,0.0785875461176948,-0.15620666052026388,0.9749076096736015
14,3582348.8209876493,1.1021873445423982,0.9620493018154578,-0.06283547303251906,13.055568918105987,0.12727973486879673,-0.19907909255527656,1.0003635566473608
15,3578704.205167801,0.9254892344333737,0.9684962731794757,-0.10173816124481497,-7.484711104922935,-0.07487432221398704,0.644697136401795,0.9853886922045634
16,3580847.7057618434,0.9981960738331732,0.9657250009753267,0.05989599785718349,1.299728901897229,0.012807381628609837,-0.2771272204149078,0.9879501685302854
17,3580480.9544920106,0.9856433719470413,0.9657882701254433,-0.01024202367619795,-0.23349321218050378,-0.002306796583244064,0.006326915011667378,0.9874888092136366
18,3580547.0086532105,0.9765530035775741,0.9665228371388644,0.0018448404568934733,-1.1074359055036702,-0.010935805636062446,0.07345670134211169,0.9853016480864241
19,3580860.169445741,0.9906503835967726,0.9657447074666455,0.008746171793686542,0.5428525894315137,0.0053487355103485346,-0.0778129672218908,0.9863713951884938
20,3580706.9977312675,1.002919383080096,0.9657981174548789,-0.004277511749285207,1.6776629951277,0.016547987891602167,0.005340998823333276,0.9896809927668142
21,3580233.1594768045,0.9543651291046371,0.9678751788328258,-0.01323309208944354,-3.568408802461271,-0.035315863662177094,0.20770613779469427,0.9826178200343788
22,3581244.485551621,1.031558768286808,0.9641709105832188,0.028247491986362033,4.9806697227124195,0.04894094825242912,-0.37042682496070123,0.9924060096848646
23,3579843.068843416,1.007462973595585,0.964837976787088,-0.03913211493543241,1.5172181308637585,0.015056963910720311,0.06670662038692488,0.9954174024670086
24,3579412.038347952,1.0533115555458301,0.9636351689920346,-0.01204048577478925,5.816068006781739,0.05789415307882151,-0.120280779505344,1.0069962330827729
25,3577755.263493695,1.019744729017795,0.965087897435586,-0.04628622903726691,1.2659924154824762,0.012748495935022142,0.14527284435513765,1.0095459322697773
26,3577390.5512390854,0.9372606626164911,0.9676118360915096,-0.010193884929214072,-7.160176406314285,-0.07228526965328619,0.25239386559235966,0.9950888783391201
27,3579459.0582582722,1.0244640888397367,0.9646726655300392,0.05782167167826834,2.952018773403048,0.029375210500616644,-0.29391705614704167,1.0009639204392433
28,3578618.2990985056,0.9593718718824139,0.9669775463231965,-0.023488441859025145,-4.155199573884538,-0.04159204855682941,0.23048807931573823,0.9926455107278774
29,3579808.7861502864,0.9670166751085503,0.9670716511220847,0.03326666753145197,-2.5818719112056727,-0.02562883561932716,0.009410479888816159,0.987519743604012
30,3580542.579643541,1.083385683835637,0.9629741378326824,0.020498119790462184,9.7077492224871,0.09586594023162509,-0.40975132894023325,1.006692931650337
31,3577798.6508932435,1.065084601876479,0.9634444632056555,-0.07663443987225786,5.800345705260565,0.058391670226142,0.04703253729730905,1.0183712656955655
32,3576128.4858297138,1.0089389081589806,0.9651922829444075,-0.04668135986670918,-0.9262199213901056,-0.00943235753658489,0.17478197387520433,1.0164847941882484
33,3576398.2184438473,1.0002542613148147,0.9660822173429015,0.0075425873315881475,-1.5967314972375246,-0.01623053287343379,0.08899343984939412,1.0132386876135617
34,3576862.4086144255,0.9455113641277018,0.9679633136166432,0.012979264115061832,-6.68424175999194,-0.06772732348585997,0.1881096273741778,0.9996932229163897
35,3578800.12596545,1.0229968547756287,0.9649676346490522,0.05417366198816468,2.33107830732869,0.023303631859239005,-0.2995678967591009,1.0043539492882376
36,3578133.2631177465,1.0136707365195656,0.9651415855396744,-0.018633699123490725,0.9276398263710316,0.009316787231328005,0.01739508906222209,1.0062173067345033
37,3577866.6904275604,0.9772535355859289,0.9662300660458849,-0.007450049245896927,-2.87848071730858,-0.028963771148574402,0.10884805062104652,1.0004245525047883
38,3578695.4771637376,0.9221208592100396,0.969398762243902,0.023164270999662073,-7.827046337347259,-0.07830369329474873,0.31686961980170736,0.9847638138458386
39,3580937.181996987,1.0298769123571483,0.9645782003202358,0.06264027905012483,4.581108472612097,0.045113098511309735,-0.48205619236662,0.9937864335481005
