evaluation,wait_input_min,demand_monthly,wait_observed_min,service_rate,residual_min,demand_spread_pct,wait_spread_min,service_spread_pp
1,0.0,3724018.226686236,1.0836134264870956,0.9642803531673478,1.0836134264870956,0.08019117365395691,0.012845605082069333,0.1171844149778889
2,2.0,3438899.549246228,0.9556640476407057,0.9679117827245468,-1.0443359523592943,0.15887598109310885,0.07438671470319647,0.21046541510848504
3,1.0,3578757.0816839733,1.005546813476424,0.9656081627744696,0.005546813476424051,0.15993738327657825,0.04225350366628822,0.08303858841456346
