takeoff_grid_id,landing_grid_id,hour_of_day,day_type,total_trip_count,avg_trip_count_per_bin,access_km,egress_km
172,200,0,workday,0.3618392933224909,0.008615221269583116,4.447797065782649,6.133218865351519
172,200,2,workday,0.4546892436453126,0.010825934372507442,0.9525373163055436,6.739308342117183
172,200,6,offday,0.2431956436011182,0.015199727725069887,8.016272376125295,7.4566034150082885
172,200,6,workday,0.2988324444680157,0.007115058201619421,5.063648741924168,8.016272376124169
172,200,7,workday,0.5555175503716698,0.013226608342182615,8.946404792885417,2.2238985328911274
172,200,8,workday,1.0396069129842636,0.02475254554724437,3.8206536931063857,6.673675290689519
172,200,9,workday,0.7848886822087495,0.01868782576687499,4.072593925044377,5.519794532594426
172,200,10,workday,0.7368806019013345,0.01754477623574606,4.168858143033903,6.583535885098303
172,200,11,offday,0.3863831737300335,0.024148948358127094,5.822683891523726,4.548609066251403
172,200,11,workday,0.3707296667360784,0.008826896827049485,7.456603415009497,5.55974633222762
172,200,12,workday,0.8631734564083535,0.020551748962103655,7.110349855799435,2.437343111857375
172,200,13,offday,0.5437793416229493,0.03398620885143433,5.876919281745578,0.0
172,200,13,workday,1.386441782540642,0.03301051863192005,6.536951552212613,6.717779118133828
172,200,14,offday,0.26991275253718,0.01686954703357375,8.824752236602155,4.76268654290879
172,200,14,workday,1.5440002069686536,0.036761909689729845,5.763845693562918,6.2818655123228195
172,200,15,offday,1.2017978426488116,0.07511236516555073,4.057255762679943,2.2058458090386375
172,200,15,workday,1.2223615906168193,0.029103847395638555,5.050085026380314,5.429001494183827
172,200,16,workday,1.7876046115863007,0.042562014561578584,4.986900079346908,6.270433279320677
172,200,17,offday,0.8397143727965448,0.05248214829978405,2.004572143838746,6.374131044904663
172,200,17,workday,0.3539075973832977,0.008426371366268993,5.286991285154586,6.133218865351519
172,200,18,offday,0.2622207796706284,0.016388798729414275,7.456603415009497,6.133218865351519
172,200,18,workday,0.8874519563312921,0.021129808484078385,5.144820215883944,4.925408801535274
172,200,19,offday,0.3238660606883558,0.020241628793022236,5.55974633222762,9.659570288782167
172,200,19,workday,1.911210502841046,0.045505011972405855,4.067801981798721,4.791120989243074
172,200,20,offday,0.2021217519399508,0.012632609496246925,8.824752236602155,9.659570288782167
172,200,20,workday,0.3541249709285586,0.008431546926870443,0.9525373163055436,8.824752236602155
172,200,21,workday,1.8554173122768998,0.04417660267325952,3.8717460106560333,7.066990257428796
172,200,22,offday,1.1597886321142403,0.07248678950714002,5.485375482408554,5.222319307597294
172,200,22,workday,1.2022953890097923,0.02862608069070934,5.71801977559846,3.1106705616432833
172,200,23,offday,0.3020402071534791,0.018877512947092445,4.890524483080361,5.7152238302521665
172,402,0,offday,4.983059058213778,0.3114411911383611,5.586838377840771,4.889204266068829
172,402,0,workday,5.523601224167609,0.13151431486113355,4.5533203429503635,5.360264728130712
172,402,1,offday,3.0970885873578595,0.19356803670986622,5.945691599509509,6.421676483955294
172,402,1,workday,3.342758699792623,0.0795894928522053,6.665451838582433,5.485160641163036
172,402,2,offday,1.1255751319197516,0.07034844574498447,6.560563099652758,9.964682798933397
172,402,2,workday,1.3581432063254573,0.03233674300774898,5.754313579425262,9.567933776585708
172,402,3,offday,1.558475999292408,0.0974047499557755,6.384441430936458,7.358518162845362
172,402,3,workday,0.4407707062186557,0.010494540624253708,8.338431354400996,10.942301494318604
172,402,4,workday,0.480376453575266,0.011437534608934905,3.469220937852967,2.2048904634613637
172,402,5,offday,0.3917653822363145,0.024485336389769657,8.016272376125295,2.927533691494132
172,402,5,workday,4.305336453238901,0.10250801079140241,6.975830744408006,4.1687219190970035
172,402,6,offday,2.7869084396866137,0.17418177748041336,7.271892496492953,8.682033435345778
172,402,6,workday,13.929880381424256,0.33166381860533944,5.901027131092832,2.6274317742531443
172,402,7,offday,7.179214002769016,0.4487008751730635,5.764504472787402,5.334093309401445
172,402,7,workday,17.454798888767307,0.41559044973255493,4.592597506080469,4.862758052280454
172,402,8,offday,9.03213835772744,0.564508647357965,5.496171751134473,6.756339533682679
172,402,8,workday,34.37839396574531,0.8185331896606026,5.090156444387321,5.683106409035908
172,402,9,offday,7.001335298182399,0.43758345613639993,5.9709036299789116,6.561025531356328
172,402,9,workday,29.797282981134906,0.7094591185984501,6.262757006353549,6.251604540449215
172,402,10,offday,6.045692667453738,0.37785579171585865,6.000375898662307,6.267819630231772
172,402,10,workday,25.542309196095147,0.6081502189546464,5.269340368539506,5.917102306989725
172,402,11,offday,9.549926288331545,0.5968703930207215,5.74093524646481,4.706866447165216
172,402,11,workday,21.12940654097569,0.5030811081184688,6.146633537053337,5.648683577742912
172,402,12,offday,5.620000299692934,0.35125001873080836,5.204265743567087,4.464361207884989
172,402,12,workday,19.806270645467784,0.4715778725111377,5.524986525677919,4.809898196695809
172,402,13,offday,8.955826068672224,0.559739129292014,5.570546453558583,5.637755026261253
172,402,13,workday,17.611591416817888,0.41932360516233064,6.065171007200532,5.777105804731678
172,402,14,offday,7.491532825637232,0.468220801602327,4.845859823156798,7.296617595291172
172,402,14,workday,27.35312888372131,0.651264973421936,5.375579926147401,4.435704721797983
172,402,15,offday,8.846515057804632,0.5529071911127895,4.939926580813644,4.6305444130894875
172,402,15,workday,27.898589674345338,0.6642521351034605,5.966443132097734,4.2074321410608295
172,402,16,offday,9.76188037260737,0.6101175232879607,5.347657403184935,5.81917535919001
172,402,16,workday,24.93630686592207,0.5937215920457636,5.9791120339578505,4.234728923219893
172,402,17,offday,8.473098475100727,0.5295686546937954,5.351948165817994,5.05342474589102
172,402,17,workday,37.020026816575815,0.8814292099184717,4.673493915900999,4.584902483020696
172,402,18,offday,10.062563293228921,0.6289102058268076,5.081640573316578,7.309180612075333
172,402,18,workday,25.200693590016872,0.6000165140480208,5.1454699762912774,4.488352984623906
172,402,19,offday,5.799155592594417,0.36244722453715106,5.017181975028144,5.80024418604006
172,402,19,workday,21.28438051684497,0.506770964686785,4.478332305405296,4.578160908448422
172,402,20,offday,6.603254381261743,0.4127033988288589,5.943937806268719,5.9934646105339695
172,402,20,workday,21.81466824262055,0.5193968629195369,5.154015124526313,4.191130224903157
172,402,21,offday,5.641059628670002,0.3525662267918751,5.228396385751126,7.08738751359146
172,402,21,workday,21.83892612364307,0.5199744315153112,4.983081001262772,5.186901793721785
172,402,22,offday,4.438395095556649,0.27739969347229054,4.644038858521926,6.132389482554723
172,402,22,workday,18.395875042599677,0.4379970248238018,4.379761328031197,5.014674184803601
172,402,23,offday,4.473421151510032,0.279588821969377,4.8529775722696264,8.31680087392556
