idx,Grid ID,avg_lat,avg_lon,real_origin_demand,real_dest_demand,real_total_demand,cluster_label,cluster_n_cells,cluster_total_demand
1100,1100,31.2689,121.4777,22535.81472077131,19859.77828281304,42395.59300358435,0,18,438214.5243499608
790,790,31.1989,121.3877,19123.160315025,18493.9243631178,37617.0846781428,1,22,392273.8491063784
925,925,31.2289,121.4477,60295.28226011567,55714.17968421296,116009.46194432862,2,12,764898.0804848487
850,850,31.2089,121.5577,14431.349196589586,12953.039626693091,27384.38882328268,3,35,259522.42584010633
714,714,31.1789,121.4877,11836.74704331717,10294.404254343664,22131.151297660832,4,56,234610.9465859985
1269,1269,31.3089,121.4477,10247.227702288708,9304.560219325858,19551.787921614567,5,25,244322.55847998735
1004,1004,31.2489,121.3777,10943.369985737363,10542.838308473454,21486.208294210817,6,43,169884.73979299443
1106,1106,31.2689,121.5377,10098.782843819266,9998.462817152003,20097.24566097127,7,39,252363.24190759062
783,783,31.1989,121.3177,57116.65851022671,94176.88369126029,151293.542201487,8,103,378922.8549644185
402,402,31.1089,121.3777,6896.428200385033,8134.027795107229,15030.455995492262,9,99,170200.41532790835
973,973,31.2389,121.4977,40798.825097580186,41171.55153105938,81970.37662863957,10,22,498401.9008955372
928,928,31.2289,121.4777,49441.84308863457,48258.74438641297,97700.58747504752,11,13,677798.5053490568
795,795,31.1989,121.4377,34955.50061723241,31110.77121424516,66066.27183147756,12,23,640697.7591733014
622,622,31.158900000000003,121.4277,10883.10455199428,18580.720140235146,29463.824692229427,13,44,357002.4280620052
1399,1399,31.3389,121.4577,12395.091027282371,9049.970369182509,21445.06139646488,14,73,130654.10451116378
1412,1412,31.3389,121.5877,1924.9303380241968,10727.7248828661,12652.655220890298,15,108,89035.5826840477
464,464,31.1189,121.5677,3029.172004833388,3404.9615938201864,6434.133598653574,16,152,69630.79178139716
1232,1232,31.2989,121.5077,32097.03927098297,25576.93336471179,57673.972635694765,17,44,419085.67377999297
1478,1478,31.3589,121.3877,2049.8263341880142,15756.470852195658,17806.297186383672,18,82,105899.56734999936
1187,1187,31.2889,121.4877,17691.484814468546,17893.550837553008,35585.03565202156,19,20,322385.6190867418
926,926,31.2289,121.4577,37831.75054444913,35660.14461564518,73491.89516009431,20,18,607144.2254419541
854,854,31.2089,121.5977,6346.934180829742,5899.819637595611,12246.753818425354,21,55,124258.47454916434
1051,1051,31.2589,121.4177,7221.627548144294,8311.854816062456,15533.48236420675,22,29,210446.97001209168
1213,1213,31.2989,121.3177,3339.6839278972243,2439.139601546915,5778.823529444139,23,172,43440.88384427422
200,200,31.0589,121.5077,1048.792693480724,874.5337884778309,1923.3264819585547,24,120,35506.489515302834
833,833,31.2089,121.3877,18564.72423749163,17442.03739989755,36006.76163738918,25,19,269688.4997458708
433,433,31.1189,121.2577,1300.6812395030709,803.7768900358786,2104.4581295389494,26,148,30116.09819678213
834,834,31.2089,121.3977,39782.98631792412,32959.40079527735,72742.38711320146,27,17,441986.05759392097
614,614,31.158900000000003,121.3477,9248.348030912786,7488.627798999246,16736.975829912033,28,48,172514.9805489852
1054,1054,31.2589,121.4477,21767.75637783437,23303.979493234197,45071.735871068566,29,17,402902.08753262303
